,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,mbert_src_assbert_trg,label
236,All languages,পাখা,পখিলা,pakʰa,pɔkʰila,Fan,butterfly,0.4285714285714285,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.708333333333333,0.3611111111111111,0.98525774,0.9540982,0.9992741,0.9997003,0.053240366,loan
237,All languages,মুঠো,মুঠি,muʈʰo,mutʰi,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.99236697,0.98153096,0.9998814,0.9999129,0.087097734,loan
238,All languages,পুস্তক,পুথি,puʃt̪ɔkɔ,putʰi,Books,The book,0.625,0.4285714285714285,0.4226190476190476,0.4642857142857142,3.4285714285714284,0.4642857142857142,0.9828854,0.9588763,0.9991869,0.9996271,-0.07022024,loan
239,All languages,চাকা,চাকি,t͡ɕaka,saki,The wheel,Candles,0.6666666666666666,0.25,0.0729166666666666,0.0729166666666666,0.9375,0.0729166666666666,0.98153967,0.9579461,0.99965274,0.9999249,0.090632096,loan
240,All languages,ধুমা,ধোঁৱা,d̪ʱuma,dʰʊ̃wa,Smoke,smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,0.9607683,0.95785916,0.99985147,0.99983424,0.032457054,loan
241,All languages,জল,জল,d͡ʑɔlɔ,zɔlɔ,Water,Water,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.9790062,0.9484127,0.9996625,0.9998674,0.05278161,loan
242,All languages,রাং,ৰঙা,raŋ,ɹɔŋa,Rang,red,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,0.9725613,0.94600034,0.9998982,0.9999292,0.08554291,loan
243,All languages,রং,ৰঙা,rɔŋ,ɹɔŋa,Color,red,0.5,0.25,0.265625,0.3125,2.6875,0.2916666666666667,0.9816793,0.9430929,0.9998671,0.99988806,-0.028518444,loan
244,All languages,দাড়ি,দাড়ি,d̪aɽi,daɹi,Beard,Beard,0.4,0.0,0.0625,0.0833333333333333,1.0625,0.0625,0.9845463,0.95634997,0.999804,0.9998715,0.040737357,loan
245,All languages,বিছা,বিছা,bit͡ɕʰa,bisa,Scorpion,Scorpion,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.9908385,0.9731699,0.9998314,0.9999663,0.10177142,loan
246,All languages,হৃদয়,হিয়া,ɦɽid̪e̯ɔ,ɦija,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,0.98331344,0.96701616,0.99974036,0.99988174,0.03573358,loan
247,All languages,অক্ষ,অক্ষ,okkʰɔ,ɔkʰjɔ,Axis,Axis,0.6,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,0.98902035,0.9593866,0.999916,0.9997401,0.043775234,loan
248,All languages,শনিবার,শনিবাৰ,ʃɔn̪ibar,xɔnibaɹ,Saturday,Saturday,0.375,0.1428571428571428,0.0505952380952379,0.0654761904761904,0.7678571428571429,0.0505952380952379,0.9822785,0.93485034,0.99983144,0.99986035,0.05184397,loan
249,All languages,আঁই,আমি,ãi,ami,I am,I,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.98752296,0.9530316,0.9998707,0.9999376,0.10203864,loan
250,All languages,উট,উট,uʈɔ,ut,The camel,The camel,0.6666666666666666,0.3333333333333333,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.98505884,0.9645331,0.99916065,0.9998814,-0.008404922,loan
251,All languages,বিছা,বৃশ্চিক,bit͡ɕʰa,bɽixsik,Scorpion,Scorpio,0.8571428571428571,0.4285714285714285,0.4226190476190476,0.4761904761904762,3.6607142857142856,0.4732142857142857,0.9744345,0.94164354,0.9997071,0.99992394,0.10177142,loan
252,All languages,রঙ,ৰঙা,rɔŋɔ,ɹɔŋa,Color,red,0.5,0.0,0.0833333333333333,0.1041666666666666,1.3125,0.0833333333333333,0.9720695,0.9379039,0.99992514,0.9999028,0.05301861,loan
253,All languages,ব্যাকরণ,ব্যাকৰণ,bækɔrɔnɔ,biakɔɹɔnɔ,Grammar,Grammar,0.3333333333333333,0.1111111111111111,0.1180555555555555,0.1388888888888889,1.1944444444444444,0.1296296296296296,0.97393465,0.93352175,0.99952716,0.99977624,0.0016311486,loan
254,All languages,পানীয়,পানী,pan̪ie̯,pani,Drinks,water,0.4285714285714285,0.2,0.1875,0.2083333333333333,1.5,0.2083333333333333,0.98621356,0.96646917,0.99970984,0.99985886,0.045824453,loan
255,All languages,গোসাঁই,গোহাঁই,ɡoʃãi,gʊɦãi,Gosain,Gohain,0.6,0.5,0.225,0.25,2.175,0.2458333333333333,0.98872674,0.96945643,0.9997268,0.99987274,0.078859575,loan
256,All languages,রসুন,লহুন,rɔʃun̪,lɔɦun,Garlic,Blood,0.5,0.2,0.0625,0.0833333333333333,0.925,0.0625,0.9770045,0.92708886,0.99988943,0.99985784,-0.03733678,loan
257,All languages,পেঁচা,ফেঁচা,pẽt͡ɕa,pʰɛ̃sa,Owl,owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,0.98461807,0.95878625,0.9998677,0.99983966,0.11054607,loan
258,All languages,ক্রিয়া,ক্ৰিয়া,krie̯a,kɹija,Verbs,Action,0.5,0.0,0.05,0.075,0.875,0.05,0.9664011,0.95330065,0.9998602,0.99992776,0.07268653,loan
259,All languages,শ্রীবৃক্ষ,শ্রী,ʃribɽikkʰɔ,xɹi,Srivriksha,Mr.,0.9,0.7777777777777778,0.625,0.7129629629629629,5.402777777777778,0.7013888888888888,0.96592474,0.9455856,0.9998957,0.9993767,0.004150791,loan
260,All languages,রাষ্ট্র,ৰাষ্ট্ৰ,raʃʈrɔ,ɹaxtɹɔ,State,The State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,0.9492321,0.9506793,0.99936116,0.99964154,0.06783278,loan
261,All languages,মূত্র,মূত,mut̪rɔ,mut,Urine,Urine,0.5,0.4,0.3541666666666667,0.4083333333333334,2.95,0.4083333333333334,0.98409265,0.95660925,0.9998321,0.99990577,0.061520893,loan
262,All languages,ধোঁয়া,ধোঁৱা,d̪ʱõe̯a,dʰʊ̃wa,Smoke,smoke,0.7142857142857143,0.25,0.09375,0.1041666666666666,0.90625,0.09375,0.9444096,0.9416976,0.9998976,0.9996865,0.1004639,loan
263,All languages,বিলাই,বিলৈ,bilai,bilɔɪ,distribute,to the b,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,0.98930335,0.95123625,0.99993825,0.9999091,0.056679342,loan
264,All languages,মুঠো,মুঠা,muʈʰo,mutʰa,Fist,A handful,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.9923669,0.9815309,0.9998814,0.9999129,0.08709775,loan
265,All languages,সমানে,সমান,ʃɔman̪e,xɔman,Equally,Equal,0.4285714285714285,0.3333333333333333,0.1805555555555555,0.2013888888888888,1.5208333333333333,0.1979166666666666,0.9878773,0.97028965,0.999962,0.99993557,0.02371364,loan
266,All languages,বাঙ্গালী,বঙালী,baŋɡali,bɔŋali,Bengali,Bengali,0.2857142857142857,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2857142857142858,0.1666666666666666,0.950824,0.9301989,0.99914426,0.9997511,0.0820638,loan
267,All languages,সকল,সকলো,ʃɔkɔlɔ,xɔkɔlʊ,All,everything,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,0.97315043,0.92844653,0.9991051,0.99984646,0.006846208,loan
268,All languages,পোলা,পোনা,pola,pʊna,Pola,Pona,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.97811633,0.9531969,0.99987626,0.99992794,-0.015400946,loan
269,All languages,রচনা,ৰচনা,rɔt͡ɕɔn̪a,ɹɔsɔna,Composition,essay,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.97231066,0.93595517,0.99945915,0.9998611,-0.07806647,loan
270,All languages,আঁডু,আঁঠু,ãɖu,ãtʰu,Andu,knee,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.9883479,0.9622775,0.9998642,0.9998798,0.07996788,loan
271,All languages,ক্যা,কি,kæ,ki,Kya,What?,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.97880834,0.9349066,0.9999476,0.9999566,0.00568405,loan
272,All languages,গোসাঁই,গোসাঞি,ɡoʃãi,gʊxani,Gosain,Gosani,0.8333333333333334,0.4,0.225,0.2666666666666666,3.475,0.225,0.98773813,0.95473933,0.9998379,0.9998004,0.07885962,loan
273,All languages,একলা,আক,ekɔla,ak,Alone,Let's go,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,0.9814092,0.969677,0.99975514,0.99995023,0.0033030696,loan
274,All languages,আগুন,আগুনি,aɡun̪,aguni,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,0.9909483,0.9588841,0.99983203,0.99989504,0.0675694,loan
275,All languages,গলা,গেলা,ɡɔla,gɛla,Throat,Swallow,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,0.9828932,0.9607425,0.99982196,0.9999311,0.08827016,loan
276,All languages,বোন,ভনী,bon̪,bʰɔni,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,0.97779924,0.962495,0.9998154,0.9999111,0.020428512,loan
277,All languages,চিন্তা,চিন্তা,t͡ɕin̪t̪a,sinta,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,0.9730749,0.95744777,0.99962294,0.99987614,0.09102815,loan
278,All languages,ডিম,ডিমা,ɖim,dima,Eggs,Dima,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.9854098,0.95883447,0.9999451,0.99991095,-0.016022537,loan
279,All languages,হাট,হাট,ɦaʈɔ,ɦat,Hat,Hat,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.9892796,0.9634553,0.9998704,0.9999459,0.05378803,loan
280,All languages,টাং,টকা,ʈaŋ,tɔka,Tang,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0625,0.3333333333333333,0.98300856,0.9584699,0.9998981,0.99993193,-0.012528922,loan
281,All languages,দুগ্ধ,দুগ্ধ,d̪uɡɔd̪ʱɔ,dugdʰɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,0.98734075,0.96386725,0.9996469,0.99991375,0.01833276,loan
282,All languages,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0.0,0.0625,0.0625,0.6875,0.0625,0.9855547,0.9762616,0.99966913,0.99991125,0.032469615,loan
283,All languages,মিষ্টি,মিঠা,miʃʈi,mitʰa,Sweet,sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,0.99398726,0.9790056,0.9998721,0.9999123,0.086047225,loan
284,All languages,কেলা,কল,kela,kɔlɔ,The banana,Call,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,0.9826064,0.9631938,0.9998015,0.9999345,0.0065569337,loan
285,All languages,চাকা,চকা,t͡ɕaka,sɔka,The wheel,wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,0.98153967,0.9579461,0.99965274,0.9999249,0.090632096,loan
286,All languages,মাঝ,মাজ,mad͡ʑʱɔ,maz,The middle,middle,0.7142857142857143,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,0.9792957,0.9519415,0.99989307,0.99988216,0.044730343,loan
287,All languages,ভাত,ভাত,bʱat̪,bʰat,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,0.9829438,0.95575905,0.99988705,0.9998823,0.049893178,loan
288,All languages,সাঁঝ,সন্ধিয়া,ʃãd͡ʑʱɔ,xɔndʰija,Evening,evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,0.9728295,0.9317777,0.9998522,0.9998682,0.05099905,loan
289,All languages,দশ,দহ,d̪ɔʃɔ,dɔɦɔ,Ten,ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,0.98057634,0.96560466,0.9999332,0.9998847,0.03234535,loan
290,All languages,গু,গু,ɡu,gu,Gu,Gu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,0.98265606,0.9481524,0.9997936,0.99982524,0.05468578,loan
291,All languages,মুঠি,মুঠ,muʈʰi,mutʰ,Fist,total,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.9925714,0.9618021,0.99979645,0.9999226,0.022781055,loan
292,All languages,দ্বার,দুৱাৰ,d̪ar,duwaɹ,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,0.95891273,0.91951084,0.99983,0.99988246,0.04433389,loan
293,All languages,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,0.9821212,0.9616471,0.99984074,0.99991816,0.055840123,loan
294,All languages,মাংস,মঙহ,maŋʃɔ,mɔŋɔɦɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,0.98398,0.95169157,0.99952036,0.9998567,-0.04162065,loan
295,All languages,কেন্দ্ৰ,কেন্দ্ৰ,ken̪d̪ৰ,kɛndɹɔ,hub,hub,0.5714285714285714,0.3333333333333333,0.3229166666666667,0.3541666666666667,2.5416666666666665,0.3541666666666667,0.96807384,0.9248601,0.9998528,0.9996649,-0.05869083,loan
296,All languages,কচু,কচু,kɔt͡ɕu,kɔsu,Kachu,Kachu,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.9780276,0.9609665,0.99992466,0.99987423,0.007271122,loan
297,All languages,মঙ্গলবার,মঙলবাৰ,mɔŋɡɔlɔbar,mɔŋɔlɔbaɹ,Tuesday,It's Tuesday,0.2,0.1,0.10625,0.125,1.075,0.1166666666666666,0.9731985,0.89028466,0.9997777,0.9995799,-0.0048197675,loan
298,All languages,ঠেং,ঠেং,ʈʰeŋ,tʰɛŋ,The tail,The tail,0.5,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,0.982036,0.9745604,0.99993384,0.9998947,0.037447184,loan
299,All languages,গোলন্দাজ,গুলী,ɡolɔn̪d̪ad͡ʑ,guli,Gunner,The bullet,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,0.9816586,0.9758332,0.9998607,0.99989706,0.037174948,loan
300,All languages,চাঁদ,চন্দ্ৰ,t͡ɕãd̪ɔ,sɔndɹɔ,The moon,moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,0.9854035,0.96112055,0.99993455,0.99989265,0.16862799,loan
301,All languages,গোলন্দাজ,গোল,ɡolɔn̪d̪ad͡ʑ,gʊl,Gunner,Round,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,0.9816586,0.9758332,0.9998607,0.99989706,0.037174948,loan
302,All languages,ঠেং,টকা,ʈʰeŋ,tɔka,The tail,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0,0.3333333333333333,0.9805009,0.9719317,0.9998894,0.9999134,0.037447184,loan
303,All languages,ঔষধ,ঔষধ,owʃɔd̪ʱɔ,ɔʊxɔdʰɔ,Medicine,Medicine,0.625,0.3333333333333333,0.0659722222222222,0.0763888888888888,0.875,0.0659722222222222,0.97346604,0.94812685,0.99955237,0.9994893,0.13554928,loan
304,All languages,মাহই,মাকৈ,maɦi,makɔɪ,Mahi,corn,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,0.98778653,0.96453214,0.9999064,0.9998096,0.03282025,loan
305,All languages,বিষ,বিহ,biʃ,biɦ,Poison,poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,0.9758796,0.946327,0.9997753,0.99994427,0.12847336,loan
306,All languages,চাঁদ,চান,t͡ɕãd̪ɔ,san,The moon,Want,1.0,0.6666666666666666,0.3177083333333333,0.34375,3.3125,0.34375,0.9848044,0.9788991,0.9999179,0.999938,0.16862799,loan
307,All languages,আগুন,অগ্নি,aɡun̪,ɔgni,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,0.98951125,0.9553058,0.9998846,0.9999053,0.067569375,loan
308,All languages,ডিম,ডিম,ɖim,dim,Eggs,Eggs,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.1666666666666666,0.0138888888888888,0.9854098,0.9588344,0.9999451,0.99991095,-0.016022537,loan
309,All languages,মেঘ,মেঘ,megʱɔ,mɛgʱ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,0.96724945,0.9576245,0.9998854,0.9999555,0.07122031,loan
310,All languages,কাছ,কাছ,kat͡ɕʰ,kas,Near,Near,0.6666666666666666,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,0.98547876,0.9316603,0.99975884,0.99993825,0.067499265,loan
311,All languages,বাজ,বাজে,bad͡ʑ,bazɛ,Lightning,Bad,0.6,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,0.9866672,0.9631295,0.9998845,0.99984396,0.061027985,loan
312,All languages,পুরুষ,পুৰুষ,puruʃ,puɹux,Men,male,0.4,0.2,0.0625,0.0833333333333333,1.025,0.0625,0.9650497,0.93431,0.99989945,0.99992055,-0.015965417,loan
313,All languages,টাং,ঠেং,ʈaŋ,tʰɛŋ,Tang,The tail,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,0.9806552,0.9612434,0.9999418,0.99991095,-0.012528924,loan
314,All languages,তেল,তেল,t̪elɔ,tɛl,Oil,Oil,0.6,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0.9827577,0.9404391,0.9998287,0.9998384,0.15341637,loan
315,All languages,ফল,ফল,ɸɔlɔ,pʰɔlɔ,Fruit,Fruit,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,0.9837526,0.9467832,0.999868,0.9999408,-0.046056032,loan
316,All languages,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,0.9878646,0.9841851,0.9997432,0.99992967,0.04918657,loan
317,All languages,রউন,লহুন,run̪,lɔɦun,Rune,Blood,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,0.9759685,0.93348455,0.999141,0.99978197,-0.024531715,loan
318,All languages,গোসাঁই,গোসাঁই,ɡoʃãi,gʊxãi,Gosain,Gosain,0.6,0.5,0.225,0.25,1.925,0.2458333333333333,0.9828881,0.96578264,0.9998278,0.99986184,0.07885962,loan
319,All languages,শিক্ষা,শিকোৱা,ʃikkʰa,xikʊwa,Education,teaching,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,0.9719497,0.9499319,0.9999298,0.9998695,0.10834442,loan
320,All languages,ছাগলী,ছাগলী,t͡ɕʰaɡɔli,sagɔli,goat,goat,0.5555555555555556,0.3333333333333333,0.1909722222222222,0.2083333333333333,1.7083333333333333,0.2083333333333333,0.9778763,0.9506143,0.99985904,0.99967974,0.07247652,loan
321,All languages,ঘড়ি,ঘড়ী,gʱɔɽi,gʱɔɹi,The clock,clock,0.2,0.0,0.0694444444444444,0.0972222222222222,1.3333333333333333,0.0694444444444444,0.9779983,0.9458313,0.9999424,0.9998817,0.1220647,loan
322,All languages,কোন,কোন,kon̪,kʊn,No,No,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.97527385,0.9300258,0.9998481,0.9998986,0.086574025,loan
323,All languages,অনুবাদ,অনুবাদ,on̪ubad̪,ɔnubad,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.9764956,0.9551979,0.9998506,0.9997369,0.027335629,loan
324,All languages,কাটা,কটা,kaʈa,kɔta,Cut,Brown,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.9902899,0.9742628,0.9999306,0.99996185,0.0037873322,loan
325,All languages,একলা,এক,ekɔla,ɛk,Alone,One,0.8,0.6,0.55,0.6083333333333334,4.4,0.6083333333333334,0.98417056,0.9650041,0.99983543,0.99994653,0.0033030696,loan
326,All languages,অস্থি,অস্থি,oʃt̪ʰi,ɔxtʰi,Bones,Bones,0.5,0.25,0.0572916666666666,0.0624999999999999,0.53125,0.0572916666666666,0.98225707,0.96772146,0.9997641,0.99988765,0.009499459,loan
327,All languages,উপন্যাস,উপন্যাস,upn̪æʃ,upniax,Novel,Novel,0.5,0.3333333333333333,0.1805555555555555,0.2013888888888889,1.5208333333333333,0.1979166666666666,0.9832097,0.9266997,0.99975306,0.9997339,-0.02878979,loan
328,All languages,প্রাচীন,প্ৰাচীন,prat͡ɕin̪,pɹasin,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.97828853,0.9612381,0.999329,0.9999537,0.001262812,loan
329,All languages,কোটি,কোটি,koʈi,kʊti,Crores,Crores,0.5,0.0,0.03125,0.03125,0.3125,0.03125,0.9861016,0.9611595,0.9994854,0.99988383,0.006182527,loan
330,All languages,যুদ্ধ,যুদ্ধ,d͡zud̪d̪ʱɔ,zuddʰɔ,War,War,0.5,0.2,0.0416666666666666,0.0416666666666666,0.45,0.0416666666666666,0.96954244,0.9522197,0.9992702,0.9998343,-0.008490578,loan
331,All languages,মহিষ,মৈহ,mɔɦiʃ,mɔɪɦ,The buffalo,Maih,0.6,0.4,0.2166666666666666,0.2416666666666667,2.075,0.2375,0.9895283,0.9709759,0.99985904,0.99990785,0.018032799,loan
332,All languages,ফণী,ফণী,ɸɔni,pʰɔni,comb,comb,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,0.984131,0.93787587,0.9998716,0.9999107,-0.005241219,loan
333,All languages,ভাজা,ভাজা,bʱad͡ʑa,bʰaza,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.9881409,0.97046876,0.9997146,0.9999397,0.063761614,loan
334,All languages,শেখা,শিকা,ʃekʰa,xika,Learning,learn,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,0.9714662,0.9287746,0.99983495,0.9998998,0.03590814,loan
335,All languages,ভাজা,ভজা,bʱad͡ʑa,bʰɔza,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,0.9881409,0.97046864,0.9997146,0.9999397,0.063761614,loan
336,All languages,এক,আক,ek,ak,One,Let's go,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.9662014,0.9533738000000002,0.9996691,0.99993306,0.010367015,loan
337,All languages,টেহা,ঠেং,ʈeɦa,tʰɛŋ,Teha,The tail,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,0.9859885,0.9495679,0.9998382,0.99984574,0.028084017,loan
338,All languages,কাঠ,কাঠ,kaʈʰɔ,katʰ,Wood,Wood,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.9817768,0.96164894,0.99972796,0.99978507,-0.020455457,loan
339,All languages,কোদাল,কোদাল,kod̪alɔ,kʊdal,Spade,Spade,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.375,0.1875,0.9824018,0.9711236,0.9997468,0.99986434,0.0515247,loan
340,All languages,ভইষ,মৈহ,bʱiʃ,mɔɪɦ,Fear,Maih,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,0.9840585,0.9647273,0.9997539,0.9999192,0.02442932,loan
341,All languages,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,0.98766935,0.96375227,0.9998195,0.9999267,0.020428514,loan
342,All languages,টাকা,টকা,ʈaka,tɔka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.98282456,0.9432504,0.99980223,0.9998133,-0.00699182,loan
343,All languages,সাঁচা,সাঁচ,ʃãt͡ɕa,xãsɔ,True,Templates,0.8333333333333334,0.6666666666666666,0.1302083333333333,0.1354166666666666,1.53125,0.1302083333333333,0.9733883,0.9665208,0.999794,0.99991137,0.12958184,loan
344,All languages,যোনি,যোনি,d͡zon̪i,zʊni,Vagina,Vagina,0.5714285714285714,0.25,0.0520833333333333,0.0520833333333333,0.625,0.0520833333333333,0.97785926,0.94778085,0.9998235,0.99993515,0.052198697,loan
345,All languages,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,0.9868133,0.97533715,0.99985725,0.9999238,0.06304054,loan
346,All languages,মুঠি,মুঠা,muʈʰi,mutʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,0.99257135,0.96180207,0.9997966,0.9999226,0.022781055,loan
347,All languages,অশোক,অশোক,oʃok,ɔxʊk,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,0.97100276,0.96382374,0.9996827,0.99992347,0.054515585,loan
348,All languages,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,0.9702593,0.95070755,0.9999037,0.9998256,0.12176283,loan
349,All languages,গাঁও,গাঁও,ɡão,gãʊ,The village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,0.98405004,0.9669032,0.9999032,0.99985784,0.060255,loan
350,All languages,নতুন,নতুন,n̪ɔt̪un̪,nɔtun,New,New,0.375,0.0,0.025,0.025,0.15,0.025,0.9746442,0.95350206,0.99952626,0.9998944,-0.036243185,loan
351,All languages,বিজ্ঞান,বিজ্ঞান,bid͡ʑnan̪,biznan,Science,Science,0.4444444444444444,0.1666666666666666,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.98205525,0.9415059,0.9998152,0.99971896,0.09229896,loan
352,All languages,লবণ,লোণ,lɔbɔnɔ,lʊn,Salt,Salt,0.6666666666666666,0.5,0.4548611111111111,0.5069444444444444,3.7083333333333335,0.5069444444444444,0.98455775,0.95111096,0.9998556,0.99985534,0.059055697,loan
353,All languages,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,0.9765856,0.94040966,0.9997519,0.99990845,0.1147944,loan
354,All languages,ধনিয়া,ধনিয়া,d̪ʱɔn̪ie̯a,dʰɔnija,Coriander,Coriander,0.5,0.0,0.0347222222222222,0.0416666666666666,0.2708333333333333,0.0347222222222222,0.97106916,0.96286845,0.99979687,0.99981487,0.02348117,loan
