CategoryTreeItem,CategoryTreeItem 2,CategoryTreeItem href,CategoryTreeItem 3
‎,Kove language,https://en.wiktionary.org/wiki/Category:Kove_language,"(1 c, 0 e)"
‎,Kowaki language,https://en.wiktionary.org/wiki/Category:Kowaki_language,"(1 c, 0 e)"
‎,Kowiai language,https://en.wiktionary.org/wiki/Category:Kowiai_language,"(4 c, 0 e)"
‎,Koy Sanjaq Surat language,https://en.wiktionary.org/wiki/Category:Koy_Sanjaq_Surat_language,"(1 c, 0 e)"
‎,Koyo language,https://en.wiktionary.org/wiki/Category:Koyo_language,"(1 c, 0 e)"
‎,Koyra Chiini language,https://en.wiktionary.org/wiki/Category:Koyra_Chiini_language,"(1 c, 0 e)"
‎,Koyraboro Senni language,https://en.wiktionary.org/wiki/Category:Koyraboro_Senni_language,"(6 c, 0 e)"
‎,Koyukon language,https://en.wiktionary.org/wiki/Category:Koyukon_language,"(6 c, 0 e)"
‎,Kpan language,https://en.wiktionary.org/wiki/Category:Kpan_language,"(1 c, 0 e)"
‎,Kpasam language,https://en.wiktionary.org/wiki/Category:Kpasam_language,"(1 c, 1 e)"
‎,Kpee language,https://en.wiktionary.org/wiki/Category:Kpee_language,"(1 c, 0 e)"
‎,Kpelle language,https://en.wiktionary.org/wiki/Category:Kpelle_language,"(2 c, 0 e)"
‎,Krahô language,https://en.wiktionary.org/wiki/Category:Krah%C3%B4_language,"(5 c, 0 e)"
‎,Kresh language,https://en.wiktionary.org/wiki/Category:Kresh_language,"(1 c, 0 e)"
‎,Krio language,https://en.wiktionary.org/wiki/Category:Krio_language,"(11 c, 1 e)"
‎,Kriol language,https://en.wiktionary.org/wiki/Category:Kriol_language,"(7 c, 0 e)"
‎,Krisa language,https://en.wiktionary.org/wiki/Category:Krisa_language,"(4 c, 0 e)"
‎,Kristang language,https://en.wiktionary.org/wiki/Category:Kristang_language,"(7 c, 0 e)"
‎,Krobu language,https://en.wiktionary.org/wiki/Category:Krobu_language,"(1 c, 0 e)"
‎,Krongo language,https://en.wiktionary.org/wiki/Category:Krongo_language,"(1 c, 0 e)"
‎,Krymchak language,https://en.wiktionary.org/wiki/Category:Krymchak_language,"(3 c, 0 e)"
‎,Kryts language,https://en.wiktionary.org/wiki/Category:Kryts_language,"(3 c, 0 e)"
‎,Kua-nsi language,https://en.wiktionary.org/wiki/Category:Kua-nsi_language,"(1 c, 0 e)"
‎,Kuamasi language,https://en.wiktionary.org/wiki/Category:Kuamasi_language,"(1 c, 0 e)"
‎,Kubi language,https://en.wiktionary.org/wiki/Category:Kubi_language,"(1 c, 0 e)"
‎,Kubo language,https://en.wiktionary.org/wiki/Category:Kubo_language,"(1 c, 0 e)"
‎,Kubu language,https://en.wiktionary.org/wiki/Category:Kubu_language,"(2 c, 0 e)"
‎,Kudmali language,https://en.wiktionary.org/wiki/Category:Kudmali_language,(0 e)
‎,Kugbo language,https://en.wiktionary.org/wiki/Category:Kugbo_language,"(1 c, 0 e)"
‎,Kugu-Muminh language,https://en.wiktionary.org/wiki/Category:Kugu-Muminh_language,"(1 c, 0 e)"
‎,Kui (India) language,https://en.wiktionary.org/wiki/Category:Kui_(India)_language,"(3 c, 0 e)"
‎,Kuijau language,https://en.wiktionary.org/wiki/Category:Kuijau_language,(0 e)
‎,Kuikúro language,https://en.wiktionary.org/wiki/Category:Kuik%C3%BAro_language,"(2 c, 0 e)"
‎,Kujarge language,https://en.wiktionary.org/wiki/Category:Kujarge_language,(0 e)
‎,Kuk language,https://en.wiktionary.org/wiki/Category:Kuk_language,(0 e)
‎,Kukatja language,https://en.wiktionary.org/wiki/Category:Kukatja_language,(0 e)
‎,Kuku-Mangk language,https://en.wiktionary.org/wiki/Category:Kuku-Mangk_language,(0 e)
‎,Kuku-Thaypan language,https://en.wiktionary.org/wiki/Category:Kuku-Thaypan_language,"(1 c, 0 e)"
‎,Kuku-Uwanh language,https://en.wiktionary.org/wiki/Category:Kuku-Uwanh_language,"(2 c, 0 e)"
‎,Kuku-Yalanji language,https://en.wiktionary.org/wiki/Category:Kuku-Yalanji_language,"(1 c, 0 e)"
‎,Kulaal language,https://en.wiktionary.org/wiki/Category:Kulaal_language,(0 e)
‎,Kulere language,https://en.wiktionary.org/wiki/Category:Kulere_language,"(2 c, 0 e)"
‎,Kulisusu language,https://en.wiktionary.org/wiki/Category:Kulisusu_language,"(4 c, 0 e)"
‎,Kullu Pahari language,https://en.wiktionary.org/wiki/Category:Kullu_Pahari_language,"(6 c, 0 e)"
‎,Kulon-Pazeh language,https://en.wiktionary.org/wiki/Category:Kulon-Pazeh_language,"(6 c, 0 e)"
‎,Kumak language,https://en.wiktionary.org/wiki/Category:Kumak_language,"(2 c, 0 e)"
‎,Kuman language,https://en.wiktionary.org/wiki/Category:Kuman_language,"(5 c, 0 e)"
‎,Kumaoni language,https://en.wiktionary.org/wiki/Category:Kumaoni_language,"(4 c, 0 e)"
‎,Kumarbhag Paharia language,https://en.wiktionary.org/wiki/Category:Kumarbhag_Paharia_language,"(4 c, 0 e)"
‎,Kumeyaay language,https://en.wiktionary.org/wiki/Category:Kumeyaay_language,"(3 c, 0 e)"
‎,Kumu language,https://en.wiktionary.org/wiki/Category:Kumu_language,"(1 c, 0 e)"
‎,Kumukio language,https://en.wiktionary.org/wiki/Category:Kumukio_language,"(1 c, 0 e)"
‎,Kumyk language,https://en.wiktionary.org/wiki/Category:Kumyk_language,"(15 c, 1 e)"
‎,Kumzari language,https://en.wiktionary.org/wiki/Category:Kumzari_language,"(2 c, 0 e)"
‎,Kuna language,https://en.wiktionary.org/wiki/Category:Kuna_language,"(4 c, 0 e)"
‎,Kunama language,https://en.wiktionary.org/wiki/Category:Kunama_language,"(2 c, 2 e)"
‎,Kungardutyi language,https://en.wiktionary.org/wiki/Category:Kungardutyi_language,(0 e)
‎,Kunigami language,https://en.wiktionary.org/wiki/Category:Kunigami_language,"(10 c, 0 e)"
‎,Kunjen language,https://en.wiktionary.org/wiki/Category:Kunjen_language,"(2 c, 0 e)"
‎,Kunza language,https://en.wiktionary.org/wiki/Category:Kunza_language,"(2 c, 0 e)"
‎,Kupa language,https://en.wiktionary.org/wiki/Category:Kupa_language,"(1 c, 0 e)"
‎,Kupang Malay language,https://en.wiktionary.org/wiki/Category:Kupang_Malay_language,"(1 c, 0 e)"
‎,Kur language,https://en.wiktionary.org/wiki/Category:Kur_language,"(2 c, 0 e)"
‎,Kuranko language,https://en.wiktionary.org/wiki/Category:Kuranko_language,"(1 c, 0 e)"
‎,Kuri language,https://en.wiktionary.org/wiki/Category:Kuri_language,"(1 c, 0 e)"
‎,Kuria language,https://en.wiktionary.org/wiki/Category:Kuria_language,"(3 c, 0 e)"
‎,Kurmukar language,https://en.wiktionary.org/wiki/Category:Kurmukar_language,(0 e)
‎,Kurnai language,https://en.wiktionary.org/wiki/Category:Kurnai_language,"(3 c, 0 e)"
‎,Kurtjar language,https://en.wiktionary.org/wiki/Category:Kurtjar_language,"(1 c, 0 e)"
‎,Kurtop language,https://en.wiktionary.org/wiki/Category:Kurtop_language,"(7 c, 0 e)"
‎,Kurudu language,https://en.wiktionary.org/wiki/Category:Kurudu_language,"(2 c, 0 e)"
‎,Kurukh language,https://en.wiktionary.org/wiki/Category:Kurukh_language,"(6 c, 0 e)"
‎,Kusaal language,https://en.wiktionary.org/wiki/Category:Kusaal_language,"(3 c, 0 e)"
‎,Kushi language,https://en.wiktionary.org/wiki/Category:Kushi_language,"(1 c, 0 e)"
‎,Kustenau language,https://en.wiktionary.org/wiki/Category:Kustenau_language,"(1 c, 0 e)"
‎,Kusunda language,https://en.wiktionary.org/wiki/Category:Kusunda_language,"(4 c, 1 e)"
‎,Kutenai language,https://en.wiktionary.org/wiki/Category:Kutenai_language,"(3 c, 1 e)"
‎,Kutto language,https://en.wiktionary.org/wiki/Category:Kutto_language,"(1 c, 0 e)"
‎,Kuturmi language,https://en.wiktionary.org/wiki/Category:Kuturmi_language,(0 e)
‎,Kuuk Thaayorre language,https://en.wiktionary.org/wiki/Category:Kuuk_Thaayorre_language,"(2 c, 0 e)"
‎,Kuuku-Ya'u language,https://en.wiktionary.org/wiki/Category:Kuuku-Ya%27u_language,(0 e)
‎,Kuvi language,https://en.wiktionary.org/wiki/Category:Kuvi_language,"(3 c, 0 e)"
‎,Kuwaa language,https://en.wiktionary.org/wiki/Category:Kuwaa_language,"(2 c, 0 e)"
‎,Kuy language,https://en.wiktionary.org/wiki/Category:Kuy_language,"(2 c, 0 e)"
‎,Kven language,https://en.wiktionary.org/wiki/Category:Kven_language,"(9 c, 0 e)"
‎,Kw'adza language,https://en.wiktionary.org/wiki/Category:Kw%27adza_language,"(2 c, 0 e)"
‎,Kwaami language,https://en.wiktionary.org/wiki/Category:Kwaami_language,"(1 c, 0 e)"
‎,Kwadi language,https://en.wiktionary.org/wiki/Category:Kwadi_language,"(1 c, 0 e)"
‎,Kwaio language,https://en.wiktionary.org/wiki/Category:Kwaio_language,"(1 c, 0 e)"
‎,Kwak'wala language,https://en.wiktionary.org/wiki/Category:Kwak%27wala_language,"(5 c, 0 e)"
‎,Kwalhioqua-Tlatskanai language,https://en.wiktionary.org/wiki/Category:Kwalhioqua-Tlatskanai_language,"(1 c, 0 e)"
‎,Kwama language,https://en.wiktionary.org/wiki/Category:Kwama_language,(0 e)
‎,Kwamera language,https://en.wiktionary.org/wiki/Category:Kwamera_language,"(1 c, 0 e)"
‎,Kwang language,https://en.wiktionary.org/wiki/Category:Kwang_language,"(2 c, 0 e)"
‎,Kwangali language,https://en.wiktionary.org/wiki/Category:Kwangali_language,"(2 c, 0 e)"
‎,Kwanja language,https://en.wiktionary.org/wiki/Category:Kwanja_language,"(1 c, 0 e)"
‎,Kwanka language,https://en.wiktionary.org/wiki/Category:Kwanka_language,"(1 c, 0 e)"
‎,Kwanyama language,https://en.wiktionary.org/wiki/Category:Kwanyama_language,"(7 c, 0 e)"
‎,Kwara'ae language,https://en.wiktionary.org/wiki/Category:Kwara%27ae_language,"(1 c, 0 e)"
‎,Kwaya language,https://en.wiktionary.org/wiki/Category:Kwaya_language,"(2 c, 0 e)"
‎,Kwaza language,https://en.wiktionary.org/wiki/Category:Kwaza_language,"(1 c, 1 e)"
‎,Kwegu language,https://en.wiktionary.org/wiki/Category:Kwegu_language,(0 e)
‎,Kwerba language,https://en.wiktionary.org/wiki/Category:Kwerba_language,"(1 c, 0 e)"
‎,Kwini language,https://en.wiktionary.org/wiki/Category:Kwini_language,"(1 c, 0 e)"
‎,Kwoma language,https://en.wiktionary.org/wiki/Category:Kwoma_language,"(2 c, 0 e)"
‎,Kyakala language,https://en.wiktionary.org/wiki/Category:Kyakala_language,"(4 c, 0 e)"
‎,Kyenga language,https://en.wiktionary.org/wiki/Category:Kyenga_language,"(1 c, 0 e)"
‎,Kyrgyz language,https://en.wiktionary.org/wiki/Category:Kyrgyz_language,"(16 c, 1 e)"
‎,Kâte language,https://en.wiktionary.org/wiki/Category:K%C3%A2te_language,"(4 c, 0 e)"
‎,Kómnzo language,https://en.wiktionary.org/wiki/Category:K%C3%B3mnzo_language,"(1 c, 0 e)"
‎,Laal language,https://en.wiktionary.org/wiki/Category:Laal_language,"(1 c, 1 e)"
‎,Label language,https://en.wiktionary.org/wiki/Category:Label_language,"(4 c, 0 e)"
‎,Laboya language,https://en.wiktionary.org/wiki/Category:Laboya_language,"(10 c, 0 e)"
‎,Labu language,https://en.wiktionary.org/wiki/Category:Labu_language,"(1 c, 0 e)"
‎,Labuk-Kinabatangan Kadazan language,https://en.wiktionary.org/wiki/Category:Labuk-Kinabatangan_Kadazan_language,"(2 c, 0 e)"
‎,Lacandon language,https://en.wiktionary.org/wiki/Category:Lacandon_language,"(7 c, 0 e)"
‎,Lachixío Zapotec language,https://en.wiktionary.org/wiki/Category:Lachix%C3%ADo_Zapotec_language,"(1 c, 0 e)"
‎,Ladakhi language,https://en.wiktionary.org/wiki/Category:Ladakhi_language,"(9 c, 0 e)"
‎,Ladin language,https://en.wiktionary.org/wiki/Category:Ladin_language,"(14 c, 0 e)"
‎,Ladino language,https://en.wiktionary.org/wiki/Category:Ladino_language,"(15 c, 0 e)"
‎,Lafofa language,https://en.wiktionary.org/wiki/Category:Lafofa_language,"(1 c, 1 e)"
‎,Lagwan language,https://en.wiktionary.org/wiki/Category:Lagwan_language,"(3 c, 0 e)"
‎,Laha (Vietnam) language,https://en.wiktionary.org/wiki/Category:Laha_(Vietnam)_language,"(2 c, 0 e)"
‎,Lahanan language,https://en.wiktionary.org/wiki/Category:Lahanan_language,"(1 c, 0 e)"
‎,Lahu language,https://en.wiktionary.org/wiki/Category:Lahu_language,"(5 c, 0 e)"
‎,Lahul Lohar language,https://en.wiktionary.org/wiki/Category:Lahul_Lohar_language,"(1 c, 0 e)"
‎,Lai language,https://en.wiktionary.org/wiki/Category:Lai_language,"(3 c, 0 e)"
‎,Lak language,https://en.wiktionary.org/wiki/Category:Lak_language,"(11 c, 2 e)"
‎,Laka language,https://en.wiktionary.org/wiki/Category:Laka_language,"(1 c, 0 e)"
‎,Lakalei language,https://en.wiktionary.org/wiki/Category:Lakalei_language,"(1 c, 0 e)"
‎,Lake Miwok language,https://en.wiktionary.org/wiki/Category:Lake_Miwok_language,"(4 c, 0 e)"
‎,Laki language,https://en.wiktionary.org/wiki/Category:Laki_language,"(7 c, 0 e)"
‎,Lakkia language,https://en.wiktionary.org/wiki/Category:Lakkia_language,"(3 c, 1 e)"
‎,Lakota language,https://en.wiktionary.org/wiki/Category:Lakota_language,"(14 c, 0 e)"
‎,Lala (New Guinea) language,https://en.wiktionary.org/wiki/Category:Lala_(New_Guinea)_language,"(1 c, 0 e)"
‎,Lala (South Africa) language,https://en.wiktionary.org/wiki/Category:Lala_(South_Africa)_language,"(5 c, 0 e)"
‎,Lala-Roba language,https://en.wiktionary.org/wiki/Category:Lala-Roba_language,"(1 c, 0 e)"
‎,Lama Bai language,https://en.wiktionary.org/wiki/Category:Lama_Bai_language,"(5 c, 0 e)"
‎,Lamaholot language,https://en.wiktionary.org/wiki/Category:Lamaholot_language,"(5 c, 0 e)"
‎,Lamang language,https://en.wiktionary.org/wiki/Category:Lamang_language,"(4 c, 0 e)"
‎,Lamba language,https://en.wiktionary.org/wiki/Category:Lamba_language,"(2 c, 0 e)"
‎,Lambadi language,https://en.wiktionary.org/wiki/Category:Lambadi_language,"(4 c, 0 e)"
‎,Lamet language,https://en.wiktionary.org/wiki/Category:Lamet_language,"(1 c, 0 e)"
‎,Lamja-Dengsa-Tola language,https://en.wiktionary.org/wiki/Category:Lamja-Dengsa-Tola_language,(0 e)
‎,Lamma language,https://en.wiktionary.org/wiki/Category:Lamma_language,"(1 c, 0 e)"
‎,Lampung Api language,https://en.wiktionary.org/wiki/Category:Lampung_Api_language,"(6 c, 1 e)"
‎,Langnian Buyang language,https://en.wiktionary.org/wiki/Category:Langnian_Buyang_language,"(2 c, 0 e)"
‎,Lango (Uganda) language,https://en.wiktionary.org/wiki/Category:Lango_(Uganda)_language,"(2 c, 0 e)"
‎,Languages by script,https://en.wiktionary.org/wiki/Category:Languages_by_script,"(164 c, 0 e)"
‎,Lanoh language,https://en.wiktionary.org/wiki/Category:Lanoh_language,(0 e)
‎,Lao language,https://en.wiktionary.org/wiki/Category:Lao_language,"(19 c, 2 e)"
‎,Laos Sign Language,https://en.wiktionary.org/wiki/Category:Laos_Sign_Language,(0 e)
‎,Lapaguía-Guivini Zapotec language,https://en.wiktionary.org/wiki/Category:Lapagu%C3%ADa-Guivini_Zapotec_language,"(1 c, 0 e)"
‎,Lapine language,https://en.wiktionary.org/wiki/Category:Lapine_language,"(5 c, 2 e)"
‎,Lapuyan Subanun language,https://en.wiktionary.org/wiki/Category:Lapuyan_Subanun_language,(0 e)
‎,Larantuka Malay language,https://en.wiktionary.org/wiki/Category:Larantuka_Malay_language,(0 e)
‎,Lardil language,https://en.wiktionary.org/wiki/Category:Lardil_language,"(2 c, 0 e)"
‎,Lari language,https://en.wiktionary.org/wiki/Category:Lari_language,"(4 c, 0 e)"
‎,Larike-Wakasihu language,https://en.wiktionary.org/wiki/Category:Larike-Wakasihu_language,"(1 c, 0 e)"
‎,Laru language,https://en.wiktionary.org/wiki/Category:Laru_language,"(1 c, 0 e)"
‎,Lasgerdi language,https://en.wiktionary.org/wiki/Category:Lasgerdi_language,"(1 c, 0 e)"
‎,Lashi language,https://en.wiktionary.org/wiki/Category:Lashi_language,"(8 c, 0 e)"
‎,Lasi language,https://en.wiktionary.org/wiki/Category:Lasi_language,(0 e)
‎,Latgalian language,https://en.wiktionary.org/wiki/Category:Latgalian_language,"(12 c, 0 e)"
‎,Latin language,https://en.wiktionary.org/wiki/Category:Latin_language,"(40 c, 2 e)"
‎,Latundê language,https://en.wiktionary.org/wiki/Category:Latund%C3%AA_language,"(1 c, 0 e)"
‎,Latvian language,https://en.wiktionary.org/wiki/Category:Latvian_language,"(19 c, 1 e)"
‎,Latvian Sign Language,https://en.wiktionary.org/wiki/Category:Latvian_Sign_Language,(0 e)
‎,Lau language,https://en.wiktionary.org/wiki/Category:Lau_language,"(4 c, 0 e)"
‎,Laua language,https://en.wiktionary.org/wiki/Category:Laua_language,(0 e)
‎,Lauje language,https://en.wiktionary.org/wiki/Category:Lauje_language,"(2 c, 0 e)"
‎,Laurentian language,https://en.wiktionary.org/wiki/Category:Laurentian_language,"(2 c, 0 e)"
‎,Lavatbura-Lamusong language,https://en.wiktionary.org/wiki/Category:Lavatbura-Lamusong_language,"(1 c, 0 e)"
‎,Laven language,https://en.wiktionary.org/wiki/Category:Laven_language,"(1 c, 0 e)"
‎,Lavukaleve language,https://en.wiktionary.org/wiki/Category:Lavukaleve_language,"(2 c, 0 e)"
‎,Lawangan language,https://en.wiktionary.org/wiki/Category:Lawangan_language,"(4 c, 0 e)"
‎,Lawi language,https://en.wiktionary.org/wiki/Category:Lawi_language,"(1 c, 0 e)"
‎,Laz language,https://en.wiktionary.org/wiki/Category:Laz_language,"(14 c, 1 e)"
‎,Leco language,https://en.wiktionary.org/wiki/Category:Leco_language,(1 e)
‎,Ledo Kaili language,https://en.wiktionary.org/wiki/Category:Ledo_Kaili_language,"(6 c, 0 e)"
‎,Lefa language,https://en.wiktionary.org/wiki/Category:Lefa_language,(0 e)
‎,Leipon language,https://en.wiktionary.org/wiki/Category:Leipon_language,"(1 c, 0 e)"
‎,Lelak language,https://en.wiktionary.org/wiki/Category:Lelak_language,(0 e)
‎,Lele (Chad) language,https://en.wiktionary.org/wiki/Category:Lele_(Chad)_language,"(2 c, 0 e)"
‎,Lele (Congo) language,https://en.wiktionary.org/wiki/Category:Lele_(Congo)_language,(0 e)
‎,Lele (Guinea) language,https://en.wiktionary.org/wiki/Category:Lele_(Guinea)_language,"(3 c, 0 e)"
‎,Lemio language,https://en.wiktionary.org/wiki/Category:Lemio_language,"(1 c, 0 e)"
‎,Lemnian language,https://en.wiktionary.org/wiki/Category:Lemnian_language,"(3 c, 0 e)"
‎,Lenakel language,https://en.wiktionary.org/wiki/Category:Lenakel_language,"(2 c, 0 e)"
‎,Lendu language,https://en.wiktionary.org/wiki/Category:Lendu_language,"(2 c, 0 e)"
‎,Lengilu language,https://en.wiktionary.org/wiki/Category:Lengilu_language,(0 e)
‎,Lengo language,https://en.wiktionary.org/wiki/Category:Lengo_language,"(1 c, 0 e)"
‎,Leonese language,https://en.wiktionary.org/wiki/Category:Leonese_language,"(11 c, 0 e)"
‎,Lepcha language,https://en.wiktionary.org/wiki/Category:Lepcha_language,"(9 c, 0 e)"
‎,Lepontic language,https://en.wiktionary.org/wiki/Category:Lepontic_language,"(6 c, 1 e)"
‎,Lese language,https://en.wiktionary.org/wiki/Category:Lese_language,"(2 c, 0 e)"
‎,Lesing-Gelimi language,https://en.wiktionary.org/wiki/Category:Lesing-Gelimi_language,(0 e)
‎,Leti (Cameroon) language,https://en.wiktionary.org/wiki/Category:Leti_(Cameroon)_language,(0 e)
‎,Leti (Indonesia) language,https://en.wiktionary.org/wiki/Category:Leti_(Indonesia)_language,"(6 c, 0 e)"
‎,Lezgi language,https://en.wiktionary.org/wiki/Category:Lezgi_language,"(13 c, 2 e)"
‎,Lhao Vo language,https://en.wiktionary.org/wiki/Category:Lhao_Vo_language,"(3 c, 0 e)"
‎,Lhokpu language,https://en.wiktionary.org/wiki/Category:Lhokpu_language,(1 e)
‎,Li'o language,https://en.wiktionary.org/wiki/Category:Li%27o_language,"(4 c, 0 e)"
‎,Liangmai Naga language,https://en.wiktionary.org/wiki/Category:Liangmai_Naga_language,"(1 c, 0 e)"
‎,Libido language,https://en.wiktionary.org/wiki/Category:Libido_language,"(1 c, 0 e)"
‎,Libon Bikol language,https://en.wiktionary.org/wiki/Category:Libon_Bikol_language,"(3 c, 0 e)"
‎,Liburnian language,https://en.wiktionary.org/wiki/Category:Liburnian_language,"(1 c, 0 e)"
‎,Libyan Arabic language,https://en.wiktionary.org/wiki/Category:Libyan_Arabic_language,"(12 c, 0 e)"
‎,Libyan Sign Language,https://en.wiktionary.org/wiki/Category:Libyan_Sign_Language,(0 e)
‎,Ligbi language,https://en.wiktionary.org/wiki/Category:Ligbi_language,"(1 c, 0 e)"
‎,Ligurian language,https://en.wiktionary.org/wiki/Category:Ligurian_language,"(18 c, 0 e)"
‎,Likuba language,https://en.wiktionary.org/wiki/Category:Likuba_language,(0 e)
‎,Likum language,https://en.wiktionary.org/wiki/Category:Likum_language,"(1 c, 0 e)"
‎,Lillooet language,https://en.wiktionary.org/wiki/Category:Lillooet_language,"(5 c, 0 e)"
‎,Limbu language,https://en.wiktionary.org/wiki/Category:Limbu_language,"(8 c, 0 e)"
‎,Limburgish language,https://en.wiktionary.org/wiki/Category:Limburgish_language,"(18 c, 1 e)"
‎,Limilngan language,https://en.wiktionary.org/wiki/Category:Limilngan_language,"(1 c, 1 e)"
‎,Limos Kalinga language,https://en.wiktionary.org/wiki/Category:Limos_Kalinga_language,"(7 c, 0 e)"
‎,Lindu language,https://en.wiktionary.org/wiki/Category:Lindu_language,"(6 c, 0 e)"
‎,Lingala language,https://en.wiktionary.org/wiki/Category:Lingala_language,"(14 c, 1 e)"
‎,Lingao language,https://en.wiktionary.org/wiki/Category:Lingao_language,"(10 c, 1 e)"
‎,Lingua Franca Nova language,https://en.wiktionary.org/wiki/Category:Lingua_Franca_Nova_language,"(10 c, 1 e)"
‎,Linngithigh language,https://en.wiktionary.org/wiki/Category:Linngithigh_language,"(1 c, 0 e)"
‎,Lipan language,https://en.wiktionary.org/wiki/Category:Lipan_language,"(3 c, 0 e)"
‎,Lipo language,https://en.wiktionary.org/wiki/Category:Lipo_language,"(2 c, 0 e)"
‎,Lishana Deni language,https://en.wiktionary.org/wiki/Category:Lishana_Deni_language,"(5 c, 0 e)"
‎,Lishanid Noshan language,https://en.wiktionary.org/wiki/Category:Lishanid_Noshan_language,"(4 c, 0 e)"
‎,Lishán Didán language,https://en.wiktionary.org/wiki/Category:Lish%C3%A1n_Did%C3%A1n_language,"(5 c, 0 e)"
‎,Lisu language,https://en.wiktionary.org/wiki/Category:Lisu_language,"(4 c, 0 e)"
‎,Literary Chinese language,https://en.wiktionary.org/wiki/Category:Literary_Chinese_language,"(4 c, 0 e)"
‎,Lithuanian language,https://en.wiktionary.org/wiki/Category:Lithuanian_language,"(19 c, 1 e)"
‎,Lithuanian Sign Language,https://en.wiktionary.org/wiki/Category:Lithuanian_Sign_Language,(0 e)
‎,Livonian language,https://en.wiktionary.org/wiki/Category:Livonian_language,"(16 c, 1 e)"
‎,Livvi language,https://en.wiktionary.org/wiki/Category:Livvi_language,"(11 c, 1 e)"
‎,Lizu language,https://en.wiktionary.org/wiki/Category:Lizu_language,"(1 c, 0 e)"
‎,Lo-Toga language,https://en.wiktionary.org/wiki/Category:Lo-Toga_language,"(4 c, 0 e)"
‎,Logba language,https://en.wiktionary.org/wiki/Category:Logba_language,"(1 c, 0 e)"
‎,Logo language,https://en.wiktionary.org/wiki/Category:Logo_language,"(1 c, 0 e)"
‎,Logooli language,https://en.wiktionary.org/wiki/Category:Logooli_language,"(2 c, 0 e)"
‎,Lojban language,https://en.wiktionary.org/wiki/Category:Lojban_language,"(22 c, 2 e)"
‎,Loko language,https://en.wiktionary.org/wiki/Category:Loko_language,"(1 c, 1 e)"
‎,Loloda language,https://en.wiktionary.org/wiki/Category:Loloda_language,"(2 c, 0 e)"
‎,Lolopo language,https://en.wiktionary.org/wiki/Category:Lolopo_language,"(5 c, 0 e)"
‎,Lomavren language,https://en.wiktionary.org/wiki/Category:Lomavren_language,"(3 c, 0 e)"
‎,Lombard language,https://en.wiktionary.org/wiki/Category:Lombard_language,"(14 c, 0 e)"
‎,Lomwe language,https://en.wiktionary.org/wiki/Category:Lomwe_language,"(3 c, 0 e)"
‎,Long Wat language,https://en.wiktionary.org/wiki/Category:Long_Wat_language,"(1 c, 0 e)"
‎,Longgu language,https://en.wiktionary.org/wiki/Category:Longgu_language,"(1 c, 0 e)"
‎,Longuda language,https://en.wiktionary.org/wiki/Category:Longuda_language,"(2 c, 0 e)"
‎,Loniu language,https://en.wiktionary.org/wiki/Category:Loniu_language,"(1 c, 0 e)"
‎,Lonwolwol language,https://en.wiktionary.org/wiki/Category:Lonwolwol_language,"(1 c, 0 e)"
‎,Looma language,https://en.wiktionary.org/wiki/Category:Looma_language,"(1 c, 0 e)"
‎,Lopi language,https://en.wiktionary.org/wiki/Category:Lopi_language,(0 e)
‎,Lorrain language,https://en.wiktionary.org/wiki/Category:Lorrain_language,"(7 c, 0 e)"
‎,Lote language,https://en.wiktionary.org/wiki/Category:Lote_language,"(3 c, 0 e)"
‎,Lotud language,https://en.wiktionary.org/wiki/Category:Lotud_language,"(4 c, 0 e)"
‎,Lotuko language,https://en.wiktionary.org/wiki/Category:Lotuko_language,"(1 c, 0 e)"
‎,Lou language,https://en.wiktionary.org/wiki/Category:Lou_language,"(6 c, 0 e)"
‎,Louisiana Creole French language,https://en.wiktionary.org/wiki/Category:Louisiana_Creole_French_language,"(10 c, 1 e)"
‎,Loup A language,https://en.wiktionary.org/wiki/Category:Loup_A_language,"(2 c, 0 e)"
‎,Loup B language,https://en.wiktionary.org/wiki/Category:Loup_B_language,(0 e)
‎,Lovono language,https://en.wiktionary.org/wiki/Category:Lovono_language,"(3 c, 0 e)"
‎,Low German language,https://en.wiktionary.org/wiki/Category:Low_German_language,"(21 c, 3 e)"
‎,Lower Chehalis language,https://en.wiktionary.org/wiki/Category:Lower_Chehalis_language,"(4 c, 0 e)"
‎,Lower Grand Valley Dani language,https://en.wiktionary.org/wiki/Category:Lower_Grand_Valley_Dani_language,"(1 c, 0 e)"
‎,Lower Nossob language,https://en.wiktionary.org/wiki/Category:Lower_Nossob_language,"(1 c, 0 e)"
‎,Lower Sorbian language,https://en.wiktionary.org/wiki/Category:Lower_Sorbian_language,"(18 c, 1 e)"
‎,Lower Tanana language,https://en.wiktionary.org/wiki/Category:Lower_Tanana_language,"(6 c, 0 e)"
‎,Lowland Oaxaca Chontal language,https://en.wiktionary.org/wiki/Category:Lowland_Oaxaca_Chontal_language,(1 e)
‎,Loxicha Zapotec language,https://en.wiktionary.org/wiki/Category:Loxicha_Zapotec_language,"(2 c, 0 e)"
‎,Lozi language,https://en.wiktionary.org/wiki/Category:Lozi_language,"(5 c, 0 e)"
‎,Luang language,https://en.wiktionary.org/wiki/Category:Luang_language,"(1 c, 0 e)"
‎,Luba-Kasai language,https://en.wiktionary.org/wiki/Category:Luba-Kasai_language,"(3 c, 0 e)"
‎,Luba-Katanga language,https://en.wiktionary.org/wiki/Category:Luba-Katanga_language,"(2 c, 0 e)"
