,language,source_language,e
2225,klingon,Finnish‎,1
2225,klingon,French‎,2
2225,klingon,German‎,2
2225,klingon,Greek‎,1
2225,klingon,Hebrew‎,1
2225,klingon,Hindi‎,1
2225,klingon,Hungarian‎,1
2225,klingon,Japanese‎,1
2225,klingon,Latin‎,4
2225,klingon,Middle French‎,1
2225,klingon,Norwegian Nynorsk‎,1
2225,klingon,Portuguese‎,1
2225,klingon,Spanish‎,2
2232,kodava,Urdu‎,1
2249,kokota,English‎,1
2250,kolami,Hindi‎,2
2250,kolami,Sanskrit‎,1
2250,kolami,Urdu‎,2
2260,komi-permyak,English‎,1
2260,komi-permyak,Finnish‎,1
2260,komi-permyak,Indo-European languages‎,1
2260,komi-permyak,Russian‎,4
2261,komi-zyrian,English‎,1
2261,komi-zyrian,Finnic languages‎,3
2261,komi-zyrian,Finnish‎,1
2261,komi-zyrian,Khanty‎,1
2261,komi-zyrian,Russian‎,140
2261,komi-zyrian,Turkic languages‎,1
2261,komi-zyrian,Ugric languages‎,1
2261,komi-zyrian,Veps‎,0
2263,komodo,Malay‎,1
2269,kongo,French‎,3
2269,kongo,Portuguese‎,1
2270,konkani,English‎,1
2270,konkani,Japanese‎,1
2270,konkani,Kannada‎,14
2270,konkani,Persian‎,1
2270,konkani,Portuguese‎,33
2270,konkani,Sanskrit‎,15
2279,korean,Afrikaans‎,2
2279,korean,American English‎,1
2279,korean,Ancient Greek‎,23
2279,korean,Arabic‎,17
2279,korean,Armenian‎,1
2279,korean,Biblical Hebrew‎,2
2279,korean,Cantonese‎,4
2279,korean,Chichewa‎,1
2279,korean,Chinese‎,15
2279,korean,Classical Sanskrit‎,1
2279,korean,Czech‎,4
2279,korean,Danish‎,1
2279,korean,Dutch‎,6
2279,korean,Early Mandarin‎,0
2279,korean,English‎,1687
2279,korean,Esperanto‎,1
2279,korean,Finnish‎,1
2279,korean,French‎,81
2279,korean,German‎,56
2279,korean,Hebrew‎,20
2279,korean,Hungarian‎,1
2279,korean,Icelandic‎,1
2279,korean,Italian‎,49
2279,korean,Japanese‎,383
2279,korean,Jeju‎,2
2279,korean,Jurchen‎,4
2279,korean,Kazakh‎,1
2279,korean,Korean‎,0
2279,korean,Late Latin‎,1
2279,korean,Latin‎,26
2279,korean,Literary Chinese‎,0
2279,korean,Malay‎,3
2279,korean,Manchu‎,11
2279,korean,Mandarin‎,70
2279,korean,Middle Korean‎,3
2279,korean,Middle Mongolian‎,7
2279,korean,Mongolian‎,1
2279,korean,New Latin‎,1
2279,korean,Old Norse‎,6
2279,korean,Persian‎,2
2279,korean,Polish‎,3
2279,korean,Portuguese‎,6
2279,korean,Romanian‎,2
2279,korean,Russian‎,116
2279,korean,Sanskrit‎,5
2279,korean,Serbo-Croatian‎,1
2279,korean,Slovak‎,4
2279,korean,Slovene‎,1
2279,korean,Spanish‎,23
2279,korean,Swedish‎,2
2279,korean,Thai‎,5
2279,korean,Tibetan‎,1
2279,korean,Translingual‎,0
2279,korean,Turkic languages‎,1
2279,korean,Turkish‎,2
2279,korean,Ukrainian‎,2
2279,korean,Vietnamese‎,5
2293,kosraean,English‎,1
2315,krio,Mende‎,2
2315,krio,Portuguese‎,3
2315,krio,Yoruba‎,10
2316,kriol,English‎,1
2316,kriol,Malay‎,1
2316,kriol,Wardaman‎,1
2318,kristang,Malay‎,8
2346,kumak,English‎,4
2346,kumak,French‎,2
2353,kumyk,Arabic‎,30
2353,kumyk,Avar‎,1
2353,kumyk,Classical Persian‎,1
2353,kumyk,Dargwa‎,1
2353,kumyk,Persian‎,12
2353,kumyk,Russian‎,7
2358,kunigami,Middle Chinese‎,1
2370,kurtop,Tibetan‎,1
2372,kurukh,Classical Persian‎,1
2373,kusaal,English‎,1
2373,kusaal,French‎,3
2376,kusunda,Nepali‎,1
2385,kven,Norwegian‎,2
2385,kven,Norwegian Bokmål‎,1
2408,kyrgyz,Ancient Greek‎,1
2408,kyrgyz,Arabic‎,15
2408,kyrgyz,English‎,0
2408,kyrgyz,Mongolian‎,4
2408,kyrgyz,Mongolic languages‎,2
2408,kyrgyz,Persian‎,55
2408,kyrgyz,Russian‎,83
2408,kyrgyz,Tajik‎,1
2408,kyrgyz,Tatar‎,1
2408,kyrgyz,Uyghur‎,1
2413,laboya,Indonesian‎,3
2416,lacandon,Spanish‎,3
2418,ladakhi,Hindi‎,8
2419,ladin,Ancient Greek‎,1
2419,ladin,German‎,2
2419,ladin,Italian‎,1
2419,ladin,Late Latin‎,2
2419,ladin,Latin‎,20
2420,ladino,Andalusian Arabic‎,2
2420,ladino,Arabic‎,13
2420,ladino,French‎,4
2420,ladino,Greek‎,2
2420,ladino,Hebrew‎,39
2420,ladino,Italian‎,6
2420,ladino,Koine Greek‎,2
2420,ladino,Late Latin‎,1
2420,ladino,Latin‎,11
2420,ladino,Middle French‎,2
2420,ladino,Moroccan Arabic‎,1
2420,ladino,Old Spanish‎,2
2420,ladino,Ottoman Turkish‎,30
2420,ladino,Persian‎,4
2420,ladino,Portuguese‎,1
2420,ladino,Serbo-Croatian‎,2
2420,ladino,Spanish‎,6
2420,ladino,Turkish‎,53
2428,lak,English‎,1
2431,lake miwok,Spanish‎,1
2432,laki,Arabic‎,1
2433,lakkia,Middle Chinese‎,1
2446,lampung api,Malay‎,2
2451,lao,Bengali‎,1
2451,lao,Burmese‎,3
2451,lao,Chinese‎,3
2451,lao,English‎,17
2451,lao,French‎,42
2451,lao,Hokkien‎,1
2451,lao,Japanese‎,2
2451,lao,Khmer‎,7
2451,lao,Malay‎,1
2451,lao,Mandarin‎,2
2451,lao,Middle Chinese‎,8
2451,lao,Min Nan‎,2
2451,lao,Mon‎,1
2451,lao,Mon-Khmer languages‎,1
2451,lao,Old Chinese‎,5
2451,lao,Old Khmer‎,10
2451,lao,Pali‎,35
2451,lao,Sanskrit‎,28
2451,lao,Tamil‎,1
2451,lao,Teochew‎,2
2451,lao,Thai‎,43
2451,lao,Vietnamese‎,4
2462,lashi,Burmese‎,2
2462,lashi,English‎,4
2462,lashi,Jingpho‎,1
2464,latgalian,Belarusian‎,3
2464,latgalian,English‎,1
2464,latgalian,Livonian‎,2
2464,latgalian,Old East Slavic‎,2
2464,latgalian,Polish‎,1
2464,latgalian,Russian‎,1
2464,latgalian,Slavic languages‎,5
2464,latgalian,West Germanic languages‎,1
2465,latin,a pre-Roman substrate of Iberia‎,13
2465,latin,Ancient Greek‎,3342
2465,latin,Andalusian Arabic‎,1
2465,latin,Aquitanian‎,1
2465,latin,Arabic‎,31
2465,latin,Aramaic‎,3
2465,latin,Baltic languages‎,1
2465,latin,Berber languages‎,5
2465,latin,Biblical Hebrew‎,3
2465,latin,Brythonic languages‎,1
2465,latin,Burgundian‎,1
2465,latin,Byzantine Greek‎,15
2465,latin,Celtiberian‎,1
2465,latin,Celtic languages‎,14
2465,latin,Chinese‎,3
2465,latin,Classical Nahuatl‎,1
2465,latin,Classical Syriac‎,4
2465,latin,Dacian‎,5
2465,latin,Demotic‎,2
2465,latin,Doric Greek‎,9
2465,latin,English‎,5
2465,latin,Etruscan‎,47
2465,latin,Faliscan‎,1
2465,latin,Finnish‎,1
2465,latin,Frankish‎,102
2465,latin,French‎,11
2465,latin,Gallaecian‎,5
2465,latin,Gaulish‎,76
2465,latin,German‎,2
2465,latin,Germanic languages‎,17
2465,latin,Gothic‎,12
2465,latin,Greek‎,2
2465,latin,Hebrew‎,3
2465,latin,Hungarian‎,2
2465,latin,Iberian‎,3
2465,latin,Icelandic‎,1
2465,latin,Illyrian‎,11
2465,latin,Iranian languages‎,1
2465,latin,Italian‎,9
2465,latin,Italic languages‎,1
2465,latin,Japanese‎,2
2465,latin,Koine Greek‎,21
2465,latin,Korean‎,1
2465,latin,Lombardic‎,2
2465,latin,Lucanian‎,1
2465,latin,Malay‎,1
2465,latin,Messapic‎,1
2465,latin,Middle Dutch‎,1
2465,latin,Middle English‎,5
2465,latin,Middle French‎,1
2465,latin,Neapolitan‎,1
2465,latin,Old Danish‎,1
2465,latin,Old East Slavic‎,1
2465,latin,Old English‎,5
2465,latin,Old French‎,15
2465,latin,Old High German‎,8
2465,latin,Old Iranian‎,7
2465,latin,Old Irish‎,1
2465,latin,Old Median‎,4
2465,latin,Old Norse‎,10
2465,latin,Old Occitan‎,3
2465,latin,Old Persian‎,11
2465,latin,Old Polish‎,1
2465,latin,Old Saxon‎,1
2465,latin,Old Spanish‎,1
2465,latin,Oscan‎,18
2465,latin,Ottoman Turkish‎,4
2465,latin,Paelignian‎,0
2465,latin,Persian‎,2
2465,latin,Phoenician‎,3
2465,latin,Polish‎,2
2465,latin,Portuguese‎,1
2465,latin,Proto-Albanian‎,8
2465,latin,Proto-Brythonic‎,3
2465,latin,Proto-Celtic‎,14
2465,latin,Proto-Germanic‎,13
2465,latin,Proto-Iranian‎,1
2465,latin,Proto-Slavic‎,2
2465,latin,Proto-West Germanic‎,14
2465,latin,Punic‎,11
2465,latin,Romance languages‎,0
2465,latin,Russian‎,2
2465,latin,Sabine‎,8
2465,latin,Semitic languages‎,2
2465,latin,Serbo-Croatian‎,4
2465,latin,Spanish‎,6
2465,latin,substrate languages‎,13
2465,latin,Suevic‎,1
2465,latin,Thracian‎,6
2465,latin,Tigrinya‎,1
2465,latin,Transalpine Gaulish‎,2
2465,latin,Turduli‎,1
2465,latin,Umbrian‎,9
2465,latin,Vandalic‎,1
2465,latin,West Germanic languages‎,1
2467,latvian,Ancient Greek‎,19
2467,latvian,Arabic‎,6
2467,latvian,Azerbaijani‎,1
2467,latvian,Belarusian‎,1
2467,latvian,Bengali‎,4
2467,latvian,Czech‎,5
2467,latvian,Danish‎,3
2467,latvian,Dutch‎,3
2467,latvian,Ecclesiastical Latin‎,1
2467,latvian,English‎,39
2467,latvian,Estonian‎,7
2467,latvian,Finnish‎,2
2467,latvian,French‎,32
2467,latvian,German‎,72
2467,latvian,German Low German‎,1
2467,latvian,Gothic‎,3
2467,latvian,Hebrew‎,2
2467,latvian,Hungarian‎,1
2467,latvian,Icelandic‎,1
2467,latvian,Iranian languages‎,3
2467,latvian,Italian‎,8
2467,latvian,Kazakh‎,1
2467,latvian,Khmer‎,1
2467,latvian,Korean‎,1
2467,latvian,Kyrgyz‎,2
2467,latvian,Late Latin‎,2
2467,latvian,Latin‎,146
2467,latvian,Lithuanian‎,7
2467,latvian,Livonian‎,18
2467,latvian,Low German‎,2
2467,latvian,Malay‎,1
2467,latvian,Medieval Latin‎,3
2467,latvian,Middle Dutch‎,9
2467,latvian,Middle High German‎,15
2467,latvian,Middle Low German‎,48
2467,latvian,Mongolian‎,1
2467,latvian,Norwegian‎,2
2467,latvian,Oghur languages‎,1
2467,latvian,Old East Slavic‎,31
2467,latvian,Old Frisian‎,1
2467,latvian,Old High German‎,2
2467,latvian,Old Norse‎,4
2467,latvian,Old Prussian‎,1
2467,latvian,Old Tupi‎,1
2467,latvian,Pashto‎,1
2467,latvian,Persian‎,1
2467,latvian,Polish‎,12
2467,latvian,Proto-Finnic‎,2
2467,latvian,Proto-Slavic‎,2
2467,latvian,Romanian‎,2
2467,latvian,Russian‎,134
2467,latvian,Sanskrit‎,3
2467,latvian,Serbo-Croatian‎,4
2467,latvian,Slavic languages‎,7
2467,latvian,Slovak‎,1
2467,latvian,Slovene‎,1
2467,latvian,Spanish‎,6
2467,latvian,Swedish‎,4
2467,latvian,Tajik‎,2
2467,latvian,Tashelhit‎,1
2467,latvian,Thai‎,1
2467,latvian,Turkic languages‎,1
2467,latvian,Turkish‎,1
2467,latvian,Turkmen‎,2
2467,latvian,Ukrainian‎,1
2467,latvian,Uzbek‎,2
2478,laz,Ancient Greek‎,1
2478,laz,Armenian‎,8
2478,laz,Armenian languages‎,1
2478,laz,Georgian‎,11
2478,laz,Greek‎,12
2478,laz,Old Armenian‎,7
2478,laz,Old Georgian‎,3
2478,laz,Ottoman Turkish‎,10
2478,laz,Turkish‎,11
2480,ledo kaili,Indonesian‎,1
2480,ledo kaili,Sanskrit‎,1
2493,leonese,Ancient Greek‎,1
2493,leonese,Latin‎,3
2494,lepcha,Indo-Aryan languages‎,2
2495,lepontic,Latin‎,1
2500,lezgi,Arabic‎,2
2500,lezgi,Azerbaijani‎,1
2500,lezgi,Persian‎,4
2500,lezgi,Russian‎,3
2500,lezgi,Turkic languages‎,8
2506,libon bikol,Malay‎,1
2506,libon bikol,Spanish‎,5
2508,libyan arabic,Akan‎,1
2508,libyan arabic,Ewe‎,1
2508,libyan arabic,Italian‎,3
2508,libyan arabic,Ottoman Turkish‎,5
2508,libyan arabic,Persian‎,2
2511,ligurian,Arabic‎,1
2511,ligurian,Frankish‎,1
2511,ligurian,French‎,3
2511,ligurian,Germanic languages‎,1
2511,ligurian,Italian‎,24
2511,ligurian,Latin‎,12
2511,ligurian,Occitan‎,1
2511,ligurian,Old French‎,1
2511,ligurian,Turkish‎,1
2511,ligurian,Venetian‎,1
2514,lillooet,Shuswap‎,1
2516,limburgish,Dutch‎,9
2516,limburgish,English‎,4
2516,limburgish,French‎,29
2516,limburgish,German‎,5
2516,limburgish,Latin‎,1
2516,limburgish,Middle Low German‎,1
2518,limos kalinga,Spanish‎,9
2519,lindu,Dutch‎,1
2519,lindu,Malay‎,1
2519,lindu,Sanskrit‎,1
2520,lingala,Boloki‎,1
2520,lingala,Dutch‎,2
2520,lingala,English‎,6
2520,lingala,French‎,30
2520,lingala,Kongo‎,12
2520,lingala,Portuguese‎,6
2520,lingala,Swahili‎,42
2521,lingao,Chinese‎,4
2521,lingao,Hainanese‎,1
2522,lingua franca nova,English‎,0
2526,lishana deni,Arabic‎,2
2526,lishana deni,Northern Kurdish‎,2
2529,lisu,Chinese‎,1
2531,lithuanian,Ancient Greek‎,40
2531,lithuanian,Arabic‎,1
2531,lithuanian,Belarusian‎,10
2531,lithuanian,Dutch‎,2
2531,lithuanian,English‎,39
2531,lithuanian,French‎,32
2531,lithuanian,German‎,12
2531,lithuanian,Germanic languages‎,4
2531,lithuanian,Hungarian‎,2
2531,lithuanian,Italian‎,3
2531,lithuanian,Japanese‎,1
2531,lithuanian,Late Latin‎,1
2531,lithuanian,Latin‎,27
2531,lithuanian,Latvian‎,2
2531,lithuanian,Medieval Latin‎,1
2531,lithuanian,Middle High German‎,2
2531,lithuanian,New Latin‎,2
2531,lithuanian,Old Belarusian‎,1
2531,lithuanian,Old East Slavic‎,3
2531,lithuanian,Polish‎,19
2531,lithuanian,Russian‎,65
2531,lithuanian,Sanskrit‎,1
2531,lithuanian,Serbo-Croatian‎,1
2531,lithuanian,Slavic languages‎,12
2531,lithuanian,Spanish‎,2
2531,lithuanian,Telugu‎,1
2531,lithuanian,Thai‎,1
2531,lithuanian,Venetian‎,1
2533,livonian,Arabic‎,1
2533,livonian,Estonian‎,2
2533,livonian,German‎,4
2533,livonian,Italian‎,1
2533,livonian,Latin‎,1
2533,livonian,Latvian‎,10
2533,livonian,Middle High German‎,1
2533,livonian,Middle Low German‎,1
2533,livonian,Old East Slavic‎,1
2533,livonian,Persian‎,1
2533,livonian,Proto-Slavic‎,1
2533,livonian,Sanskrit‎,1
2533,livonian,Slavic languages‎,1
2534,livvi,East Slavic languages‎,3
2534,livvi,Finnish‎,0
2534,livvi,Old East Slavic‎,2
2534,livvi,Old Swedish‎,1
2534,livvi,Proto-Balto-Slavic‎,1
2534,livvi,Russian‎,25
2540,lojban,English‎,2
2540,lojban,Latin‎,1
2543,lolopo,Chinese‎,8
2543,lolopo,Tai languages‎,1
2545,lombard,English‎,1
2545,lombard,French‎,1
2545,lombard,Lombardic‎,1
2545,lombard,Medieval Latin‎,1
2545,lombard,Old French‎,4
2549,longuda,Hausa‎,1
2559,louisiana creole french,English‎,3
2563,low german,French‎,4
2563,low german,German‎,0
2563,low german,Latin‎,1
2563,low german,Middle High German‎,1
2563,low german,Old Norse‎,1
2567,lower sorbian,Ancient Greek‎,1
2567,lower sorbian,Czech‎,1
2567,lower sorbian,East Central German‎,3
2567,lower sorbian,English‎,2
2567,lower sorbian,French‎,5
2567,lower sorbian,German‎,64
2567,lower sorbian,German Low German‎,5
2567,lower sorbian,Italian‎,1
2567,lower sorbian,Late Latin‎,4
2567,lower sorbian,Latin‎,6
2567,lower sorbian,Medieval Latin‎,3
2567,lower sorbian,Middle High German‎,6
2567,lower sorbian,Middle Low German‎,8
2567,lower sorbian,Old French‎,1
2567,lower sorbian,Ottoman Turkish‎,1
2567,lower sorbian,Polish‎,1
2567,lower sorbian,Portuguese‎,1
2567,lower sorbian,Spanish‎,1
2567,lower sorbian,Upper Saxon‎,1
2567,lower sorbian,Upper Sorbian‎,15
2575,lubuagan kalinga,Malay‎,1
2575,lubuagan kalinga,Spanish‎,1
2575,lubuagan kalinga,Tagalog‎,1
2576,ludian,Old East Slavic‎,1
2576,ludian,Proto-Balto-Slavic‎,1
2576,ludian,Russian‎,2
2581,luhya,Swahili‎,1
2584,lule sami,Finnish‎,2
2584,lule sami,Norwegian‎,1
2584,lule sami,Old Norse‎,1
2584,lule sami,Swedish‎,3
2589,luo,English‎,1
2589,luo,Swahili‎,5
2591,lushootseed,English‎,2
2593,lusitanian,Latin‎,3
2596,luwian,Akkadian‎,1
2598,luxembourgish,Ancient Greek‎,1
2598,luxembourgish,English‎,5
2598,luxembourgish,French‎,236
2598,luxembourgish,German‎,75
2598,luxembourgish,Italian‎,1
2598,luxembourgish,Latin‎,4
2598,luxembourgish,New Latin‎,2
2600,lycian,Old Persian‎,1
2601,lydian,Carian‎,1
2602,láadan,English‎,1
2603,lü,Burmese‎,3
2603,lü,Chinese‎,1
2603,lü,English‎,1
2603,lü,Hebrew‎,1
2603,lü,Khmer‎,1
2603,lü,Mandarin‎,19
2603,lü,Middle Chinese‎,3
2603,lü,Mon-Khmer languages‎,1
2603,lü,Old Chinese‎,1
2603,lü,Pali‎,3
2603,lü,Sanskrit‎,6
2603,lü,Thai‎,10
2610,maaka,Kanuri‎,1
2617,macanese,Cantonese‎,2
2617,macanese,Malay‎,1
2617,macanese,Portuguese‎,2
2619,macedonian,Albanian‎,32
2619,macedonian,Ancient Greek‎,13
2619,macedonian,Arabic‎,6
2619,macedonian,Aromanian‎,1
2619,macedonian,Austrian German‎,2
2619,macedonian,Bulgarian‎,1
2619,macedonian,Czech‎,1
2619,macedonian,English‎,99
2619,macedonian,French‎,54
2619,macedonian,German‎,56
2619,macedonian,Greek‎,18
2619,macedonian,Hebrew‎,1
2619,macedonian,Hungarian‎,8
2619,macedonian,Italian‎,10
2619,macedonian,Japanese‎,6
2619,macedonian,Latin‎,27
2619,macedonian,Medieval Latin‎,1
2619,macedonian,Old Church Slavonic‎,6
2619,macedonian,Ottoman Turkish‎,292
2619,macedonian,Persian‎,8
2619,macedonian,Romanian‎,2
2619,macedonian,Russian‎,18
2619,macedonian,Sanskrit‎,1
2619,macedonian,Serbo-Croatian‎,16
2619,macedonian,Spanish‎,1
2619,macedonian,Turkish‎,9
2631,madurese,Arabic‎,5
2631,madurese,Persian‎,1
2633,mag-anchi ayta,Tagalog‎,3
2636,magahi,Arabic‎,13
2636,magahi,Classical Persian‎,2
2636,magahi,Classical Sanskrit‎,1
2636,magahi,English‎,6
2636,magahi,French‎,1
2636,magahi,Hindi‎,4
2636,magahi,Hindustani languages‎,1
2636,magahi,Persian‎,24
2636,magahi,Sanskrit‎,48
2637,magdalena peñasco mixtec,Spanish‎,16
2639,maguindanao,Malay‎,3
2644,maia,English‎,2
2644,maia,Tok Pisin‎,1
2648,maithili,Arabic‎,1
2648,maithili,Classical Persian‎,1
2648,maithili,Persian‎,1
2648,maithili,Sanskrit‎,1
2656,makasar,Buginese‎,2
2656,makasar,Indonesian‎,1
2656,makasar,Malay‎,13
2668,malagasy,Arabic‎,9
2668,malagasy,Bantu languages‎,1
2668,malagasy,Dutch‎,1
2668,malagasy,English‎,43
2668,malagasy,French‎,95
2668,malagasy,Greek‎,1
2668,malagasy,Javanese‎,1
2668,malagasy,Latin‎,1
2668,malagasy,Malay‎,14
2668,malagasy,Swahili‎,18
2675,malay,Amoy‎,1
2675,malay,Ancient Greek‎,6
2675,malay,Arabic‎,256
2675,malay,Betawi‎,1
2675,malay,Cantonese‎,5
2675,malay,Chinese‎,1
2675,malay,Coastal Kadazan‎,1
2675,malay,Czech‎,1
2675,malay,Dravidian languages‎,1
2675,malay,Dutch‎,50
2675,malay,English‎,340
2675,malay,French‎,1
2675,malay,Hakka‎,1
2675,malay,Hindi‎,9
2675,malay,Hokkien‎,9
2675,malay,Indonesian‎,9
2675,malay,Italian‎,1
2675,malay,Japanese‎,5
2675,malay,Javanese‎,51
2675,malay,Latin‎,6
2675,malay,Malayalam‎,3
2675,malay,Min Nan‎,18
2675,malay,Minangkabau‎,4
2675,malay,New Latin‎,4
2675,malay,Old Javanese‎,6
2675,malay,Old Malay‎,3
2675,malay,Pali‎,2
2675,malay,Persian‎,21
2675,malay,Portuguese‎,36
2675,malay,Sanskrit‎,108
2675,malay,Spanish‎,2
2675,malay,Tagalog‎,1
2675,malay,Tamil‎,33
2675,malay,Telugu‎,1
2675,malay,Teochew‎,1
2675,malay,Thai‎,2
2676,malayalam,Arabic‎,5
2676,malayalam,Aramaic‎,1
2676,malayalam,Classical Persian‎,2
2676,malayalam,Dutch‎,1
2676,malayalam,English‎,99
2676,malayalam,Hebrew‎,3
2676,malayalam,Hindi‎,5
2676,malayalam,Kannada‎,1
2676,malayalam,Korean‎,1
2676,malayalam,Marathi‎,2
2676,malayalam,Old Marathi‎,1
2676,malayalam,Persian‎,3
2676,malayalam,Portuguese‎,14
2676,malayalam,Prakrit‎,1
2676,malayalam,Sanskrit‎,430
2676,malayalam,Tamil‎,4
2676,malayalam,Telugu‎,2
2680,malecite-passamaquoddy,English‎,1
2680,malecite-passamaquoddy,French‎,2
2680,malecite-passamaquoddy,Mi'kmaq‎,1
2684,maltese,Ancient Greek‎,1
2684,maltese,Arabic‎,2
2684,maltese,English‎,96
2684,maltese,Finnish‎,1
2684,maltese,French‎,7
2684,maltese,Gujarati‎,1
2684,maltese,Italian‎,975
2684,maltese,Latin‎,4
2684,maltese,Punic‎,1
2684,maltese,Romance languages‎,0
2684,maltese,Serbo-Croatian‎,1
2684,maltese,Sicilian‎,438
2686,malvi,Arabic‎,1
2686,malvi,Classical Persian‎,12
2686,malvi,Sanskrit‎,4
2697,manado malay,Ternate‎,1
2702,manchu,Chinese‎,86
2702,manchu,Classical Mongolian‎,21
2702,manchu,Japanese‎,0
2702,manchu,Khitan‎,1
2702,manchu,Mandarin‎,30
2702,manchu,Middle Chinese‎,1
2702,manchu,Middle Korean‎,1
2702,manchu,Middle Mongolian‎,5
2702,manchu,Mongolian‎,11
2702,manchu,Mongolic languages‎,7
2702,manchu,Old Korean‎,5
2702,manchu,Proto-Mongolic‎,4
2702,manchu,Russian‎,8
2702,manchu,Sanskrit‎,6
2702,manchu,Tibetan‎,2
2702,manchu,Uyghur‎,1
2702,manchu,Written Oirat‎,6
2711,mandar,Malay‎,2
2714,mandarin,Arabic‎,0
2714,mandarin,Cantonese‎,24
2714,mandarin,Chinese‎,1
2714,mandarin,English‎,1
2714,mandarin,Hakka‎,2
2714,mandarin,Hindi‎,0
2714,mandarin,Hokkien‎,1
2714,mandarin,Min Nan‎,29
2714,mandarin,Shanghainese‎,12
2714,mandarin,Wu‎,3
2717,mandinka,Arabic‎,1
2720,mang,Chinese‎,7
2720,mang,Kra languages‎,1
2720,mang,Sino-Tibetan languages‎,1
2720,mang,Tai languages‎,12
2720,mang,Vietnamese‎,1
2724,manggarai,Malay‎,1
2725,mangghuer,Chinese‎,1
2728,manipuri,Chinese‎,1
2728,manipuri,Classical Sanskrit‎,1
2728,manipuri,English‎,5
2728,manipuri,Sanskrit‎,3
2732,mansaka,Cebuano‎,1
2732,mansaka,Hokkien‎,1
2732,mansaka,Malay‎,5
2732,mansaka,Spanish‎,5
2735,manx,Ancient Greek‎,1
2735,manx,Anglo-Norman‎,1
2735,manx,English‎,83
2735,manx,Faroese‎,2
2735,manx,French‎,2
2735,manx,German‎,2
2735,manx,Irish‎,1
2735,manx,Latin‎,11
2735,manx,Medieval Latin‎,4
2735,manx,Middle English‎,9
2735,manx,Old English‎,2
2735,manx,Old French‎,3
2735,manx,Old Norse‎,5
2735,manx,Scots‎,1
2735,manx,Serbo-Croatian‎,1
2738,maore comorian,Arabic‎,3
2738,maore comorian,French‎,1
2738,maore comorian,Omani Arabic‎,1
2738,maore comorian,Swahili‎,1
2739,maori,English‎,100
2739,maori,Fijian‎,1
2745,mapudungun,Spanish‎,4
2746,mapun,Malay‎,1
2747,maquiritari,Galibi Carib‎,2
2747,maquiritari,Puinave‎,1
2747,maquiritari,Spanish‎,15
2749,maranao,Malay‎,9
2749,maranao,Sanskrit‎,3
2749,maranao,Spanish‎,31
2751,marathi,Arabic‎,37
2751,marathi,Classical Persian‎,68
2751,marathi,English‎,32
2751,marathi,French‎,2
2751,marathi,Gujarati‎,2
2751,marathi,Hindi‎,12
2751,marathi,Hindustani languages‎,4
2751,marathi,Japanese‎,4
2751,marathi,Kannada‎,7
2751,marathi,Old Kannada‎,1
2751,marathi,Persian‎,195
2751,marathi,Portuguese‎,15
2751,marathi,Punjabi‎,1
2751,marathi,Sanskrit‎,222
2751,marathi,Serbo-Croatian‎,1
2751,marathi,Tamil‎,2
2751,marathi,Telugu‎,1
2751,marathi,Tibetan‎,1
2751,marathi,Urdu‎,4
2752,maratino,Nahuatl‎,1
2771,marshallese,Aleut‎,1
2771,marshallese,Dutch‎,1
2771,marshallese,English‎,328
2771,marshallese,German‎,4
2771,marshallese,Italian‎,1
2771,marshallese,Japanese‎,37
2771,marshallese,Kosraean‎,1
2771,marshallese,Latin‎,2
2771,marshallese,Middle French‎,1
2771,marshallese,Nauruan‎,1
2771,marshallese,Pohnpeian‎,1
2771,marshallese,Portuguese‎,1
2771,marshallese,Samoan‎,1
2771,marshallese,Spanish‎,2
2776,martuthunira,English‎,2
2782,masbate sorsogon,Spanish‎,4
2783,masbatenyo,Bikol Central‎,1
2783,masbatenyo,English‎,1
2783,masbatenyo,Hokkien‎,1
2783,masbatenyo,Malay‎,3
2783,masbatenyo,Spanish‎,29
2783,masbatenyo,Tamil‎,1
2790,matal,French‎,1
2795,matigsalug manobo,Malay‎,1
2795,matigsalug manobo,Spanish‎,4
2806,mauritian creole,Hindi‎,2
2820,mayo,Nahuan languages‎,4
2820,mayo,Spanish‎,12
2824,mazanderani,Arabic‎,3
2824,mazanderani,Persian‎,1
2824,mazanderani,Russian‎,3
2836,mbugu,Iraqw‎,1
2845,mecayapan nahuatl,Highland Popoluca‎,15
2845,mecayapan nahuatl,Spanish‎,24
2849,megleno-romanian,Albanian‎,1
2849,megleno-romanian,Ancient Greek‎,1
2849,megleno-romanian,Bulgarian‎,3
2849,megleno-romanian,Greek‎,1
2849,megleno-romanian,Macedonian‎,1
2849,megleno-romanian,Slavic languages‎,2
2869,meroitic,Ancient Greek‎,2
2869,meroitic,Demotic‎,4
2869,meroitic,Egyptian‎,15
2869,meroitic,Late Egyptian‎,1
2870,meru,Swahili‎,1
2875,messapic,Ancient Greek‎,2
2882,mezquital otomi,Spanish‎,24
2883,meänkieli,English‎,0
2883,meänkieli,Swedish‎,2
2886,mi'kmaq,French‎,5
2891,michoacán nahuatl,Spanish‎,2
2892,middle armenian,Ancient Greek‎,6
2892,middle armenian,Arabic‎,41
2892,middle armenian,Azerbaijani‎,1
2892,middle armenian,Byzantine Greek‎,1
2892,middle armenian,Classical Persian‎,4
2892,middle armenian,Classical Syriac‎,3
2892,middle armenian,Georgian‎,2
2892,middle armenian,Iranian languages‎,9
2892,middle armenian,Laz‎,1
2892,middle armenian,Middle Georgian‎,3
