,Unnamed: 0,language,source_language,e
4172,2467,latvian,Old High German,2
4173,2467,latvian,Old Norse,4
4174,2467,latvian,Old Prussian,1
4175,2467,latvian,Old Tupi,1
4176,2467,latvian,Pashto,1
4177,2467,latvian,Persian,1
4178,2467,latvian,Polish,12
4179,2467,latvian,ProtoFinnic,2
4180,2467,latvian,ProtoSlavic,2
4181,2467,latvian,Romanian,2
4182,2467,latvian,Russian,134
4183,2467,latvian,Sanskrit,3
4184,2467,latvian,SerboCroatian,4
4185,2467,latvian,Slavic languages,7
4186,2467,latvian,Slovak,1
4187,2467,latvian,Slovene,1
4188,2467,latvian,Spanish,6
4189,2467,latvian,Swedish,4
4190,2467,latvian,Tajik,2
4191,2467,latvian,Tashelhit,1
4192,2467,latvian,Thai,1
4193,2467,latvian,Turkic languages,1
4194,2467,latvian,Turkish,1
4195,2467,latvian,Turkmen,2
4196,2467,latvian,Ukrainian,1
4197,2467,latvian,Uzbek,2
4198,2478,laz,Ancient Greek,1
4199,2478,laz,Armenian,8
4200,2478,laz,Armenian languages,1
4201,2478,laz,Georgian,11
4202,2478,laz,Greek,12
4203,2478,laz,Old Armenian,7
4204,2478,laz,Old Georgian,3
4205,2478,laz,Ottoman Turkish,10
4206,2478,laz,Turkish,11
4207,2480,ledo kaili,Indonesian,1
4208,2480,ledo kaili,Sanskrit,1
4209,2493,leonese,Ancient Greek,1
4210,2493,leonese,Latin,3
4211,2494,lepcha,IndoAryan languages,2
4212,2495,lepontic,Latin,1
4213,2500,lezgi,Arabic,2
4214,2500,lezgi,Azerbaijani,1
4215,2500,lezgi,Persian,4
4216,2500,lezgi,Russian,3
4217,2500,lezgi,Turkic languages,8
4218,2506,libon bikol,Malay,1
4219,2506,libon bikol,Spanish,5
4220,2508,libyan arabic,Akan,1
4221,2508,libyan arabic,Ewe,1
4222,2508,libyan arabic,Italian,3
4223,2508,libyan arabic,Ottoman Turkish,5
4224,2508,libyan arabic,Persian,2
4225,2511,ligurian,Arabic,1
4226,2511,ligurian,Frankish,1
4227,2511,ligurian,French,3
4228,2511,ligurian,Germanic languages,1
4229,2511,ligurian,Italian,24
4230,2511,ligurian,Latin,12
4231,2511,ligurian,Occitan,1
4232,2511,ligurian,Old French,1
4233,2511,ligurian,Turkish,1
4234,2511,ligurian,Venetian,1
4235,2514,lillooet,Shuswap,1
4236,2516,limburgish,Dutch,9
4237,2516,limburgish,English,4
4238,2516,limburgish,French,29
4239,2516,limburgish,German,5
4240,2516,limburgish,Latin,1
4241,2516,limburgish,Middle Low German,1
4242,2518,limos kalinga,Spanish,9
4243,2519,lindu,Dutch,1
4244,2519,lindu,Malay,1
4245,2519,lindu,Sanskrit,1
4246,2520,lingala,Boloki,1
4247,2520,lingala,Dutch,2
4248,2520,lingala,English,6
4249,2520,lingala,French,30
4250,2520,lingala,Kongo,12
4251,2520,lingala,Portuguese,6
4252,2520,lingala,Swahili,42
4253,2521,lingao,Chinese,4
4254,2521,lingao,Hainanese,1
4255,2522,lingua franca nova,English,0
4256,2526,lishana deni,Arabic,2
4257,2526,lishana deni,Northern Kurdish,2
4258,2529,lisu,Chinese,1
4259,2531,lithuanian,Ancient Greek,40
4260,2531,lithuanian,Arabic,1
4261,2531,lithuanian,Belarusian,10
4262,2531,lithuanian,Dutch,2
4263,2531,lithuanian,English,39
4264,2531,lithuanian,French,32
4265,2531,lithuanian,German,12
4266,2531,lithuanian,Germanic languages,4
4267,2531,lithuanian,Hungarian,2
4268,2531,lithuanian,Italian,3
4269,2531,lithuanian,Japanese,1
4270,2531,lithuanian,Late Latin,1
4271,2531,lithuanian,Latin,27
4272,2531,lithuanian,Latvian,2
4273,2531,lithuanian,Medieval Latin,1
4274,2531,lithuanian,Middle High German,2
4275,2531,lithuanian,New Latin,2
4276,2531,lithuanian,Old Belarusian,1
4277,2531,lithuanian,Old East Slavic,3
4278,2531,lithuanian,Polish,19
4279,2531,lithuanian,Russian,65
4280,2531,lithuanian,Sanskrit,1
4281,2531,lithuanian,SerboCroatian,1
4282,2531,lithuanian,Slavic languages,12
4283,2531,lithuanian,Spanish,2
4284,2531,lithuanian,Telugu,1
4285,2531,lithuanian,Thai,1
4286,2531,lithuanian,Venetian,1
4287,2533,livonian,Arabic,1
4288,2533,livonian,Estonian,2
4289,2533,livonian,German,4
4290,2533,livonian,Italian,1
4291,2533,livonian,Latin,1
4292,2533,livonian,Latvian,10
4293,2533,livonian,Middle High German,1
4294,2533,livonian,Middle Low German,1
4295,2533,livonian,Old East Slavic,1
4296,2533,livonian,Persian,1
4297,2533,livonian,ProtoSlavic,1
4298,2533,livonian,Sanskrit,1
4299,2533,livonian,Slavic languages,1
4300,2534,livvi,East Slavic languages,3
4301,2534,livvi,Finnish,0
4302,2534,livvi,Old East Slavic,2
4303,2534,livvi,Old Swedish,1
4304,2534,livvi,ProtoBaltoSlavic,1
4305,2534,livvi,Russian,25
4306,2540,lojban,English,2
4307,2540,lojban,Latin,1
4308,2543,lolopo,Chinese,8
4309,2543,lolopo,Tai languages,1
4310,2545,lombard,English,1
4311,2545,lombard,French,1
4312,2545,lombard,Lombardic,1
4313,2545,lombard,Medieval Latin,1
4314,2545,lombard,Old French,4
4315,2549,longuda,Hausa,1
4316,2559,louisiana creole french,English,3
4317,2563,low german,French,4
4318,2563,low german,German,0
4319,2563,low german,Latin,1
4320,2563,low german,Middle High German,1
4321,2563,low german,Old Norse,1
4322,2567,lower sorbian,Ancient Greek,1
4323,2567,lower sorbian,Czech,1
4324,2567,lower sorbian,East Central German,3
4325,2567,lower sorbian,English,2
4326,2567,lower sorbian,French,5
4327,2567,lower sorbian,German,64
4328,2567,lower sorbian,German Low German,5
4329,2567,lower sorbian,Italian,1
4330,2567,lower sorbian,Late Latin,4
4331,2567,lower sorbian,Latin,6
4332,2567,lower sorbian,Medieval Latin,3
4333,2567,lower sorbian,Middle High German,6
4334,2567,lower sorbian,Middle Low German,8
4335,2567,lower sorbian,Old French,1
4336,2567,lower sorbian,Ottoman Turkish,1
4337,2567,lower sorbian,Polish,1
4338,2567,lower sorbian,Portuguese,1
4339,2567,lower sorbian,Spanish,1
4340,2567,lower sorbian,Upper Saxon,1
4341,2567,lower sorbian,Upper Sorbian,15
4342,2575,lubuagan kalinga,Malay,1
4343,2575,lubuagan kalinga,Spanish,1
4344,2575,lubuagan kalinga,Tagalog,1
4345,2576,ludian,Old East Slavic,1
4346,2576,ludian,ProtoBaltoSlavic,1
4347,2576,ludian,Russian,2
4348,2581,luhya,Swahili,1
4349,2584,lule sami,Finnish,2
4350,2584,lule sami,Norwegian,1
4351,2584,lule sami,Old Norse,1
4352,2584,lule sami,Swedish,3
4353,2589,luo,English,1
4354,2589,luo,Swahili,5
4355,2591,lushootseed,English,2
4356,2593,lusitanian,Latin,3
4357,2596,luwian,Akkadian,1
4358,2598,luxembourgish,Ancient Greek,1
4359,2598,luxembourgish,English,5
4360,2598,luxembourgish,French,236
4361,2598,luxembourgish,German,75
4362,2598,luxembourgish,Italian,1
4363,2598,luxembourgish,Latin,4
4364,2598,luxembourgish,New Latin,2
4365,2600,lycian,Old Persian,1
4366,2601,lydian,Carian,1
4367,2602,láadan,English,1
4368,2603,lü,Burmese,3
4369,2603,lü,Chinese,1
4370,2603,lü,English,1
4371,2603,lü,Hebrew,1
4372,2603,lü,Khmer,1
4373,2603,lü,Mandarin,19
4374,2603,lü,Middle Chinese,3
4375,2603,lü,MonKhmer languages,1
4376,2603,lü,Old Chinese,1
4377,2603,lü,Pali,3
4378,2603,lü,Sanskrit,6
4379,2603,lü,Thai,10
4380,2610,maaka,Kanuri,1
4381,2617,macanese,Cantonese,2
4382,2617,macanese,Malay,1
4383,2617,macanese,Portuguese,2
4384,2619,macedonian,Albanian,32
4385,2619,macedonian,Ancient Greek,13
4386,2619,macedonian,Arabic,6
4387,2619,macedonian,Aromanian,1
4388,2619,macedonian,Austrian German,2
4389,2619,macedonian,Bulgarian,1
4390,2619,macedonian,Czech,1
4391,2619,macedonian,English,99
4392,2619,macedonian,French,54
4393,2619,macedonian,German,56
4394,2619,macedonian,Greek,18
4395,2619,macedonian,Hebrew,1
4396,2619,macedonian,Hungarian,8
4397,2619,macedonian,Italian,10
4398,2619,macedonian,Japanese,6
4399,2619,macedonian,Latin,27
4400,2619,macedonian,Medieval Latin,1
4401,2619,macedonian,Old Church Slavonic,6
4402,2619,macedonian,Ottoman Turkish,292
4403,2619,macedonian,Persian,8
4404,2619,macedonian,Romanian,2
4405,2619,macedonian,Russian,18
4406,2619,macedonian,Sanskrit,1
4407,2619,macedonian,SerboCroatian,16
4408,2619,macedonian,Spanish,1
4409,2619,macedonian,Turkish,9
4410,2631,madurese,Arabic,5
4411,2631,madurese,Persian,1
4412,2633,mag-anchi ayta,Tagalog,3
4413,2636,magahi,Arabic,13
4414,2636,magahi,Classical Persian,2
4415,2636,magahi,Classical Sanskrit,1
4416,2636,magahi,English,6
4417,2636,magahi,French,1
4418,2636,magahi,Hindi,4
4419,2636,magahi,Hindustani languages,1
4420,2636,magahi,Persian,24
4421,2636,magahi,Sanskrit,48
4422,2637,magdalena peñasco mixtec,Spanish,16
4423,2639,maguindanao,Malay,3
4424,2644,maia,English,2
4425,2644,maia,Tok Pisin,1
4426,2648,maithili,Arabic,1
4427,2648,maithili,Classical Persian,1
4428,2648,maithili,Persian,1
4429,2648,maithili,Sanskrit,1
4430,2656,makasar,Buginese,2
4431,2656,makasar,Indonesian,1
4432,2656,makasar,Malay,13
4433,2668,malagasy,Arabic,9
4434,2668,malagasy,Bantu languages,1
4435,2668,malagasy,Dutch,1
4436,2668,malagasy,English,43
4437,2668,malagasy,French,95
4438,2668,malagasy,Greek,1
4439,2668,malagasy,Javanese,1
4440,2668,malagasy,Latin,1
4441,2668,malagasy,Malay,14
4442,2668,malagasy,Swahili,18
4443,2675,malay,Amoy,1
4444,2675,malay,Ancient Greek,6
4445,2675,malay,Arabic,256
4446,2675,malay,Betawi,1
4447,2675,malay,Cantonese,5
4448,2675,malay,Chinese,1
4449,2675,malay,Coastal Kadazan,1
4450,2675,malay,Czech,1
4451,2675,malay,Dravidian languages,1
4452,2675,malay,Dutch,50
4453,2675,malay,English,340
4454,2675,malay,French,1
4455,2675,malay,Hakka,1
4456,2675,malay,Hindi,9
4457,2675,malay,Hokkien,9
4458,2675,malay,Indonesian,9
4459,2675,malay,Italian,1
4460,2675,malay,Japanese,5
4461,2675,malay,Javanese,51
4462,2675,malay,Latin,6
4463,2675,malay,Malayalam,3
4464,2675,malay,Min Nan,18
4465,2675,malay,Minangkabau,4
4466,2675,malay,New Latin,4
4467,2675,malay,Old Javanese,6
4468,2675,malay,Old Malay,3
4469,2675,malay,Pali,2
4470,2675,malay,Persian,21
4471,2675,malay,Portuguese,36
4472,2675,malay,Sanskrit,108
4473,2675,malay,Spanish,2
4474,2675,malay,Tagalog,1
4475,2675,malay,Tamil,33
4476,2675,malay,Telugu,1
4477,2675,malay,Teochew,1
4478,2675,malay,Thai,2
4479,2676,malayalam,Arabic,5
4480,2676,malayalam,Aramaic,1
4481,2676,malayalam,Classical Persian,2
4482,2676,malayalam,Dutch,1
4483,2676,malayalam,English,99
4484,2676,malayalam,Hebrew,3
4485,2676,malayalam,Hindi,5
4486,2676,malayalam,Kannada,1
4487,2676,malayalam,Korean,1
4488,2676,malayalam,Marathi,2
4489,2676,malayalam,Old Marathi,1
4490,2676,malayalam,Persian,3
4491,2676,malayalam,Portuguese,14
4492,2676,malayalam,Prakrit,1
4493,2676,malayalam,Sanskrit,430
4494,2676,malayalam,Tamil,4
4495,2676,malayalam,Telugu,2
4496,2680,malecite-passamaquoddy,English,1
4497,2680,malecite-passamaquoddy,French,2
4498,2680,malecite-passamaquoddy,Mikmaq,1
4499,2684,maltese,Ancient Greek,1
4500,2684,maltese,Arabic,2
4501,2684,maltese,English,96
4502,2684,maltese,Finnish,1
4503,2684,maltese,French,7
4504,2684,maltese,Gujarati,1
4505,2684,maltese,Italian,975
4506,2684,maltese,Latin,4
4507,2684,maltese,Punic,1
4508,2684,maltese,Romance languages,0
4509,2684,maltese,SerboCroatian,1
4510,2684,maltese,Sicilian,438
4511,2686,malvi,Arabic,1
4512,2686,malvi,Classical Persian,12
4513,2686,malvi,Sanskrit,4
4514,2697,manado malay,Ternate,1
4515,2702,manchu,Chinese,86
4516,2702,manchu,Classical Mongolian,21
4517,2702,manchu,Japanese,0
4518,2702,manchu,Khitan,1
4519,2702,manchu,Mandarin,30
4520,2702,manchu,Middle Chinese,1
4521,2702,manchu,Middle Korean,1
4522,2702,manchu,Middle Mongolian,5
4523,2702,manchu,Mongolian,11
4524,2702,manchu,Mongolic languages,7
4525,2702,manchu,Old Korean,5
4526,2702,manchu,ProtoMongolic,4
4527,2702,manchu,Russian,8
4528,2702,manchu,Sanskrit,6
4529,2702,manchu,Tibetan,2
4530,2702,manchu,Uyghur,1
4531,2702,manchu,Written Oirat,6
4532,2711,mandar,Malay,2
4533,2714,mandarin,Arabic,0
4534,2714,mandarin,Cantonese,24
4535,2714,mandarin,Chinese,1
4536,2714,mandarin,English,1
4537,2714,mandarin,Hakka,2
4538,2714,mandarin,Hindi,0
4539,2714,mandarin,Hokkien,1
4540,2714,mandarin,Min Nan,29
4541,2714,mandarin,Shanghainese,12
4542,2714,mandarin,Wu,3
4543,2717,mandinka,Arabic,1
4544,2720,mang,Chinese,7
4545,2720,mang,Kra languages,1
4546,2720,mang,SinoTibetan languages,1
4547,2720,mang,Tai languages,12
4548,2720,mang,Vietnamese,1
4549,2724,manggarai,Malay,1
4550,2725,mangghuer,Chinese,1
4551,2728,manipuri,Chinese,1
4552,2728,manipuri,Classical Sanskrit,1
4553,2728,manipuri,English,5
4554,2728,manipuri,Sanskrit,3
4555,2732,mansaka,Cebuano,1
4556,2732,mansaka,Hokkien,1
4557,2732,mansaka,Malay,5
4558,2732,mansaka,Spanish,5
4559,2735,manx,Ancient Greek,1
4560,2735,manx,AngloNorman,1
4561,2735,manx,English,83
4562,2735,manx,Faroese,2
4563,2735,manx,French,2
4564,2735,manx,German,2
4565,2735,manx,Irish,1
4566,2735,manx,Latin,11
4567,2735,manx,Medieval Latin,4
4568,2735,manx,Middle English,9
4569,2735,manx,Old English,2
4570,2735,manx,Old French,3
4571,2735,manx,Old Norse,5
4572,2735,manx,Scots,1
4573,2735,manx,SerboCroatian,1
4574,2738,maore comorian,Arabic,3
4575,2738,maore comorian,French,1
4576,2738,maore comorian,Omani Arabic,1
4577,2738,maore comorian,Swahili,1
4578,2739,maori,English,100
4579,2739,maori,Fijian,1
4580,2745,mapudungun,Spanish,4
4581,2746,mapun,Malay,1
4582,2747,maquiritari,Galibi Carib,2
4583,2747,maquiritari,Puinave,1
4584,2747,maquiritari,Spanish,15
4585,2749,maranao,Malay,9
4586,2749,maranao,Sanskrit,3
4587,2749,maranao,Spanish,31
4588,2751,marathi,Arabic,37
4589,2751,marathi,Classical Persian,68
4590,2751,marathi,English,32
4591,2751,marathi,French,2
4592,2751,marathi,Gujarati,2
4593,2751,marathi,Hindi,12
4594,2751,marathi,Hindustani languages,4
4595,2751,marathi,Japanese,4
4596,2751,marathi,Kannada,7
4597,2751,marathi,Old Kannada,1
4598,2751,marathi,Persian,195
4599,2751,marathi,Portuguese,15
4600,2751,marathi,Punjabi,1
4601,2751,marathi,Sanskrit,222
4602,2751,marathi,SerboCroatian,1
4603,2751,marathi,Tamil,2
4604,2751,marathi,Telugu,1
4605,2751,marathi,Tibetan,1
4606,2751,marathi,Urdu,4
4607,2752,maratino,Nahuatl,1
4608,2771,marshallese,Aleut,1
4609,2771,marshallese,Dutch,1
4610,2771,marshallese,English,328
4611,2771,marshallese,German,4
4612,2771,marshallese,Italian,1
4613,2771,marshallese,Japanese,37
4614,2771,marshallese,Kosraean,1
4615,2771,marshallese,Latin,2
4616,2771,marshallese,Middle French,1
4617,2771,marshallese,Nauruan,1
4618,2771,marshallese,Pohnpeian,1
4619,2771,marshallese,Portuguese,1
4620,2771,marshallese,Samoan,1
4621,2771,marshallese,Spanish,2
4622,2776,martuthunira,English,2
4623,2782,masbate sorsogon,Spanish,4
4624,2783,masbatenyo,Bikol Central,1
4625,2783,masbatenyo,English,1
4626,2783,masbatenyo,Hokkien,1
4627,2783,masbatenyo,Malay,3
4628,2783,masbatenyo,Spanish,29
4629,2783,masbatenyo,Tamil,1
4630,2790,matal,French,1
4631,2795,matigsalug manobo,Malay,1
4632,2795,matigsalug manobo,Spanish,4
4633,2806,mauritian creole,Hindi,2
4634,2820,mayo,Nahuan languages,4
4635,2820,mayo,Spanish,12
4636,2824,mazanderani,Arabic,3
4637,2824,mazanderani,Persian,1
4638,2824,mazanderani,Russian,3
4639,2836,mbugu,Iraqw,1
4640,2845,mecayapan nahuatl,Highland Popoluca,15
4641,2845,mecayapan nahuatl,Spanish,24
4642,2849,megleno-romanian,Albanian,1
4643,2849,megleno-romanian,Ancient Greek,1
4644,2849,megleno-romanian,Bulgarian,3
4645,2849,megleno-romanian,Greek,1
4646,2849,megleno-romanian,Macedonian,1
4647,2849,megleno-romanian,Slavic languages,2
4648,2869,meroitic,Ancient Greek,2
4649,2869,meroitic,Demotic,4
4650,2869,meroitic,Egyptian,15
4651,2869,meroitic,Late Egyptian,1
4652,2870,meru,Swahili,1
4653,2875,messapic,Ancient Greek,2
4654,2882,mezquital otomi,Spanish,24
4655,2883,meänkieli,English,0
4656,2883,meänkieli,Swedish,2
4657,2886,mi'kmaq,French,5
4658,2891,michoacán nahuatl,Spanish,2
4659,2892,middle armenian,Ancient Greek,6
4660,2892,middle armenian,Arabic,41
4661,2892,middle armenian,Azerbaijani,1
4662,2892,middle armenian,Byzantine Greek,1
4663,2892,middle armenian,Classical Persian,4
4664,2892,middle armenian,Classical Syriac,3
4665,2892,middle armenian,Georgian,2
4666,2892,middle armenian,Iranian languages,9
4667,2892,middle armenian,Laz,1
4668,2892,middle armenian,Middle Georgian,3
4669,2892,middle armenian,Northeast Caucasian languages,2
4670,2892,middle armenian,Old Anatolian Turkish,2
4671,2892,middle armenian,Old French,2
4672,2892,middle armenian,Old Ossetic,1
4673,2892,middle armenian,Ottoman Turkish,9
4674,2892,middle armenian,Persian,43
4675,2892,middle armenian,Romanian,1
4676,2892,middle armenian,Semitic languages,1
4677,2892,middle armenian,Tatar,1
4678,2892,middle armenian,Turkic languages,6
4679,2892,middle armenian,Zan languages,2
4680,2894,middle bengali,Classical Persian,12
4681,2894,middle bengali,Persian,1
4682,2894,middle bengali,Portuguese,3
4683,2894,middle bengali,Sanskrit,4
4684,2898,middle dutch,Ancient Greek,1
4685,2898,middle dutch,Late Latin,1
4686,2898,middle dutch,Latin,25
4687,2898,middle dutch,Medieval Latin,2
4688,2898,middle dutch,Middle High German,1
4689,2898,middle dutch,Middle Low German,1
4690,2898,middle dutch,Old French,40
4691,2898,middle dutch,Old Northern French,3
4692,2899,middle english,AngloNorman,425
4693,2899,middle english,Celtic languages,3
4694,2899,middle english,Ecclesiastical Latin,2
4695,2899,middle english,Late Latin,19
4696,2899,middle english,Latin,171
4697,2899,middle english,Medieval Latin,45
4698,2899,middle english,Middle Dutch,28
4699,2899,middle english,Middle French,154
4700,2899,middle english,Middle Irish,1
4701,2899,middle english,Middle Low German,15
4702,2899,middle english,Middle Welsh,1
4703,2899,middle english,Norman,1
4704,2899,middle english,North Germanic languages,2
4705,2899,middle english,Old Danish,2
4706,2899,middle english,Old French,1580
4707,2899,middle english,Old Norse,156
4708,2899,middle english,Old Northern French,30
4709,2899,middle english,Old Occitan,2
4710,2900,middle french,Ancient Greek,4
4711,2900,middle french,Arabic,1
4712,2900,middle french,Ecclesiastical Latin,3
4713,2900,middle french,English,1
4714,2900,middle french,Frankish,1
4715,2900,middle french,Italian,15
4716,2900,middle french,Late Latin,9
4717,2900,middle french,Latin,179
4718,2900,middle french,Medieval Latin,9
4719,2900,middle french,Middle English,6
4720,2900,middle french,Old Dutch,1
4721,2900,middle french,Old French,1
4722,2900,middle french,Old Occitan,9
4723,2900,middle french,Old Welsh,1
4724,2900,middle french,Ottoman Turkish,1
4725,2900,middle french,Polish,1
4726,2900,middle french,Spanish,3
4727,2900,middle french,Vulgar Latin,2
4728,2901,middle gujarati,Sanskrit,1
4729,2902,middle high german,Latin,5
4730,2902,middle high german,Middle Low German,2
4731,2902,middle high german,Old French,2
4732,2903,middle irish,Ancient Greek,0
4733,2903,middle irish,AngloNorman,2
4734,2903,middle irish,Biblical Hebrew,1
4735,2903,middle irish,Latin,24
4736,2903,middle irish,Medieval Latin,1
4737,2903,middle irish,Middle English,2
4738,2903,middle irish,Old English,4
4739,2903,middle irish,Old French,3
4740,2903,middle irish,Old Norse,6
4741,2903,middle irish,Romance languages,1
4742,2906,middle korean,Early Mandarin,4
4743,2906,middle korean,Jurchen,1
4744,2906,middle korean,Middle Mongolian,3
4745,2906,middle korean,Old Chinese,1
4746,2907,middle low german,Latin,2
4747,2907,middle low german,Middle Dutch,1
4748,2907,middle low german,Middle French,2
4749,2907,middle low german,Old Norse,1
4750,2908,middle median,Middle Persian,2
4751,2910,middle mongolian,Common Turkic,1
4752,2910,middle mongolian,Old Uyghur,1
4753,2910,middle mongolian,Persian,1
4754,2912,middle norwegian,Latin,0
4755,2912,middle norwegian,Middle Low German,6
4756,2914,middle persian,Ancient Greek,3
4757,2914,middle persian,Avestan,2
4758,2914,middle persian,Bactrian,2
4759,2914,middle persian,Elamite,1
4760,2914,middle persian,Gandhari,1
4761,2914,middle persian,Parthian,1
4762,2914,middle persian,Sanskrit,1
4763,2914,middle persian,Sogdian,1
4764,2914,middle persian,substrate languages,1
4765,2917,middle welsh,Old English,1
4766,2917,middle welsh,Old Irish,1
4767,2930,min nan,Cantonese,3
4768,2930,min nan,Dutch,2
4769,2930,min nan,English,6
4770,2930,min nan,German,1
4771,2930,min nan,Japanese,74
4772,2930,min nan,Kapampangan,1
4773,2930,min nan,Lingao,2
4774,2930,min nan,Maguindanao,1
4775,2930,min nan,Malay,24
4776,2930,min nan,Portuguese,1
4777,2930,min nan,Spanish,1
4778,2930,min nan,Tagalog,6
4779,2930,min nan,Taroko,1
4780,2930,min nan,Tausug,1
4781,2933,minaean,Aramaic,1
4782,2934,minangkabau,Dutch,2
4783,2934,minangkabau,Indonesian,1
4784,2934,minangkabau,Malay,2
4785,2940,mingrelian,Abkhaz,8
4786,2940,mingrelian,Adyghe,1
4787,2940,mingrelian,Ancient Greek,8
4788,2940,mingrelian,Armenian,1
4789,2940,mingrelian,Georgian,57
4790,2940,mingrelian,Kabardian,1
4791,2940,mingrelian,Old Armenian,6
4792,2940,mingrelian,Old Georgian,12
4793,2940,mingrelian,Ottoman Turkish,5
4794,2940,mingrelian,Persian,1
4795,2940,mingrelian,Russian,4
4796,2940,mingrelian,Svan,1
4797,2948,mirandese,Andalusian Arabic,1
4798,2948,mirandese,Arabic,1
4799,2948,mirandese,Ecclesiastical Latin,1
4800,2948,mirandese,Late Latin,2
4801,2948,mirandese,Latin,6
4802,2948,mirandese,Old Portuguese,1
4803,2949,miraya bikol,Spanish,4
4804,2963,mizo,Bengali,1
4805,2963,mizo,ProtoMonKhmer,1
4806,2967,mmen,English,1
4807,2969,moabite,Hebrew,1
4808,2978,mogholi,Persian,1
4809,2980,mohawk,English,4
4810,2980,mohawk,French,8
4811,2981,mohegan-pequot,English,9
4812,2988,moksha,IndoEuropean languages,1
4813,2988,moksha,Russian,10
4814,2988,moksha,Turkic languages,4
4815,2998,mon,Arabic,1
4816,2998,mon,Burmese,19
4817,2998,mon,English,5
4818,2998,mon,French,1
4819,2998,mon,Malay,1
4820,2998,mon,Old Mon,9
4821,2998,mon,Pali,48
4822,2998,mon,Sanskrit,19
4823,2998,mon,Thai,5
4824,3000,mongghul,Chinese,0
4825,3000,mongghul,Tibetan,4
4826,3002,mongolian,Arabic,3
4827,3002,mongolian,Buryat,1
4828,3002,mongolian,Chinese,45
4829,3002,mongolian,Classical Mongolian,7
4830,3002,mongolian,Classical Tibetan,1
4831,3002,mongolian,Common Turkic,1
4832,3002,mongolian,English,5
4833,3002,mongolian,French,2
4834,3002,mongolian,Georgian,1
4835,3002,mongolian,Japanese,3
4836,3002,mongolian,Korean,3
4837,3002,mongolian,Latin,0
4838,3002,mongolian,Manchu,2
4839,3002,mongolian,Mandarin,19
4840,3002,mongolian,New Latin,0
4841,3002,mongolian,Old Turkic,1
4842,3002,mongolian,Old Uyghur,1
4843,3002,mongolian,Pali,0
4844,3002,mongolian,Persian,6
4845,3002,mongolian,ProtoTurkic,4
4846,3002,mongolian,Russian,169
4847,3002,mongolian,Sanskrit,9
4848,3002,mongolian,Sogdian,3
4849,3002,mongolian,Teochew,1
4850,3002,mongolian,Tibetan,14
4851,3002,mongolian,Turkic languages,4
4852,3002,mongolian,Written Oirat,1
4853,3004,mongondow,Malay,1
4854,3011,moore,Arabic,6
4855,3011,moore,English,2
4856,3011,moore,French,96
4857,3011,moore,Hausa,1
4858,3013,mopan maya,Spanish,1
4859,3017,morelos nahuatl,Spanish,7
4860,3022,moroccan amazigh,Arabic,2
4861,3022,moroccan amazigh,French,1
4862,3023,moroccan arabic,Arabic,10
4863,3023,moroccan arabic,Berber languages,12
4864,3023,moroccan arabic,English,8
4865,3023,moroccan arabic,French,56
4866,3023,moroccan arabic,Italian,3
4867,3023,moroccan arabic,Late Latin,1
4868,3023,moroccan arabic,Latin,4
4869,3023,moroccan arabic,Mozarabic,1
4870,3023,moroccan arabic,Old Portuguese,1
4871,3023,moroccan arabic,Old Spanish,5
4872,3023,moroccan arabic,Ottoman Turkish,7
4873,3023,moroccan arabic,Persian,5
4874,3023,moroccan arabic,Portuguese,0
4875,3023,moroccan arabic,Spanish,25
4876,3036,mozarabic,Andalusian Arabic,3
4877,3036,mozarabic,Arabic,4
4878,3063,mundari,Hindi,1
4879,3074,muong,Chinese,10
4880,3074,muong,Middle Chinese,2
4881,3074,muong,Tai languages,1
4882,3074,muong,Vietnamese,15
4883,3081,murui huitoto,Spanish,4
4884,3088,musi,Javanese,1
4885,3099,mwani,Arabic,5
4886,3099,mwani,Portuguese,3
4887,3099,mwani,Swahili,1
4888,3101,mycenaean greek,PreGreek,2
4889,3101,mycenaean greek,Semitic languages,1
4890,3102,mòcheno,English,2
4891,3102,mòcheno,French,1
4892,3102,mòcheno,German,1
4893,3102,mòcheno,Italian,16
4894,3102,mòcheno,Middle High German,1
4895,3102,mòcheno,Norwegian,1
4896,3106,na'vi,Chinese,1
4897,3106,na'vi,English,20
4898,3106,na'vi,French,2
4899,3106,na'vi,German,4
4900,3106,na'vi,Hebrew,2
4901,3106,na'vi,Swedish,1
4902,3111,nafaanra,English,1
4903,3118,najdi arabic,Kipchak,1
4904,3123,nalca,Indonesian,4
4905,3133,nanai,Chinese,8
4906,3133,nanai,Manchu,7
4907,3133,nanai,Russian,1
4908,3153,nauruan,English,5
4909,3153,nauruan,German,3
4910,3153,nauruan,Gilbertese,2
4911,3154,navajo,English,55
4912,3154,navajo,Hopi,1
4913,3154,navajo,Sinhalese,1
4914,3154,navajo,Spanish,38
4915,3155,navarro-aragonese,Latin,1
4916,3155,navarro-aragonese,Old Spanish,1
4917,3158,naxi,Chinese,1
4918,3172,neapolitan,Arabic,2
4919,3172,neapolitan,English,1
4920,3172,neapolitan,French,5
4921,3172,neapolitan,Italian,1
4922,3172,neapolitan,Latin,4
4923,3172,neapolitan,Spanish,6
4924,3186,nengone,English,1
4925,3189,nepali,Arabic,4
4926,3189,nepali,Bengali,1
4927,3189,nepali,Classical Persian,5
4928,3189,nepali,English,35
4929,3189,nepali,French,0
4930,3189,nepali,Hindi,2
4931,3189,nepali,Persian,21
4932,3189,nepali,Portuguese,2
