,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
909,909,909,909,88,88,গাঁউ,গেরাম,gãu,ɡeram,Village,Geram,1,0.8,0.583333333333333,0.658333333333333,5.05,0.658333333333333,4,Bengali,Bengali,synonym,0,-13.618507,0.824884414672852,0.772530734539032,0.466933697462082,0.999172687530518,0.996438682079315,0.83167505,-0.037091494,0.9990759,0.9972344,0.8259691,-0.032446127,0.99918115,0.99646044,0.87861145,0.85788345,0.9996703,0.9986631,0.9963261,0.9937833,-0.0367591,0.99993175,0.99756014,0.99680316,-0.037022375,0.99985576,0.05827958
910,910,910,910,289,289,লোণ,লবণ,lʊn,lɔbɔnɔ,Salt,Salt,0.666666666666667,0.5,0.454861111111111,0.506944444444444,3.70833333333333,0.506944444444444,1,Bengali,Bengali,loan,1,5.3069286,0.955881595611572,0.810083031654358,0.524722039699554,0.995201110839844,0.997856557369232,0.8877541,-0.049746558,0.9973453,0.99889404,0.9561876,-0.056677423,0.9952222,0.99786836,0.95142686,0.9063233,0.99814296,0.9992717,0.9945885,0.98399407,-0.036970433,0.99982107,0.99788105,0.99756396,-0.03752251,0.999855,0.08014585
915,915,915,915,226,226,বেল,বিল্ব,bɛl,bilbɔ,Bell,Bill,0.6,0.4,0.375,0.416666666666667,3.05,0.416666666666667,3,Bengali,Bengali,synonym,0,-7.1348867,0.913678884506226,0.682234644889831,0.452798992395401,0.999489724636078,0.998390555381775,0.6737575,-0.037337407,0.9995753,0.99888533,0.91633725,-0.035523556,0.9995042,0.9984109,0.9554457,0.8336149,0.99979526,0.9993839,0.99825495,0.9937237,-0.03706029,0.9999303,0.99853826,0.99762654,-0.037132103,0.99994874,0.07394469
916,916,916,916,7,7,আগুনি,শিক্ষা,aguni,ʃikkʰa,Fire,Education,1,0.6,0.345833333333333,0.383333333333333,4.475,0.366666666666667,6,Bengali,Bengali,random,0,-10.912068,0.673986852169037,0.700716972351074,0.565016806125641,0.995802998542785,0.998136401176452,0.7130008,-0.03929821,0.9959757,0.9982392,0.67567086,-0.039575573,0.9957946,0.99813986,0.7045915,0.7318682,0.99663043,0.9985829,0.9919701,0.96571565,-0.036899015,0.99979734,0.99798,0.99763364,-0.037172426,0.99988604,0.038933113
919,919,919,919,133,133,ডিম,বিলাই,dim,bilai,Eggs,distribute,0.8,0.8,0.425,0.475,3.75,0.466666666666667,4,Bengali,Bengali,random,0,-5.381679,0.921773374080658,0.746904611587524,0.518440246582031,0.998842179775238,0.997525632381439,0.81263864,-0.050837837,0.99937177,0.9982438,0.92192715,-0.052151315,0.9988452,0.99753916,0.94984555,0.87005806,0.9995841,0.9990353,0.9973742,0.99381703,-0.036816563,0.999924,0.9983748,0.9972143,-0.037041552,0.9999534,-0.015306322
921,921,921,921,23,23,আদা,আদা,ada,ad̪a,Ginger,Ginger,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,3.6756132,0.99999988079071,1,0.427553534507751,0.999732553958893,0.999939858913422,0.9656534,-0.0376065,0.9998377,0.99977577,0.9999763,-0.034934495,0.9997454,0.9999406,0.9724272,0.9582423,0.99969697,0.99982566,0.9987285,0.9979816,-0.03745382,0.9999619,0.9988796,0.9985209,-0.037657626,0.99992245,0.05651416
922,922,922,922,134,134,জল,উদ,zɔlɔ,ud̪,Water,Ud,1,0.75,0.526041666666667,0.572916666666667,4.875,0.572916666666667,2,Bengali,Bengali,synonym,0,-17.50834,0.817299664020538,0.727494537830353,0.492343842983246,0.999619960784912,0.999771654605866,0.7718052,-0.040909857,0.9996381,0.9997794,0.81788206,-0.043591186,0.9996208,0.99977285,0.87252384,0.807663,0.9997231,0.9997822,0.9969599,0.9952041,-0.037874296,0.99993485,0.9988336,0.9984578,-0.037575282,0.99992096,0.05208704
924,924,924,924,112,112,চন্দ্ৰ,স্নান,sɔndɹɔ,ʃn̪an̪,moon,Bath,1,0.666666666666667,0.420138888888889,0.465277777777778,4.66666666666667,0.454861111111111,5,Bengali,Bengali,synonym,0,-5.9456,0.84318220615387,0.783222377300262,0.463705956935883,0.999876499176025,0.999667406082153,0.7788833,-0.025102705,0.9998104,0.9997071,0.8431989,-0.025005933,0.9998765,0.99966574,0.86052084,0.7822514,0.9997962,0.9996546,0.99772555,0.9960183,-0.036248043,0.9999614,0.99883413,0.99840724,-0.037514377,0.99991655,-0.04572544
926,926,926,926,1,1,আঁহ,অংশুপট্ট,ãɦɔ,oŋʃupɔʈʈɔ,Fiber,Partial,0.888888888888889,0.888888888888889,0.636574074074074,0.703703703703704,5.33333333333333,0.701388888888889,8,Bengali,Bengali,synonym,0,-11.289135,0.862235605716705,0.617944240570068,0.47050541639328,0.99656093120575,0.999057412147522,0.6881255,-0.019305196,0.99824154,0.999266,0.8637463,-0.021279022,0.99669194,0.9990698,0.8816235,0.7153232,0.9988433,0.9993985,0.9953247,0.98443395,-0.036132157,0.9998961,0.9983952,0.9980496,-0.036693733,0.99991965,0.051791847
932,932,932,932,325,325,সাত,সাত,xat,ʃat̪,Seven,Seven,0.5,0.333333333333333,0.0625,0.069444444444444,0.625,0.0625,0,Bengali,Bengali,loan,1,1.8681571,0.999999761581421,1,0.447597056627274,0.999840021133423,0.999935269355774,0.98637193,-0.035914853,0.9997905,0.99992245,0.99999845,-0.032531492,0.99984056,0.999936,0.96949667,0.9433339,0.999187,0.99975616,0.99870914,0.9980153,-0.038094632,0.9999558,0.9987593,0.9983863,-0.037224118,0.9999254,0.030359123
934,934,934,934,237,237,ভাত,ভাত,bʰat,bʱat̪,Rice,Rice,0.4,0,0.027777777777778,0.027777777777778,0.166666666666667,0.027777777777778,0,Bengali,Bengali,loan,1,-0.032097578,0.999999761581421,1,0.447404563426971,0.999803900718689,0.999930799007416,0.9883845,-0.029348176,0.99980044,0.99989855,0.99999624,-0.028045526,0.9998055,0.9999304,0.9862485,0.96358025,0.999805,0.99986887,0.99902976,0.9976659,-0.037612617,0.9999604,0.9988482,0.99851286,-0.03760311,0.9999179,0.049768575
936,936,936,936,274,274,মৈ,চান,mɔɪ,t͡ɕan̪,May,Want,1,0.666666666666667,0.277777777777778,0.305555555555555,4.70833333333333,0.277777777777778,3,Bengali,Bengali,random,0,-11.693602,0.874703466892242,0.651772558689117,0.491331249475479,0.999109148979187,0.998864948749542,0.726717,-0.036647,0.9992175,0.99880743,0.87480426,-0.034205846,0.99911004,0.9988649,0.9158585,0.83552647,0.99921525,0.9995264,0.9976413,0.99087846,-0.036914494,0.9999601,0.998309,0.99813706,-0.03750717,0.99988306,0.09433159
937,937,937,937,15,15,আঁক,ডিম,ãkɔ,ɖim,Draw,Eggs,1,0.666666666666667,0.326388888888889,0.375,6.04166666666667,0.326388888888889,3,Bengali,Bengali,random,0,-11.22151,0.884069800376892,0.727524995803833,0.514759480953217,0.999265968799591,0.998634099960327,0.7851503,-0.03918775,0.9992323,0.99902576,0.884201,-0.039081573,0.9992678,0.9986332,0.9397796,0.87755215,0.9993845,0.9995417,0.99817884,0.99634933,-0.037289582,0.9999429,0.99831736,0.9981241,-0.037576444,0.9998752,0.04219448
939,939,939,939,298,298,লাজ,লেহাজ,laz,leɦad͡ʑ,Shame,Lehaj,0.714285714285714,0.6,0.4,0.441666666666667,3.45,0.4375,2,Bengali,Bengali,synonym,0,-11.99758,0.924493610858917,0.736929833889008,0.491225063800812,0.999390959739685,0.998664736747742,0.78379524,-0.032831945,0.9996267,0.99931157,0.9245121,-0.038210988,0.9993921,0.9986719,0.9453962,0.8356721,0.9994253,0.9993769,0.9983468,0.9940124,-0.03686115,0.999938,0.998263,0.9980215,-0.037131216,0.9999074,0.0960962
943,943,943,943,263,263,মুঠি,মুঠা,mutʰi,muʈʰa,Fist,A handful,0.4,0,0.03125,0.03125,0.375,0.03125,1,Bengali,Bengali,loan,1,3.5331616,0.974256277084351,0.803374707698822,0.436397194862366,0.999808073043823,0.99927544593811,0.929802,-0.026979528,0.99974275,0.999518,0.97427744,-0.027728263,0.9998075,0.999278,0.9891297,0.98268354,0.99984586,0.9997105,0.9983301,0.9969936,-0.036613774,0.99995834,0.9984561,0.99818957,-0.03713882,0.99990624,0.022694789
945,945,945,945,88,88,ঘমা,বেল,gʱɔma,belɔ,Sweat,Bell,1,0.5,0.354166666666667,0.385416666666667,3.34375,0.380208333333333,3,Bengali,Bengali,random,0,-7.230093,0.905191242694855,0.67398726940155,0.484589606523514,0.998625695705414,0.998493850231171,0.79459107,-0.0454668,0.99896353,0.99893165,0.90555966,-0.047705688,0.9986345,0.9984963,0.9186999,0.8468763,0.9991903,0.99939036,0.9967307,0.9955802,-0.037909724,0.99991554,0.99822086,0.99801695,-0.037477523,0.9998751,0.019990224
946,946,946,946,213,213,বায়ু,বায়ু,baju,bae̯u,The wind,The wind,0.4,0,0.020833333333333,0.03125,0.21875,0.020833333333333,0,Bengali,Bengali,loan,1,3.7971792,0.999999761581421,0.999999582767487,0.4145587682724,0.99919331073761,0.999958574771881,0.9520678,-0.044177584,0.9992854,0.9998124,0.99998677,-0.041699614,0.9991962,0.9999581,0.96921074,0.9518013,0.99965537,0.99981385,0.9974749,0.99695385,-0.03645971,0.9999525,0.99884045,0.99849504,-0.03750914,0.9999219,0.108967036
947,947,947,947,87,87,ঘাম,পিন্ধা,gʱam,pin̪d̪ʱa,Sweat,wear,0.875,0.8,0.579166666666667,0.641666666666667,4.775,0.6375,6,Bengali,Bengali,random,0,-14.091255,0.862509906291962,0.800714254379272,0.411514461040497,0.996583759784698,0.997774958610535,0.8176881,-0.031295232,0.9984783,0.99887735,0.86301404,-0.029763665,0.9966128,0.9977948,0.92619264,0.8864207,0.9995202,0.99915415,0.99487567,0.98591876,-0.03623969,0.9997209,0.9986713,0.9978361,-0.037004814,0.99994516,0.050736606
949,949,949,949,187,187,পানী,সলিল,pani,ʃɔlilɔ,water,Salil,0.833333333333333,0.666666666666667,0.381944444444444,0.416666666666667,3.47916666666667,0.413194444444444,4,Bengali,Bengali,synonym,0,-14.414593,0.823077261447907,0.755475461483002,0.524706780910492,0.992592334747314,0.99834132194519,0.73915267,-0.039299093,0.997839,0.99940616,0.8246349,-0.036824062,0.99280053,0.99837685,0.8905163,0.8728346,0.99941796,0.99952006,0.99339455,0.9820608,-0.0369561,0.99971414,0.99864846,0.9980227,-0.0371156,0.9999424,0.120955676
950,950,950,950,151,151,দুগ্ধ,দুগ্ধ,dugdʰɔ,d̪uɡɔd̪ʱɔ,Milk,Milk,0.555555555555556,0.333333333333333,0.319444444444444,0.354166666666667,2.54166666666667,0.354166666666667,0,Bengali,Bengali,loan,1,-8.620332,0.999999761581421,0.999999642372131,0.459286153316498,0.999270856380463,0.99990963935852,0.9745518,-0.027724722,0.99962395,0.999876,0.9999869,-0.031077174,0.9992862,0.99991083,0.9868938,0.9595513,0.99957895,0.99984914,0.99700373,0.99497795,-0.03581333,0.9999599,0.9988644,0.9985164,-0.037673615,0.99991834,0.018435221
952,952,952,952,137,137,তাম,তামা,tam,t̪ama,copper,Copper,0.4,0.25,0.234375,0.260416666666667,1.875,0.260416666666667,1,Bengali,Bengali,loan,1,3.2919698,0.969896614551544,0.81049770116806,0.466833382844925,0.999519288539886,0.998241543769836,0.8331502,-0.034001857,0.99963766,0.9988097,0.9699688,-0.036068622,0.9995204,0.9982439,0.94074684,0.89924145,0.9997119,0.9997088,0.9984685,0.996659,-0.037437458,0.9999578,0.9981382,0.9979201,-0.037479326,0.9998625,0.03481306
955,955,955,955,302,302,শ্রী,বেলগাছ,xɹi,belɔɡat͡ɕʰ,Mr.,Belgaum,1,0.714285714285714,0.592261904761905,0.648809523809524,5.25,0.645833333333333,6,Bengali,Bengali,synonym,0,-18.965519,0.800549268722534,0.53990250825882,0.457350343465805,0.998349785804748,0.998855769634247,0.60720134,-0.0067819236,0.9992186,0.998883,0.8024373,-0.0065177483,0.9983748,0.99886584,0.8539287,0.7202226,0.9993547,0.99913234,0.99694526,0.99071443,-0.03523597,0.99995226,0.99864566,0.9979888,-0.0369578,0.99993783,0.067684844
956,956,956,956,144,144,ঠেং,ধন,tʰɛŋ,d̪ʱɔn̪ɔ,The tail,money,1,0.25,0.322916666666667,0.354166666666667,2.78125,0.348958333333333,3,Bengali,Bengali,synonym,0,-6.161143,0.886718451976776,0.62787938117981,0.523384690284729,0.998770475387573,0.999720215797424,0.7397017,-0.026208822,0.99901766,0.9997122,0.8868407,-0.022289671,0.9987743,0.99971986,0.8896537,0.732605,0.99914163,0.99972826,0.99618834,0.99266255,-0.037133686,0.99994516,0.9988278,0.9985147,-0.037561797,0.9999237,0.035966165
957,957,957,957,330,330,হাত,নীহারিকা,ɦat,n̪iɦarika,Hand,Nebula,0.777777777777778,0.75,0.578125,0.651041666666667,4.796875,0.6484375,6,Bengali,Bengali,random,0,-8.748009,0.848961532115936,0.594529390335083,0.475687563419342,0.997870564460754,0.99446976184845,0.71702194,-0.031012822,0.9992521,0.99805087,0.849174,-0.029392121,0.9979129,0.9945108,0.89174026,0.72779894,0.99946845,0.99855405,0.9921304,0.9834487,-0.03693913,0.99983513,0.9977635,0.9961174,-0.036232546,0.9999589,0.04146674
958,958,958,958,292,292,লাখ,লাখ,lakʰ,lakʰ,Millions,Millions,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,3.526368,0.999999523162842,1,0.439922600984573,0.999748766422272,0.999943137168884,0.94088054,-0.037849218,0.99978995,0.99990493,0.9999931,-0.03457743,0.99974966,0.9999427,0.9817985,0.94240695,0.9997863,0.99983364,0.9990636,0.99743646,-0.037558913,0.99995774,0.99892765,0.99853325,-0.037659768,0.9999225,0.03227845
959,959,959,959,158,158,ডিমা,আণ্ডা,dima,anɖa,Dima,Eggs,0.75,0.75,0.213541666666667,0.25,4.15625,0.213541666666667,4,Bengali,Bengali,synonym,0,-11.983803,0.882880508899689,0.609085142612457,0.511009812355042,0.999108791351318,0.998782277107239,0.6809983,-0.03185126,0.999125,0.99908584,0.88335025,-0.03117846,0.99910915,0.9987837,0.936026,0.7800309,0.9996934,0.99942905,0.99815196,0.9935713,-0.037417606,0.999956,0.9986844,0.99808156,-0.037198074,0.9999416,0.070935324
960,960,960,960,273,273,মেঘ,মেঘ,mɛgʱ,megʱɔ,Clouds,Clouds,0.4,0.333333333333333,0.3125,0.347222222222222,2.5,0.347222222222222,0,Bengali,Bengali,loan,1,-2.4992738,0.999999642372131,1,0.461102336645126,0.999854981899262,0.999960243701935,0.9697832,-0.041275278,0.99976426,0.9998777,0.9999853,-0.04062118,0.99985623,0.9999601,0.9849688,0.97512007,0.9998038,0.9998753,0.99891996,0.99756646,-0.03768743,0.9999605,0.99884105,0.998492,-0.03752911,0.9999223,0.07114126
964,964,964,964,108,108,চন্দ্ৰ,বুড়,sɔndɹɔ,buɽ,moon,Old man,1,0.666666666666667,0.541666666666667,0.604166666666667,4.72916666666667,0.586805555555555,6,Bengali,Bengali,synonym,0,-14.726549,0.783226251602173,0.567782819271088,0.475008279085159,0.999549210071564,0.998599708080291,0.5839228,-0.035397615,0.9997038,0.9990075,0.7836226,-0.033507332,0.99955183,0.9986074,0.83763665,0.66054267,0.9997356,0.99937147,0.99775475,0.99198437,-0.03707116,0.9999547,0.9987438,0.998075,-0.037197165,0.99993896,-0.04343658
965,965,965,965,53,53,কাছু,মাত,kasu,mat̪,Something,The voice,0.75,0.5,0.317708333333333,0.34375,3.3125,0.34375,3,Bengali,Bengali,random,0,-8.45349,0.90948086977005,0.53268301486969,0.454572737216949,0.996318757534027,0.997929334640503,0.72438633,-0.039103575,0.9971053,0.9984957,0.9096159,-0.038996387,0.9963263,0.9979309,0.93680024,0.8715155,0.99820596,0.9997423,0.99543023,0.9872004,-0.037546013,0.9998,0.9979576,0.9977,-0.037529036,0.9998579,0.009150586
967,967,967,967,195,195,পুত,পুত্র,put,put̪rɔ,Put,Son,0.5,0.4,0.354166666666667,0.408333333333333,2.95,0.408333333333333,2,Bengali,Bengali,synonym,0,-0.10523249,0.916494250297546,0.51944363117218,0.400704920291901,0.999480783939362,0.998458087444305,0.663704,-0.023496453,0.9996077,0.9985817,0.91834575,-0.01915028,0.99949574,0.99847597,0.9204729,0.79855454,0.9996874,0.999704,0.99737734,0.9909762,-0.037527733,0.9999318,0.99836123,0.99825716,-0.03754524,0.9998838,-0.034539465
969,969,969,969,361,361,হিয়া,হার্ট,ɦija,ɦarʈɔ,Heart,Heart,0.8,0.2,0.270833333333333,0.308333333333333,2.825,0.295833333333333,4,Bengali,Bengali,synonym,0,-7.9995966,0.835842788219452,0.682144641876221,0.636790871620178,0.999622523784637,0.998381495475769,0.72963965,-0.045580406,0.99911475,0.99892956,0.84001124,-0.043156017,0.9996245,0.998395,0.9014349,0.7375772,0.9996236,0.99913967,0.996281,0.9943255,-0.03672488,0.99993545,0.9983104,0.99815786,-0.037438944,0.9998924,0.013637626
970,970,970,970,67,67,গেলা,গ্রীবা,gɛla,ɡɔriba,Swallow,The neck,0.833333333333333,0.5,0.482638888888889,0.548611111111111,4.04166666666667,0.534722222222222,4,Bengali,Bengali,synonym,0,-11.923519,0.889854550361633,0.631829082965851,0.405301570892334,0.99652624130249,0.9987673163414,0.70755696,-0.033934154,0.99719,0.9990876,0.89023167,-0.034394734,0.9965219,0.99877226,0.92560685,0.8467388,0.9992417,0.9994389,0.9926645,0.9832334,-0.037308127,0.99980253,0.9981766,0.9977027,-0.036462873,0.99992067,0.06798372
972,972,972,972,308,308,শ্রী,মালূর,xɹi,malur,Mr.,Malur,1,0.6,0.479166666666667,0.533333333333333,5.15,0.533333333333333,5,Bengali,Bengali,synonym,0,-14.296598,0.889568388462067,0.682292282581329,0.466782599687576,0.999147355556488,0.998640537261963,0.7385974,-0.015478454,0.9992431,0.99892896,0.8901113,-0.017841578,0.99915075,0.99864084,0.8946639,0.7516764,0.9994954,0.9990847,0.9971539,0.99432755,-0.03769522,0.99993885,0.9985932,0.9978491,-0.036888126,0.9999405,0.066553056
976,976,976,976,240,240,ভালুক,দিন,bʰaluk,d̪in̪,Bear,Day,1,0.8,0.4375,0.483333333333333,3.825,0.479166666666667,5,Bengali,Bengali,random,0,-6.5540905,0.877444744110107,0.652580857276917,0.551090896129608,0.999336242675781,0.999678969383239,0.71354556,-0.044092003,0.99964446,0.9997659,0.87764674,-0.04320254,0.99933577,0.99967796,0.9052031,0.7714443,0.9998021,0.9996493,0.99859494,0.99655247,-0.037834954,0.99995387,0.9988774,0.9984818,-0.037610915,0.999926,0.025493106
978,978,978,978,27,27,উত্তৰ,টেহা,uttɔɹɔ,ʈeɦa,answer,Teha,1,0.333333333333333,0.402777777777778,0.4375,3.77083333333333,0.434027777777778,5,Bengali,Bengali,random,0,-16.049675,0.847846269607544,0.703898966312408,0.472866952419281,0.999497652053833,0.998458564281464,0.7378525,-0.015133701,0.9994316,0.9991221,0.8478875,-0.015838077,0.9995018,0.9984603,0.86471206,0.7369024,0.9997226,0.9993687,0.9979483,0.9951949,-0.036463737,0.99992156,0.9983437,0.9975371,-0.03661813,0.99994695,-0.0042097885
980,980,980,980,281,281,ৰাং,রঙ,ɹaŋ,rɔŋɔ,Rang,Color,0.75,0.25,0.307291666666667,0.354166666666667,3.125,0.333333333333333,3,Bengali,Bengali,loan,1,5.238203,0.828620910644531,0.563797891139984,0.326477646827698,0.996717512607574,0.998848259449005,0.62520087,-0.033593692,0.99771565,0.99907917,0.8288573,-0.032296292,0.9967069,0.9988516,0.89579475,0.7661053,0.99902093,0.99951625,0.9943585,0.9821088,-0.037285596,0.99990594,0.9981706,0.9979149,-0.03722985,0.9998919,0.0032308663
983,983,983,983,278,278,ৰাং,হিংসা,ɹaŋ,ɦiŋʃa,Rang,Violence,0.8,0.4,0.433333333333333,0.475,4.025,0.470833333333333,4,Bengali,Bengali,random,0,-5.4236727,0.802751541137695,0.698033809661865,0.49418631196022,0.996839642524719,0.997923612594604,0.7736707,-0.046338234,0.99776816,0.9989527,0.80335236,-0.045653816,0.99682915,0.9979434,0.9027959,0.76768094,0.9995208,0.9995159,0.99429154,0.98211586,-0.037479524,0.9999037,0.9980473,0.9978235,-0.037586313,0.9998616,0.008466202
984,984,984,984,75,75,গিলা,গলা,gila,ɡɔla,Swallow,Throat,0.5,0.25,0.265625,0.291666666666667,2.25,0.291666666666667,1,Bengali,Bengali,loan,1,3.9348335,0.849223375320435,0.881214261054993,0.493740290403366,0.995248198509216,0.998511135578156,0.90455616,-0.039527513,0.9952898,0.9986056,0.8495101,-0.039041303,0.99524045,0.99851286,0.96727717,0.96875715,0.99898577,0.99952155,0.99297273,0.9853293,-0.03839976,0.9996929,0.99820286,0.99803627,-0.037529096,0.9998727,0.103705056
985,985,985,985,80,80,গুহা,গুহা,guɦa,ɡuɦa,Cave,Cave,0.25,0.25,0.223958333333333,0.25,1.8125,0.25,0,Bengali,Bengali,loan,1,-8.714045,0.999999761581421,1,0.404623597860336,0.999913096427918,0.999955475330353,0.97849846,-0.01996638,0.99992234,0.99982923,0.9999928,-0.024576772,0.9999132,0.99995553,0.9892495,0.9720477,0.9999133,0.9998862,0.9969144,0.9956139,-0.036811244,0.9999561,0.99886423,0.998518,-0.03756214,0.9999218,0.03090879
988,988,988,988,350,350,স্বাধীনতা,স্বাতন্ত্র্য,xadʰinta,ʃat̪ɔn̪t̪rd͡zɔ,Freedom,Individuality,0.785714285714286,0.333333333333333,0.270833333333333,0.300925925925926,2.31944444444444,0.298611111111111,7,Bengali,Bengali,synonym,0,-11.612098,0.713711678981781,0.758251786231995,0.415163576602936,0.998317956924438,0.995819330215454,0.81442434,-0.0055985115,0.99955773,0.9984274,0.71511066,-0.0017527174,0.9983314,0.99591166,0.8280872,0.82744825,0.99900526,0.99856865,0.9957684,0.9896262,-0.034573145,0.9998992,0.9980727,0.996946,-0.036255732,0.9999541,0.0055538323
989,989,989,989,46,46,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0,0.0625,0.0625,0.6875,0.0625,2,Bengali,Bengali,loan,1,4.6611795,0.903457999229431,0.616957366466522,0.456313163042069,0.998230755329132,0.999644696712494,0.73059607,-0.038487293,0.9987658,0.99976695,0.90383315,-0.03860598,0.99822974,0.9996466,0.9741795,0.94302416,0.99957913,0.9999028,0.9966037,0.99456954,-0.037635416,0.99992913,0.9989175,0.99852777,-0.03759005,0.9999185,0.0492078
990,990,990,990,185,185,পানী,আব,pani,ab,water,Ab,0.75,0.75,0.494791666666667,0.552083333333333,4.53125,0.546875,4,Bengali,Bengali,synonym,0,-15.144987,0.477852255105972,0.714525759220123,0.429508626461029,0.999623715877533,0.999218583106995,0.720175,-0.042359956,0.999604,0.99922466,0.4790324,-0.041930996,0.99962205,0.9992155,0.74016994,0.852489,0.99973994,0.99962527,0.99830866,0.99693406,-0.038021848,0.99995595,0.99871546,0.99826616,-0.037353724,0.9999347,0.12631126
993,993,993,993,179,179,পায়স,পায়স,pajɔxɔ,pae̯ɔʃɔ,Pies,Pies,0.428571428571429,0.166666666666667,0.038194444444444,0.048611111111111,0.416666666666667,0.038194444444444,0,Bengali,Bengali,loan,1,5.966833,0.999999761581421,0.999999761581421,0.546344518661499,0.999080121517181,0.999167382717133,0.9774585,-0.038571466,0.9997041,0.99923587,0.99998504,-0.039091527,0.9991066,0.99917203,0.98527217,0.9479433,0.9997283,0.99931765,0.99557996,0.9924746,-0.036838543,0.99991566,0.99824697,0.99797666,-0.036951914,0.9998983,0.031958614
994,994,994,994,127,127,টাকা,ঠেং,taka,ʈʰeŋ,Money,The tail,1,0.5,0.286458333333333,0.3125,2.8125,0.3125,4,Bengali,Bengali,loan,1,3.323309,0.840654790401459,0.704696357250214,0.576415717601776,0.999825358390808,0.999565482139587,0.7077675,-0.05803372,0.99982995,0.9996436,0.8409479,-0.058797125,0.99982643,0.9995681,0.9032596,0.7870439,0.99982667,0.9997918,0.9976186,0.9955664,-0.037307374,0.99995685,0.99890447,0.99852896,-0.03764503,0.99991685,-0.0144947935
996,996,996,996,268,268,মুঠা,মুঠো,mutʰa,muʈʰo,A handful,Fist,0.4,0,0.041666666666667,0.041666666666667,0.5,0.041666666666667,1,Bengali,Bengali,loan,1,4.2238116,0.979112088680267,0.857965886592865,0.438174337148666,0.998977839946747,0.998932659626007,0.9198624,-0.02890294,0.99911606,0.9993984,0.97919977,-0.029322647,0.99897933,0.9989395,0.98035246,0.95456874,0.9996903,0.9996037,0.9970473,0.992946,-0.036868554,0.9999224,0.998415,0.99818504,-0.037100866,0.99990666,0.052719884
1000,1000,1000,1000,248,248,মঙহ,মাংস,mɔŋɔɦɔ,maŋʃɔ,Meat,Meat,0.5,0.333333333333333,0.201388888888889,0.222222222222222,1.97916666666667,0.21875,3,Bengali,Bengali,loan,1,6.3347893,0.867186009883881,0.673802614212036,0.45531690120697,0.995947659015656,0.996171116828918,0.75307906,-0.033487685,0.9966836,0.99655056,0.8675016,-0.03673245,0.99594706,0.9961819,0.9261415,0.8258488,0.9987112,0.9989169,0.9938225,0.9851686,-0.036376312,0.99974406,0.99734557,0.9962403,-0.03736587,0.99981177,0.035390504
1001,1001,1001,1001,290,290,লাখ,আছে,lakʰ,at͡ɕʰe,Millions,There is,0.833333333333333,0.666666666666667,0.375,0.430555555555556,5.375,0.375,3,Bengali,Bengali,random,0,-12.260487,0.863082349300385,0.63435697555542,0.542487740516663,0.99892657995224,0.999536216259003,0.7381175,-0.05330722,0.99918276,0.99952656,0.8639544,-0.060300577,0.99890924,0.99954224,0.9198049,0.84372306,0.9996697,0.9997544,0.9979798,0.99249804,-0.037628934,0.9999282,0.99883807,0.99835366,-0.037465625,0.9999341,0.034986172
1003,1003,1003,1003,135,135,জল,সার,zɔlɔ,ʃar,Water,Fertilizer,1,0.25,0.328125,0.375,2.875,0.354166666666667,3,Bengali,Bengali,synonym,0,-13.283888,0.863110184669495,0.787447392940521,0.518223643302918,0.999304115772247,0.999550342559814,0.8368608,-0.035867114,0.9995803,0.9995858,0.8637551,-0.035323493,0.99931234,0.9995559,0.8906975,0.8535345,0.9994244,0.99966466,0.99824125,0.996344,-0.037536643,0.9999655,0.9987658,0.9983573,-0.03742076,0.99992657,0.047345273
1008,1008,1008,1008,18,18,আকাশ,কান,akax,kan̪,The sky,Ears,0.75,0.5,0.3125,0.34375,3.28125,0.338541666666667,2,Bengali,Bengali,random,0,-13.16828,0.839217245578766,0.573167085647583,0.479504376649857,0.999727547168732,0.99968421459198,0.6966896,-0.045229882,0.9996867,0.9997261,0.83954597,-0.048289195,0.9997301,0.9996857,0.9262359,0.838856,0.99969286,0.99979025,0.9986455,0.99778783,-0.03821622,0.9999519,0.998905,0.9985014,-0.037552904,0.9999202,0.02531796
