,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
951,951,951,951,951,317,317,সর্প,সাপ,ʃɔrpɔ,xap,The snake,Snake,0.8,0.6,0.408333333333333,0.466666666666667,3.575,0.4625,2,Bengali,Bengali,loan,1,4.960013,0.84050852060318,0.598312199115753,0.394998162984848,0.999494552612305,0.998433411121368,0.645067,-0.033090904,0.99953026,0.99904674,0.84075093,-0.03300567,0.99949646,0.9984314,0.9866484,0.96764445,0.99981594,0.9999183,0.9977992,0.992319,-0.03752064,0.99998033,0.9987251,0.99744457,-0.03699305,0.9999714,-0.0028609312
952,952,952,952,952,85,85,গেরাম,গাঁও,ɡeram,gãʊ,Geram,The village,1,0.8,0.583333333333333,0.658333333333333,5,0.658333333333333,4,Bengali,Bengali,synonym,0,-11.300229,0.822557508945465,0.576384723186493,0.46693480014801,0.99924510717392,0.998933553695679,0.73914194,-0.034328893,0.99901134,0.9992393,0.8228002,-0.03167832,0.9992442,0.9989357,0.98611414,0.9581529,0.9998313,0.99985534,0.9979157,0.99065423,-0.037223004,0.9999623,0.9985417,0.9978218,-0.037014782,0.99996626,0.06066883
954,954,954,954,954,100,100,চাকা,সাগৰ,t͡ɕaka,xagɔɹɔ,The wheel,sea,1,0.4,0.3125,0.341666666666667,3.7,0.333333333333333,3,Bengali,Bengali,random,0,-7.341275,0.847311615943909,0.599209904670715,0.523349463939667,0.997747242450714,0.999594628810883,0.6398698,-0.032731272,0.99823976,0.9995913,0.84734726,-0.033393037,0.9977499,0.9995949,0.980615,0.9426121,0.999866,0.9999035,0.9933286,0.98778623,-0.037812203,0.99993163,0.9982133,0.9983828,-0.03705781,0.99993885,0.0906321
955,955,955,955,955,345,345,দস্ত,হাত,d̪ɔʃt̪ɔ,ɦat,Diarrhea,Hand,0.857142857142857,0.6,0.441666666666667,0.483333333333333,4.125,0.479166666666667,3,Bengali,Bengali,synonym,0,-5.4655647,0.91220611333847,0.626039981842041,0.507958173751831,0.997231483459473,0.997916638851166,0.73565507,-0.045490753,0.9982215,0.99925745,0.91250753,-0.044196237,0.9972391,0.997945,0.9883213,0.9593978,0.9996085,0.9998642,0.99711245,0.99097234,-0.036690053,0.9999871,0.9984551,0.9973457,-0.03700682,0.999973,0.071156345
958,958,958,958,958,188,188,পো,পো,po,pʊ,,Poe,0.5,0,0.041666666666667,0.041666666666667,0.375,0.041666666666667,0,Bengali,Bengali,loan,1,-3.0686255,0.999999761581421,1,0.374122530221939,0.999693036079407,1,0.98681986,-0.03273642,0.9996574,0.9999329,0.9999991,-0.034236856,0.9996953,0.99999994,0.95694447,0.9115696,0.99975526,0.9999372,0.99846685,0.99741733,-0.036911763,0.99999046,0.99830234,0.9983001,-0.037081145,0.999947,0.008362358
959,959,959,959,959,232,232,ভয়,ভয়,bʱe̯ɔ,bʰɔjɔ,Fear,,0.6,0.25,0.255208333333333,0.291666666666667,2.09375,0.28125,0,Bengali,Bengali,loan,1,5.32743,0.999999821186066,1,0.478946894407272,0.999926269054413,1,0.9834716,-0.027249698,0.99993706,0.9999553,0.9999981,-0.02230132,0.9999254,1,0.9802938,0.9420073,0.9998956,0.99994075,0.99795943,0.9983614,-0.036605075,0.99999696,0.9982145,0.9982814,-0.037072685,0.99994564,0.021629317
962,962,962,962,962,282,282,নুন,লোণ,n̪un̪,lʊn,Salt,Salt,0.8,0.333333333333333,0.097222222222222,0.097222222222222,1.08333333333333,0.097222222222222,3,Bengali,Bengali,synonym,0,-5.7572618,0.925336182117462,0.826962530612946,0.483720928430557,0.993356823921204,0.999194383621216,0.86642945,-0.04112491,0.99546134,0.9991482,0.9256468,-0.04635597,0.9934163,0.9992011,0.98415995,0.95680493,0.99968743,0.999877,0.99449825,0.9858731,-0.037150476,0.9997803,0.9975647,0.99798393,-0.037027895,0.9999144,0.07853381
963,963,963,963,963,208,208,ছেলে,বাল,t͡ɕʰele,bal,Boy,Baal,0.857142857142857,0.5,0.3125,0.34375,2.71875,0.338541666666667,3,Bengali,Bengali,synonym,0,-3.8082871,0.813643455505371,0.747578680515289,0.471005320549011,0.999380826950073,0.999498426914215,0.81511176,-0.038595803,0.9994642,0.999644,0.81401336,-0.038765863,0.99938464,0.9994987,0.9801712,0.94635856,0.9999131,0.9999104,0.9977907,0.99681777,-0.036910754,0.9999781,0.9983367,0.99810845,-0.03707356,0.9999564,-0.060103588
964,964,964,964,964,84,84,গেরাম,গাঁউ,ɡeram,gãu,Geram,Village,1,0.8,0.583333333333333,0.658333333333333,5.05,0.658333333333333,4,Bengali,Bengali,synonym,0,-10.546832,0.824758946895599,0.772530734539032,0.466934710741043,0.999338924884796,0.998035907745361,0.8356791,-0.031178951,0.99945223,0.99884236,0.82505333,-0.031413026,0.99934083,0.99803877,0.97986126,0.9614544,0.9998493,0.9998759,0.9954341,0.991672,-0.03738159,0.9999851,0.9972491,0.99744254,-0.036903344,0.9999038,0.06066883
965,965,965,965,965,238,238,ভুট্টা,মাকৈ,bʱuʈʈa,makɔɪ,Corn,corn,1,0.6,0.191666666666667,0.208333333333333,3.425,0.191666666666667,6,Bengali,Bengali,synonym,0,-9.455269,0.812436521053314,0.626448810100555,0.493146300315857,0.99978518486023,0.998327136039734,0.71228766,-0.035441834,0.9998385,0.99853855,0.81261635,-0.030420681,0.9997857,0.99832815,0.9641861,0.9388659,0.9998938,0.9995609,0.99766505,0.9944814,-0.03706943,0.99998784,0.9973984,0.99791974,-0.03701023,0.9998995,0.050888278
968,968,968,968,968,340,340,নাজাত,স্বাধীনতা,n̪ad͡ʑat̪,xadʰinta,Salvation,Freedom,0.666666666666667,0.571428571428571,0.357142857142857,0.386904761904762,3.375,0.383928571428571,7,Bengali,Bengali,synonym,0,-10.497065,0.641188085079193,0.705948889255524,0.525347054004669,0.999018371105194,0.999106884002686,0.7575287,-0.036482908,0.99904335,0.99933696,0.64171773,-0.037152052,0.9990232,0.9991121,0.97037,0.95655036,0.9998379,0.9998926,0.9977731,0.9936026,-0.037054002,0.9999762,0.99853534,0.9977491,-0.036981694,0.999967,0.017910123
969,969,969,969,969,292,292,বেলগাছ,শ্রী,belɔɡat͡ɕʰ,xɹi,Belgaum,Mr.,1,0.714285714285714,0.592261904761905,0.648809523809524,5.25,0.645833333333333,6,Bengali,Bengali,synonym,0,-15.88801,0.80052387714386,0.53990250825882,0.45735177397728,0.997986733913422,0.999005556106567,0.5888951,-0.022034578,0.9987071,0.99919116,0.8013818,-0.018850934,0.99799895,0.9990094,0.9513802,0.93437934,0.9997325,0.9994383,0.99663794,0.9919048,-0.03612109,0.99996907,0.99836755,0.99770176,-0.03696067,0.9999603,0.112210214
970,970,970,970,970,109,109,ছাগলী,ছাগলী,t͡ɕʰaɡɔli,sagɔli,goat,goat,0.555555555555556,0.333333333333333,0.190972222222222,0.208333333333333,1.70833333333333,0.208333333333333,0,Bengali,Bengali,loan,1,5.8551087,0.999999761581421,1,0.577863812446594,0.999968826770782,1,0.9589442,-0.052830826,0.999567,0.9997385,0.9999921,-0.057388443,0.99996775,0.9999999,0.9775898,0.9507263,0.9998462,0.9996612,0.9944784,0.99015814,-0.03722734,0.9999568,0.99831796,0.9984049,-0.037085928,0.9999497,0.07247652
972,972,972,972,972,1,1,অঙ্ক,অংক,oŋkɔ,ɔŋkɔ,The numbers,Math,0.25,0,0.010416666666667,0.010416666666667,0.0625,0.010416666666667,2,Bengali,Bengali,loan,1,3.7442718,0.945929944515228,0.666433155536652,0.380228132009506,0.999638497829437,0.999660134315491,0.7552283,-0.044151492,0.999743,0.9997791,0.9460251,-0.044896685,0.99963874,0.9996603,0.9839146,0.9517386,0.999921,0.9999219,0.997613,0.9931731,-0.037111968,0.99999076,0.99832755,0.99835306,-0.037084483,0.9999463,0.016907718
973,973,973,973,973,214,214,মেকুর,বিলৈ,mekur,bilɔɪ,Mekur,to the b,1,0.6,0.175,0.208333333333333,3.225,0.175,5,Bengali,Bengali,synonym,0,-13.476786,0.893063366413116,0.762249410152435,0.453145682811737,0.998896181583404,0.998261630535126,0.80952656,-0.037953194,0.9991389,0.998987,0.89340866,-0.03871239,0.9989002,0.9982671,0.9876529,0.95946705,0.9998858,0.99968886,0.9960958,0.99305356,-0.038284294,0.9999758,0.9980743,0.99738866,-0.036899626,0.99994767,0.04937282
976,976,976,976,976,265,265,মুঠি,মুঠা,muʈʰi,mutʰa,Fist,A handful,0.4,0,0.03125,0.03125,0.375,0.03125,1,Bengali,Bengali,loan,1,4.0500903,0.974252939224243,0.803374707698822,0.461336076259613,0.999466061592102,0.999836325645447,0.93134713,-0.033776972,0.99965775,0.9998997,0.9743045,-0.035365757,0.99946594,0.999837,0.9927035,0.96140945,0.99979734,0.99992704,0.9979625,0.9962607,-0.036824077,0.99999064,0.9981548,0.9979521,-0.036944736,0.9999368,0.022781055
980,980,980,980,980,44,44,কলা,কলা,kɔla,kɔla,Banana,Banana,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,-3.6653743,1,1,0.494416505098343,0.999144911766052,1,0.9974446,-0.041728597,0.99941146,0.99999183,0.99999976,-0.04266348,0.99914503,1.0000001,0.9881078,0.9841441,0.9997364,0.9999306,0.9977186,0.9935514,-0.037474986,0.999983,0.99824154,0.99826705,-0.037092194,0.9999444,0.04918657
981,981,981,981,981,163,163,ধূম,ধোঁৱা,d̪ʱum,dʰʊ̃wa,Smoke,smoke,0.833333333333333,0.5,0.338541666666667,0.375,3.625,0.364583333333333,4,Bengali,Bengali,synonym,0,1.4575467,0.719172418117523,0.735317587852478,0.48093593120575,0.998579382896423,0.996483504772186,0.7554741,-0.03504652,0.9989284,0.9969995,0.7195868,-0.033653513,0.9985792,0.9964901,0.9686418,0.9382665,0.99985814,0.9994942,0.9952754,0.9930148,-0.037309375,0.99996555,0.99686176,0.9972062,-0.036713194,0.99990594,0.051902987
983,983,983,983,983,59,59,কিন্তু,কিন্তু,kin̪t̪u,kintu,But,But,0.285714285714286,0,0.016666666666667,0.016666666666667,0.1,0.016666666666667,0,Bengali,Bengali,loan,1,5.5864267,0.999999642372131,0.999998807907104,0.448881477117538,0.999774515628815,1,0.99888206,-0.041549683,0.9997616,0.9999945,0.99999815,-0.041046523,0.9997751,1,0.97638834,0.95592505,0.99984485,0.99981433,0.9980223,0.99646604,-0.03685014,0.99999434,0.99806935,0.99799407,-0.037006754,0.99994373,0.068717726
984,984,984,984,984,32,32,বহ্নি,আগুনি,bɔɦn̪i,aguni,Bohni,Fire,0.666666666666667,0.4,0.270833333333333,0.3,3.125,0.291666666666667,3,Bengali,Bengali,synonym,0,-7.2906313,0.890930354595184,0.686240077018738,0.476673692464829,0.996188879013062,0.998866677284241,0.7833315,-0.032826222,0.9975312,0.99936026,0.8911937,-0.030158928,0.99619365,0.99886954,0.9862092,0.9786366,0.9997878,0.9998816,0.99552464,0.9857105,-0.036378242,0.9999643,0.99838966,0.9974202,-0.036935512,0.9999539,-0.006113097
985,985,985,985,985,24,24,আম,মৃত্যু,am,mɽitzu,Mango,Death,1,0.833333333333333,0.642361111111111,0.722222222222222,5.64583333333333,0.71875,6,Bengali,Bengali,random,0,-13.083086,0.820123255252838,0.518111348152161,0.447387099266052,0.999157249927521,0.999432027339935,0.5379803,-0.04108368,0.99923426,0.9994678,0.8202779,-0.040686835,0.99915814,0.9994325,0.9754036,0.9525802,0.9997142,0.9999545,0.9975266,0.9951637,-0.03694666,0.9999908,0.99798703,0.99814415,-0.0370102,0.99993724,0.0005039484
986,986,986,986,986,204,204,বজ্র,বাজে,bɔd͡ʑrɔ,bazɛ,Lightning,Bad,0.857142857142857,0.4,0.258333333333333,0.291666666666667,2.55,0.275,3,Bengali,Bengali,synonym,0,-9.189457,0.841927886009216,0.715898633003235,0.426661878824234,0.999549984931946,0.997970759868622,0.79230016,-0.033473074,0.9997052,0.9989533,0.8428159,-0.031807967,0.99955237,0.9979783,0.979889,0.9502877,0.9998635,0.9997896,0.9970821,0.9976227,-0.037210107,0.9999945,0.9986691,0.9970124,-0.037004076,0.9999758,0.034728922
987,987,987,987,987,145,145,দাড়ি,দাড়ি,d̪aɽi,daɹi,Beard,Beard,0.4,0,0.0625,0.083333333333333,1.0625,0.0625,0,Bengali,Bengali,loan,1,4.914469,0.999999761581421,0.999999225139618,0.513600826263428,0.999953746795654,1,0.9859896,-0.026168983,0.99982893,0.9998865,0.999998,-0.024499658,0.99995404,1,0.9843409,0.95539945,0.99980307,0.9998731,0.9983864,0.99832916,-0.037091784,0.99999636,0.99807024,0.9978334,-0.036957063,0.9999399,0.040737357
989,989,989,989,989,152,152,ধন,ঠেং,d̪ʱɔn̪ɔ,tʰɛŋ,money,The tail,1,0.25,0.322916666666667,0.354166666666667,2.78125,0.348958333333333,3,Bengali,Bengali,synonym,0,-5.77111,0.886741876602173,0.62787938117981,0.523387014865875,0.998804450035095,0.999728918075562,0.7068144,-0.03510764,0.9989871,0.99975145,0.886849,-0.033557292,0.9988056,0.9997294,0.9739321,0.9659321,0.9997237,0.99981356,0.99557835,0.99275184,-0.03717355,0.99998885,0.99834853,0.9982197,-0.037079327,0.9999523,0.010482972
990,990,990,990,990,351,351,হার্ট,হিয়া,ɦarʈɔ,ɦija,Heart,Heart,0.8,0.2,0.270833333333333,0.308333333333333,2.825,0.295833333333333,4,Bengali,Bengali,synonym,0,-5.260546,0.835813820362091,0.682144641876221,0.636800467967987,0.998596131801605,0.998156070709228,0.7450384,-0.04136175,0.99919,0.9988496,0.83662665,-0.04027859,0.99859786,0.9981616,0.96947825,0.9072834,0.99892884,0.99948305,0.9927306,0.9874048,-0.03782828,0.9999395,0.99737185,0.9980307,-0.03706503,0.9999105,-0.060016803
992,992,992,992,992,217,217,মার্জার,বিলাই,mard͡ʑar,bilai,Marger,distribute,0.875,0.5,0.246527777777778,0.298611111111111,3.04166666666667,0.260416666666667,6,Bengali,Bengali,synonym,0,-12.782536,0.946512281894684,0.71158891916275,0.424691051244736,0.99898487329483,0.996900856494904,0.83080614,-0.040935032,0.999762,0.9987924,0.94670147,-0.044158973,0.9989935,0.996914,0.9849644,0.9580225,0.9998847,0.9997849,0.99688566,0.9949219,-0.03675971,0.9999842,0.99807006,0.99736357,-0.036869384,0.99993855,-0.007331094
996,996,996,996,996,237,237,ভাল,ফুল,bʱalɔ,pʰul,Good,Flowers,0.8,0.25,0.296875,0.322916666666667,2.5625,0.322916666666667,2,Bengali,Bengali,random,0,-3.625117,0.855266034603119,0.687624335289001,0.457643955945969,0.998874247074127,0.999732434749603,0.7740443,-0.033006515,0.9992721,0.99980927,0.85537374,-0.03287108,0.99887323,0.99973226,0.9901039,0.9755612,0.9998034,0.99995863,0.997821,0.9939914,-0.037471358,0.9999798,0.9982714,0.9981898,-0.037059337,0.99995327,-0.024744853
997,997,997,997,997,6,6,অক্ষাংশ,অক্ষ,okkʰaŋʃɔ,ɔkʰjɔ,Latitude,Axis,0.625,0.571428571428571,0.416666666666667,0.458333333333333,3.625,0.458333333333333,3,Bengali,Bengali,synonym,0,-12.199671,0.791279792785645,0.877408981323242,0.498016744852066,0.998549044132233,0.999890625476837,0.86700803,-0.034136664,0.9989103,0.9998541,0.7927052,-0.03448104,0.9985691,0.9998923,0.9628351,0.94995904,0.99983764,0.9997167,0.99640125,0.9945488,-0.036371388,0.9999919,0.9984022,0.9984378,-0.037119504,0.99994785,0.020662108
999,999,999,999,999,304,304,শেখা,শিকা,ʃekʰa,xika,Learning,learn,0.6,0.25,0.057291666666667,0.0625,0.59375,0.057291666666667,2,Bengali,Bengali,loan,1,3.5438566,0.91780424118042,0.73732453584671,0.407684862613678,0.998980700969696,0.998198747634888,0.82232255,-0.041147627,0.99961776,0.99915004,0.91775525,-0.043306105,0.9989883,0.99820405,0.97102964,0.9290954,0.9998286,0.99989754,0.9967277,0.9945112,-0.03708881,0.9999893,0.9974218,0.9981206,-0.03704345,0.9998914,0.03590814
1002,1002,1002,1002,1002,213,213,বিছা,ঘমা,bit͡ɕʰa,gʱɔma,Scorpion,Sweat,0.857142857142857,0.5,0.364583333333333,0.395833333333333,3.65625,0.390625,3,Bengali,Bengali,random,0,-10.757311,0.896473705768585,0.741093456745148,0.445488572120667,0.998895406723022,0.998830080032349,0.7928802,-0.036752354,0.9988165,0.9992703,0.8970355,-0.029997509,0.9988947,0.9988357,0.98231614,0.96469724,0.99992675,0.99990493,0.9953512,0.99420583,-0.037116654,0.99997115,0.99801826,0.9976864,-0.036941424,0.9999378,0.101771414
1003,1003,1003,1003,1003,58,58,কাতি,কাতি,kat̪i,kati,Kati,Kati,0.2,0,0.010416666666667,0.010416666666667,0.0625,0.010416666666667,0,Bengali,Bengali,loan,1,1.9494215,0.99999988079071,1,0.453902751207352,0.999944806098938,1,0.9636048,-0.043819837,0.9998346,0.999917,0.99999857,-0.04341443,0.9999455,1,0.98110425,0.94173324,0.9998174,0.99995893,0.9962524,0.9934951,-0.036970325,0.99997807,0.9983442,0.9983634,-0.037102774,0.9999478,0.05156894
1006,1006,1006,1006,1006,263,263,আবর,মেঘ,abɔrɔ,mɛgʱ,Abar,Clouds,1,0.8,0.558333333333333,0.633333333333333,5.05,0.633333333333333,3,Bengali,Bengali,synonym,0,-12.718992,0.815656125545502,0.649237453937531,0.409718602895737,0.999075651168823,0.999055445194244,0.7608663,-0.04129884,0.99946904,0.9995553,0.8161237,-0.04306902,0.9990859,0.99906373,0.96967095,0.9360056,0.9999105,0.9999343,0.9977602,0.99389595,-0.03707357,0.9999477,0.99846166,0.99766517,-0.03699012,0.9999665,-0.04445397
1007,1007,1007,1007,1007,133,133,ঢোল,চলা,ɖʱolɔ,sɔla,Drums,To walk,0.8,0,0.083333333333333,0.083333333333333,0.9375,0.083333333333333,3,Bengali,Bengali,random,0,-7.6322784,0.894110381603241,0.740843594074249,0.589273512363434,0.997352540493012,0.999715983867645,0.8016572,-0.031856816,0.99781096,0.9997795,0.89423525,-0.032632373,0.9973588,0.9997166,0.9841652,0.9609647,0.99834293,0.9998262,0.99525315,0.9900802,-0.036916703,0.9998653,0.998349,0.9983736,-0.037097074,0.9999456,-0.002253403
1009,1009,1009,1009,1009,253,253,মাত,মাত,mat̪,mat,The voice,The voice,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,-0.81695664,1,1,0.454572558403015,0.999727964401245,1,0.9795033,-0.038846742,0.99975026,0.9999509,0.99999976,-0.04000497,0.99972814,1.0000001,0.9854034,0.9544039,0.99995804,0.9999244,0.998114,0.9975331,-0.037084974,0.99999285,0.9983356,0.9983429,-0.03708409,0.99994755,0.004726492
1010,1010,1010,1010,1010,34,34,উদীচী,উত্তৰ,ud̪it͡ɕi,uttɔɹɔ,Udichi,answer,0.75,0.333333333333333,0.284722222222222,0.298611111111111,3.125,0.298611111111111,4,Bengali,Bengali,synonym,0,-9.2523155,0.863315165042877,0.758970677852631,0.46626603603363,0.996185779571533,0.998528897762299,0.814988,-0.04042135,0.9990252,0.9992244,0.86381173,-0.038483188,0.99620694,0.99853784,0.9601748,0.8898541,0.99972975,0.99989706,0.9948746,0.98721856,-0.03715497,0.999783,0.99860406,0.99769247,-0.036939986,0.9999628,-0.020141702
1012,1012,1012,1012,1012,98,98,চান,চান,t͡ɕan̪,san,Want,Want,0.666666666666667,0.333333333333333,0.083333333333333,0.083333333333333,1,0.083333333333333,0,Bengali,Bengali,loan,1,5.3155885,0.999999821186066,1,0.491315513849258,0.999848127365112,1,0.99684536,-0.03313917,0.99984795,0.99999166,0.99999976,-0.03355463,0.9998481,0.9999999,0.97545856,0.9613495,0.9999507,0.9999224,0.99749744,0.99588335,-0.03739921,0.99999374,0.99831676,0.9983092,-0.037084162,0.9999465,0.13017373
1017,1017,1017,1017,1017,245,245,ময়ূর,লহুন,me̯ur,lɔɦun,Peacock,Blood,0.8,0.6,0.275,0.325,3.05,0.295833333333333,5,Bengali,Bengali,random,0,-10.167343,0.919300556182861,0.657616496086121,0.412974536418915,0.99762487411499,0.999366819858551,0.7151085,-0.04462582,0.9985429,0.9995374,0.91945857,-0.041909687,0.997631,0.99936897,0.9704476,0.9562402,0.9998208,0.999688,0.9947331,0.9857509,-0.03778231,0.9999575,0.99788356,0.99733096,-0.03690198,0.99992937,0.00981775
1019,1019,1019,1019,1019,231,231,অন্ন,ভকত,on̪n̪ɔ,bʰɔkɔtɔ,Food,The devotee,0.857142857142857,0.666666666666667,0.385416666666667,0.423611111111111,3.77083333333333,0.420138888888889,4,Bengali,Bengali,synonym,0,-14.791252,0.873245179653168,0.678128242492676,0.517911612987518,0.995823919773102,0.999091982841492,0.7629645,-0.03565679,0.998868,0.99930626,0.87369704,-0.03744833,0.995844,0.9990938,0.9876961,0.9617392,0.99933445,0.9999243,0.9947347,0.98411816,-0.03699989,0.9998659,0.99796736,0.99786556,-0.03694123,0.9999341,0.02922536
1021,1021,1021,1021,1021,14,14,আমি,আমি,ami,ami,I,I,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,2.4763396,0.999999821186066,1,0.558566749095917,0.996638774871826,1,0.9991616,-0.043998502,0.9973389,0.999996,0.9999998,-0.0424317,0.9966403,0.9999999,0.97920525,0.96747506,0.999778,0.9997569,0.9968247,0.9918122,-0.03700757,0.9999263,0.9980949,0.99803364,-0.03703511,0.9999413,0.05857856
1024,1024,1024,1024,1024,55,55,কাঠ,ঘড়ী,kaʈʰɔ,gʱɔɹi,Wood,clock,1,0.5,0.401041666666667,0.427083333333333,4.5625,0.427083333333333,4,Bengali,Bengali,random,0,-9.864002,0.812314748764038,0.57500946521759,0.370414137840271,0.99981552362442,0.997782588005066,0.6631069,-0.050910436,0.9998077,0.99797004,0.81268764,-0.05070135,0.99981636,0.9977822,0.9714488,0.9588481,0.9997753,0.9997106,0.9957154,0.9936205,-0.036910582,0.99998194,0.99737585,0.9980154,-0.037010573,0.9998956,-0.020455446
1026,1026,1026,1026,1026,77,77,টুঁটি,গিলা,ʈũʈi,gila,Throat,Swallow,1,0.666666666666667,0.34375,0.364583333333333,3.625,0.364583333333333,5,Bengali,Bengali,synonym,0,-10.811175,0.782273948192596,0.668927252292633,0.489135235548019,0.995646297931671,0.997512578964233,0.7586216,-0.040498864,0.9971031,0.9984956,0.78253186,-0.040454872,0.9956538,0.9975172,0.98502284,0.94590086,0.9995477,0.99989754,0.9944082,0.9826337,-0.03671122,0.9999118,0.9977962,0.99771005,-0.03696739,0.99993455,0.023702376
1027,1027,1027,1027,1027,4,4,অগ্নি,মুঠি,oɡn̪i,mutʰi,Fire,Fist,0.8,0.75,0.208333333333333,0.229166666666667,4.53125,0.208333333333333,4,Bengali,Bengali,random,0,-7.586124,0.930366694927216,0.446685403585434,0.478434473276138,0.999796688556671,0.999087870121002,0.62069947,-0.03526597,0.99985623,0.99937713,0.9304919,-0.03188832,0.99979687,0.99909115,0.989125,0.96583843,0.9998662,0.99991435,0.996477,0.9956514,-0.036843374,0.9999907,0.9976644,0.99798274,-0.03701571,0.9999229,0.0164432
1028,1028,1028,1028,1028,51,51,কানাই,কৃষ্ণ,kan̪ai,kɽixnɔ,Kanai,Krishna,0.833333333333333,0.5,0.291666666666667,0.333333333333333,3.8125,0.319444444444444,4,Bengali,Bengali,synonym,0,-6.087407,0.84534764289856,0.666753947734833,0.4450463950634,0.99959522485733,0.997935891151428,0.73500735,-0.04072363,0.9996775,0.9983354,0.84567535,-0.040014125,0.99959755,0.9979462,0.9853879,0.95489603,0.9998462,0.9999187,0.99871135,0.99833083,-0.03719466,0.99999523,0.9986627,0.9973047,-0.036980767,0.9999746,0.065922156
1031,1031,1031,1031,1031,297,297,শাওন,শাওন,ʃaon̪,xaʊn,Shawn,Shawn,0.6,0.25,0.067708333333333,0.072916666666667,0.65625,0.067708333333333,0,Bengali,Bengali,loan,1,4.769696,1,1,0.478198796510696,0.999880135059357,1,0.94432163,-0.045434494,0.99909806,0.9998878,0.99999154,-0.04333,0.999878,0.9999999,0.9827951,0.95042616,0.9998897,0.99994916,0.99413997,0.98904204,-0.03705939,0.9999501,0.9983679,0.99838126,-0.037076045,0.99994797,-0.012003783
1032,1032,1032,1032,1032,76,76,গলা,গেলা,ɡɔla,gɛla,Throat,Swallow,0.5,0.25,0.244791666666667,0.270833333333333,2.0625,0.270833333333333,1,Bengali,Bengali,loan,1,6.2460833,0.886105954647064,0.858668804168701,0.493737071752548,0.995742678642273,0.998443901538849,0.88957524,-0.036743373,0.99665904,0.99867725,0.8863532,-0.036850818,0.99574864,0.99844664,0.98294854,0.9606473,0.99982,0.9999315,0.9925493,0.9861617,-0.036521107,0.99986434,0.9973827,0.9980296,-0.036994327,0.99989617,0.08827016
1033,1033,1033,1033,1033,166,166,নাম,নাম,n̪am,nam,Name,Name,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,2.3391469,0.999999463558197,1,0.428530156612396,0.999738276004791,1,0.9825458,-0.044576302,0.99966455,0.9999323,0.99999344,-0.042983484,0.99973935,0.9999999,0.9899374,0.9720793,0.99993104,0.9999243,0.9961212,0.99356455,-0.03716194,0.99997276,0.9980895,0.99804085,-0.03701783,0.99994385,0.05004237
1034,1034,1034,1034,1034,258,258,নিষ্ফল,মিছা,n̪iʃɸɔlɔ,misa,In vain,lie,0.875,0.571428571428571,0.44047619047619,0.482142857142857,3.625,0.479166666666667,5,Bengali,Bengali,synonym,0,-2.2232327,0.840589642524719,0.650430262088776,0.392955958843231,0.997580945491791,0.995516180992126,0.75181544,-0.033356823,0.9990901,0.9986232,0.8409735,-0.03039183,0.99758685,0.9955498,0.9737029,0.93472075,0.99935704,0.9996987,0.99449897,0.98628,-0.036386598,0.999972,0.99838006,0.99565375,-0.036961745,0.99998325,-0.052213084
1035,1035,1035,1035,1035,290,290,লাখ,চাক,lakʰ,sak,Millions,Wheels,0.5,0.333333333333333,0.055555555555556,0.055555555555556,1,0.055555555555556,2,Bengali,Bengali,random,0,-4.39964,0.879742503166199,0.648179769515991,0.439922243356705,0.999624252319336,0.999656558036804,0.7610258,-0.0379702,0.99968135,0.9997452,0.8801777,-0.037557654,0.99962664,0.9996582,0.9864504,0.93454146,0.9997743,0.9999089,0.99776906,0.9981743,-0.036923107,0.99999475,0.9981606,0.998405,-0.037103146,0.99993485,0.032208793
1036,1036,1036,1036,1036,18,18,ইজাজত,অনুমতি,id͡ʑad͡ʑɔt̪ɔ,ɔnumti,Permission,Permission,0.916666666666667,0.428571428571429,0.291666666666667,0.309523809523809,3.26785714285714,0.306547619047619,5,Bengali,Bengali,synonym,0,-13.875376,0.851824820041657,0.524264574050903,0.473103195428848,0.995106935501099,0.997529029846191,0.6823218,-0.032010492,0.997542,0.9988588,0.8521601,-0.0341373,0.99512374,0.9975418,0.9710791,0.931616,0.99971485,0.99991477,0.9940867,0.982845,-0.03731481,0.99968016,0.99863994,0.9972743,-0.0369908,0.99997425,-0.05150186
