,loan_word,original_word,loan_word_epitran,original_word_epitran,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
1301,गज़,گز,ɡəz,ɡz,1,1,0.8958333333333334,1.0,7.25,0.3333333333333333,1
1302,बदौलत,بدولت,bədɔːlət,bdvlt,4,3,2.1458333333333335,2.416666666666667,23.0,0.5,1
1303,वहशत,وحشت,vəɦʃət,vhʃt,3,2,1.8333333333333335,2.041666666666667,14.75,0.5,1
1304,हिरासत,آقا,ɦiraːsət,ɒɣɒ,8,5,4.020833333333333,4.5,34.125,1.0,0
1305,इब्तिदाई,عکس,ibtidaːiː,ʔks,9,6,4.104166666666667,4.541666666666666,36.625,1.0,0
1306,तालाब,تالاب,taːlaːb,tɒlɒb,4,0,0.25,0.25,3.0,0.5714285714285714,1
1307,तर्जुमा,ترجمه,tərd͡ʒumaː,trd͡ʒmh,4,3,2.041666666666667,2.2916666666666665,20.125,0.4,1
1308,ख़ुशहाली,خوشحالی,xuʃɦaːliː,xvʃhɒlj,6,2,0.6041666666666667,0.7083333333333334,12.625,0.6666666666666666,1
1309,जायदाद,جاداد,d͡ʒaːjdaːd,d͡ʒɒdɒd,5,1,1.1458333333333335,1.25,10.25,0.5,1
1310,नाज़ुक,شعله,naːzuk,ʃʔlh,6,5,1.6875000000000002,1.8333333333333333,23.125,1.0,0
1311,तक़रीबन,تقریباً,təqriːbən,tɣrjbɒً,6,3,2.1875,2.416666666666667,20.375,0.6666666666666666,1
1312,तर्जुमान,ترجمان,tərd͡ʒumaːn,trd͡ʒmɒn,4,2,1.9166666666666667,2.125,16.0,0.36363636363636365,1
1313,पश्मीना,پشمینه,pəʃmiːnaː,پʃmjnh,6,4,2.166666666666667,2.458333333333333,23.0,0.6666666666666666,1
1314,ख़ाक़ान,زنده باد,xaːqaːn,zndh bɒd,8,6,2.6875,2.9166666666666665,28.25,1.0,0
1315,गुज़श्ता,نازکی,ɡuzʃtaː,nɒzkj,6,4,1.7083333333333333,1.875,19.375,0.8571428571428571,0
1316,ख़बर,خبر,xəbər,xbr,2,2,1.7916666666666667,2.0,14.5,0.4,1
1317,ऐतराज़,جیب,æːtraːz,d͡ʒjb,7,4,2.2500000000000004,2.5833333333333335,22.0,1.0,0
1318,रिश्वत,رشوه,riʃvət,rʃvh,3,3,1.9791666666666667,2.2083333333333335,18.625,0.5,1
1319,फ़रार,فرار,fəraːr,frɒr,3,1,1.0208333333333335,1.125,8.75,0.5,1
1320,पुदीना,سست,pudiːnaː,sst,8,5,3.041666666666667,3.375,27.875,1.0,0
1321,ग़ोता,ریگ,ɣotaː,rjɡ,5,4,1.5625,1.8333333333333333,17.625,1.0,0
1322,महज़,گرم,məɦəz,ɡrm,5,4,2.4583333333333335,2.791666666666667,25.75,1.0,0
1323,क़ाज़ी,قاضی,qaːziː,ɣɒzj,5,1,0.375,0.41666666666666663,6.125,0.8333333333333334,1
1324,तह,ته,təɦ,th,2,1,0.9375,1.0416666666666667,7.5,0.6666666666666666,1
1325,आबला,آبله,aːblaː,ɒblh,4,1,0.375,0.4166666666666667,7.125,0.6666666666666666,1
1326,सलवार,آزاد,səlvaːr,ɒzɒd,7,4,2.333333333333333,2.583333333333333,22.5,1.0,0
1327,गुज़श्ता,گذشته,ɡuzʃtaː,ɡzʃth,3,2,1.1458333333333335,1.2916666666666667,12.875,0.42857142857142855,1
1328,शब,خط,ʃəb,xt,3,3,1.1875,1.3333333333333335,10.25,1.0,0
1329,बुज़दिल,فرض,buzdil,frz,5,4,2.9791666666666665,3.375,27.125,0.8333333333333334,0
1330,ख़ामोश,جشن,xaːmoʃ,d͡ʒʃn,6,4,2.5416666666666665,2.8333333333333335,27.25,1.0,0
1331,एवज़,عوض,evəz,ʔvz,2,2,1.1041666666666667,1.25,11.125,0.5,1
1332,आफ़ताब,آفتاب,aːftaːb,ɒftɒb,4,0,0.25,0.25,3.0,0.5714285714285714,1
1333,सलीब,شربت,səliːb,ʃrbt,6,3,1.5833333333333333,1.8333333333333333,19.75,1.0,0
1334,सूद,تیز,suːd,tjz,4,1,0.33333333333333337,0.37500000000000006,6.375,1.0,0
1335,अर्ज़ी,ارضی,arziː,ɒrzj,3,1,0.20833333333333331,0.25,3.875,0.6,1
1336,ख़याल,ریاست,xəjaːl,rjɒst,5,4,1.2083333333333335,1.4583333333333335,23.125,0.8333333333333334,0
1337,तंगी,چلم,təŋɡiː,t͡ʃlm,5,5,2.354166666666667,2.625,23.75,0.8333333333333334,0
1338,यहूदिया,مقدس,jəɦuːdijaː,mɣds,9,7,4.229166666666667,4.666666666666666,42.875,0.9,0
1339,ईमानदार,زکات,iːmaːndaːr,zkɒt,10,5,3.375,3.7916666666666665,33.375,1.0,0
1340,क़रार,قرار,qəraːr,ɣrɒr,4,1,1.1458333333333335,1.25,10.5,0.6666666666666666,1
1341,बारूद,آب,baːruːd,ɒb,7,4,2.854166666666667,3.25,24.375,1.0,0
1342,शहीद,شهید,ʃəɦiːd,ʃhjd,4,2,1.0625,1.2083333333333335,10.375,0.6666666666666666,1
1343,लश्करी,جادو,ləʃkəriː,d͡ʒɒdv,8,5,3.4375,3.833333333333333,33.125,1.0,0
1344,जलवा,جلوه,d͡ʒəlvaː,d͡ʒlvh,3,2,1.1458333333333335,1.2916666666666667,12.875,0.375,1
1345,तनहा,تنها,tənɦaː,tnhɒ,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
1346,पनीर,پنیر,pəniːr,پnjr,4,3,1.9166666666666667,2.1666666666666665,17.375,0.6666666666666666,1
1347,काबीना,کابینه,kaːbiːnaː,kɒbjnh,6,2,0.5,0.5833333333333333,10.0,0.6666666666666666,1
1348,अन्‍ताकिया,انطاکیه,an‍taːkijaː,ɒntɒkjh,7,2,1.3125,1.4583333333333333,14.875,0.6363636363636364,1
1349,बख़्त,بخت,bəxtə,bxt,2,2,1.7916666666666667,2.0,14.5,0.4,1
1350,सख़्त,سخت,səxtə,sxt,2,2,1.7916666666666667,2.0,14.5,0.4,1
1351,चाय,چای,t͡ʃaːj,t͡ʃɒj,2,0,0.125,0.125,1.5,0.3333333333333333,1
1352,मुनीम,منیب,muniːm,mnjb,4,3,1.1041666666666667,1.25,12.625,0.6666666666666666,1
1353,वफ़ादार,گور,vəfaːdaːr,ɡvr,8,5,3.875,4.291666666666667,32.375,0.8888888888888888,0
1354,चेहरा,چهره,t͡ʃeɦraː,t͡ʃhrh,4,2,1.1875,1.3333333333333335,13.125,0.5,1
1355,मालिश,مالش,maːliʃ,mɒlʃ,3,1,1.0208333333333335,1.125,8.75,0.5,1
1356,ज़ाहिर,ضلع,zaːɦir,zlʔ,5,2,2.125,2.4583333333333335,20.5,0.8333333333333334,0
1357,बल्कि,خامی,bəlki,xɒmj,5,4,1.5833333333333333,1.75,17.25,1.0,0
1358,दोस्ती,دوستی,dostiː,dvstj,3,2,0.4375,0.5416666666666666,10.875,0.5,1
1359,कारीगर,کارگر,kaːriːɡər,kɒrɡr,5,2,1.916666666666667,2.125,16.0,0.5555555555555556,1
1360,ज़र्रा,ذره,zərraː,zrh,4,2,1.9791666666666667,2.2916666666666665,16.875,0.6666666666666666,1
1361,मजबूर,دعوی,məd͡ʒbuːr,dʔvj,8,4,2.5,2.875,27.75,0.8888888888888888,0
1362,रूबरू,وارث,ruːbruː,vɒrs,6,3,1.75,2.083333333333333,21.875,0.8571428571428571,0
1363,मंशा,بازوبند,mənʃaː,bɒzvbnd,7,5,2.708333333333333,2.958333333333333,31.25,1.0,0
1364,नमूना,نمونه,nəmuːnaː,nmvnh,5,3,1.5,1.7083333333333335,21.375,0.625,1
1365,मेहरबान,مهربان,meɦrəbaːn,mhrbɒn,5,2,1.9583333333333335,2.166666666666667,16.25,0.5555555555555556,1
1366,तंगी,تنگی,təŋɡiː,tŋj,4,3,1.9166666666666667,2.1666666666666665,17.375,0.6666666666666666,1
1367,काफ़िर,کافر,kaːfir,kɒfr,3,1,1.0208333333333335,1.125,8.75,0.5,1
1368,मुर्ग़ाबी,امیر,murɣaːbiː,ɒmjr,8,6,3.479166666666667,4.0,35.875,0.8888888888888888,0
1369,साबित,ثابت,saːbit,sɒbt,3,1,1.0208333333333335,1.125,8.75,0.5,1
1370,हज़ार,هزار,ɦəzaːr,hzɒr,4,1,1.0625,1.1666666666666667,9.0,0.6666666666666666,1
1371,नतीजा,قافله,nətiːd͡ʒaː,ɣɒflh,10,5,2.0,2.208333333333333,26.75,1.0,0
1372,ख़ूबी,خوبی,xuːbiː,xvbj,4,2,0.4791666666666667,0.5833333333333334,11.375,0.6666666666666666,1
1373,कम-,کم,kəmə-,km,3,2,1.7916666666666667,2.0,14.5,0.6,1
1374,गर्मी,الف,ɡərmiː,ɒlf,6,3,2.229166666666667,2.5416666666666665,21.125,1.0,0
1375,बंदगी,روبارو,bəndɡiː,rvbɒrv,7,6,1.7083333333333333,2.125,35.0,1.0,0
1376,तख़्त,فیصله,təxtə,fjslh,5,5,0.8958333333333333,1.0416666666666665,16.625,1.0,0
1377,सिफ़त,سوریه,sifət,svrjh,4,4,0.9166666666666666,1.1666666666666667,19.5,0.8,0
1378,बलूचिस्तान,بلوچستان,bəluːt͡ʃistaːn,blvt͡ʃstɒn,6,3,2.2708333333333335,2.541666666666667,24.5,0.42857142857142855,1
1379,ख़बरनवीस,سایه,xəbrənviːs,sɒjh,10,7,5.041666666666666,5.666666666666667,45.625,1.0,0
1380,गर्दन,اذان,ɡərdən,ɒzɒn,5,2,2.020833333333334,2.2916666666666665,18.0,0.8333333333333334,0
1381,वीरान,ویران,viːraːn,vjrɒn,4,1,0.25,0.29166666666666663,4.375,0.5714285714285714,1
1382,जनाज़ा,نتیجه,d͡ʒənaːzaː,ntjd͡ʒh,10,6,1.8541666666666667,2.0416666666666665,25.5,1.0,0
1383,जज़ीरा,جزیره,d͡ʒəziːraː,d͡ʒzjrh,5,3,1.2708333333333335,1.4583333333333335,15.75,0.5,1
1384,क़द्र,خلق,qədrə,xlɣ,5,3,2.1458333333333335,2.458333333333333,23.625,1.0,0
1385,नौबत,नर,nɔːbət,नर,6,5,4.520833333333334,5.0,36.25,1.0,0
1386,फ़रोश,فروش,fəroʃ,frvʃ,2,2,1.2083333333333335,1.375,15.25,0.4,1
1387,सरकार,سرکار,sərkaːr,srkɒr,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
1388,मुश्किल,مشکل,muʃkil,mʃkl,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
1389,रोज़ी,بیلچه,roziː,bjlt͡ʃh,7,4,1.7291666666666665,2.0,24.375,1.0,0
1390,लाज़िम,لازم,laːzim,lɒzm,3,1,1.0208333333333335,1.125,8.75,0.5,1
1391,अंगूर,انگور,ŋɡuːr,ɒŋvr,4,3,0.7708333333333333,0.875,17.625,0.8,1
1392,निसार,که,nisaːr,kh,6,4,3.0833333333333335,3.5,27.25,1.0,0
1393,बरक़रार,برداشت,bərqəraːr,brdɒʃt,7,5,2.5625000000000004,2.958333333333333,25.875,0.7777777777777778,0
1394,लुत्फ़,دارو,lutfə,dɒrv,5,3,1.3958333333333335,1.5833333333333335,16.75,1.0,0
1395,कमर,باریک,kəmər,bɒrjk,5,4,1.0833333333333335,1.3333333333333335,15.875,1.0,0
1396,ज़हरीली,مکان,zəɦriːliː,mkɒn,9,6,3.3958333333333335,3.7916666666666665,34.125,1.0,0
1397,अंगूर,آچار,ŋɡuːr,ɒt͡ʃɒr,5,1,0.7291666666666666,0.7916666666666666,11.75,0.8333333333333334,0
1398,शुरू,شُرُوع,ʃuruː,ʃُrُvʔ,4,3,1.0208333333333335,1.3333333333333333,17.625,0.6666666666666666,1
1399,क़ालीन,تغلق,qaːliːn,tɣlɣ,6,4,1.6458333333333333,1.8333333333333333,22.875,0.8571428571428571,0
1400,ताजपोशी,پاشا,taːd͡ʒpoʃiː,پɒʃɒ,10,4,3.875,4.25,32.0,0.9090909090909091,0
1401,हद,عرض,ɦəd,ʔrz,3,1,0.4791666666666667,0.625,10.5,1.0,0
1402,नाइनसाफ़ी,خاطر,naːinsaːfiː,xɒtr,11,6,4.375,4.875,41.375,1.0,0
1403,आहिस्ता,گفتگو,aːɦistaː,ɡftɡv,7,5,1.9583333333333335,2.2083333333333335,30.375,0.875,0
1404,नुमाइश,تمنا,numaːiʃ,tmnɒ,6,4,2.4583333333333335,2.7083333333333335,26.75,0.8571428571428571,0
1405,मौला,مَوْلَى,mɔːlaː,mowْlæى,5,1,1.0208333333333335,1.125,8.5,0.7142857142857143,1
1406,सरंजाम,سرانجام,sərəɲd͡ʒaːm,srɒnd͡ʒɒm,5,1,1.2916666666666667,1.4166666666666667,11.625,0.45454545454545453,1
1407,रूद,گز,ruːd,ɡz,4,2,1.2083333333333335,1.4166666666666667,13.375,1.0,0
1408,सिरका,اژدها,sirkaː,ɒʒdhɒ,6,3,1.125,1.3333333333333333,24.125,1.0,0
1409,दस्तावेज़,دستاویز,dəstaːvez,dstɒvjz,4,2,1.1458333333333335,1.2916666666666667,11.625,0.4444444444444444,1
1410,बंदोबस्त,ایرانی,bəndobstə,ɒjrɒnj,9,7,3.6041666666666665,4.041666666666667,38.75,1.0,0
1411,रूबरू,روبارو,ruːbruː,rvbɒrv,5,3,1.6041666666666667,1.8333333333333335,24.25,0.7142857142857143,1
1412,नुसख़ा,तीर,nusxaː,तीर,6,5,4.520833333333333,5.0,36.25,1.0,0
1413,ग़ैर,غیر,ɣæːr,ɣjr,2,1,0.20833333333333334,0.25,3.875,0.5,1
1414,तुग़लक़,باکره,tuɣləq,bɒkrh,6,3,1.5,1.7083333333333333,16.375,1.0,0
1415,क़सीदा,قصیده,qəsiːdaː,ɣsjdh,6,3,1.3958333333333335,1.5833333333333335,17.5,0.75,1
1416,अमरूद,خاموشی,amruːd,xɒmvʃj,6,4,1.9791666666666667,2.2916666666666665,28.875,1.0,0
1417,दोआब,دهلیز,doaːb,dhljz,4,4,1.520833333333333,1.7083333333333335,18.875,0.8,0
1418,तौहीन,توهین,tɔːɦiːn,tvhjn,5,2,0.5208333333333334,0.625,11.625,0.7142857142857143,1
1419,मकान,جمع,məkaːn,d͡ʒmʔ,6,4,2.5833333333333335,2.8333333333333335,28.0,1.0,0
1420,शहमात,منتظر,ʃəɦmaːt,mntzr,7,6,2.1458333333333335,2.458333333333333,31.375,1.0,0
1421,कुंद,گنده,kundə,ɡndh,3,2,1.1458333333333333,1.2916666666666667,12.625,0.6,0
1422,जमात,جماعت,d͡ʒəmaːt,d͡ʒmɒʔt,3,2,0.9583333333333335,1.0833333333333333,16.0,0.375,1
1423,नामी-गिरामी,گرامی,naːmiː-ɡiraːmiː,ɡrɒmj,12,6,4.75,5.291666666666667,40.625,0.8,1
1424,नाज़ुकी,حوالدار,naːzukiː,hvɒldɒr,8,5,2.4791666666666665,2.8333333333333335,32.25,1.0,0
1425,दुख़्तर,کمی,duxtər,kmj,6,4,3.0833333333333335,3.5,30.0,1.0,0
1426,ख़ौफ़,گم,xɔːf,ɡm,4,2,1.1666666666666667,1.2916666666666665,12.375,1.0,0
1427,मेहरबानी,مهربانی,meɦrəbaːniː,mhrbɒnj,7,3,2.0833333333333335,2.3333333333333335,19.125,0.6363636363636364,1
1428,उस्ताद,استاد,ustaːd,ɒstɒd,3,0,0.25,0.25,3.0,0.5,1
1429,नरगिस,نرگس,nərɡis,nrɡs,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
1430,नादिरी,نادر,naːdiriː,nɒdr,5,2,1.916666666666667,2.125,16.0,0.625,1
1431,फ़र्ज़,جائز,fərzə,d͡ʒɒيʔz,7,2,1.6666666666666667,1.9166666666666665,17.625,1.0,0
1432,सहम,تیزاب,səɦəm,tjzɒb,5,3,0.5625,0.625,11.25,1.0,0
1433,मदद,مدد,mədəd,mdd,2,2,1.7916666666666667,2.0,14.5,0.4,1
1434,अतलस,اطلس,atləs,ɒtls,2,1,0.9791666666666667,1.0833333333333333,8.25,0.4,1
1435,ख़ानगी,زیره,xaːnɡiː,zjrh,7,5,1.7083333333333335,1.9583333333333335,20.25,1.0,0
1436,शलगम,شلغم,ʃəlɡəm,ʃlɣm,3,2,1.8333333333333335,2.041666666666667,15.5,0.5,1
1437,जहाँगीर,𑀫𑀽𑀲𑀮,d͡ʒəɦãːɡiːr,𑀫𑀽𑀲𑀮,11,6,6.229166666666666,7.0,50.75,1.0,0
1438,बेक़रार,بی‌قرار,beqraːr,bj‌ɣrɒr,5,1,0.375,0.41666666666666663,6.125,0.7142857142857143,1
1439,क़तार,یار,qətaːr,jɒr,5,3,2.1041666666666665,2.333333333333333,19.375,0.8333333333333334,0
1440,अंदाज़,اندازه,ndaːz,ɒndɒzh,4,2,1.916666666666667,2.125,16.0,0.6666666666666666,1
1441,फ़ैसला,فیصله,fæːslaː,fjslh,4,2,0.45833333333333337,0.5416666666666667,9.5,0.5714285714285714,1
1442,अजीब,Urdu spelling,ad͡ʒiːb,urdu spelling,11,8,6.791666666666668,7.541666666666666,56.75,0.8461538461538461,0
1443,तबाही,پیچ کش,təbaːɦiː,پjt͡ʃ kʃ,8,6,2.7708333333333335,3.083333333333333,32.75,1.0,0
1444,सितार,اشک,sitaːr,ɒʃk,6,3,2.4166666666666665,2.7083333333333335,23.625,1.0,0
1445,आचार,आचार,aːt͡ʃaːr,आचार,8,4,3.541666666666667,4.0,29.0,1.0,1
1446,बुरक़ा,سود,burqaː,svd,6,5,2.416666666666667,2.7916666666666665,23.0,1.0,0
1447,कबूतर,قالین,kəbuːtər,ɣɒljn,8,5,2.4999999999999996,2.833333333333333,26.625,1.0,0
1448,गुस्ताख़ी,مسکه,ɡustaːxiː,mskh,8,5,3.25,3.583333333333333,31.375,0.8888888888888888,0
1449,बिरयानी,بریانی,birjaːniː,brjɒnj,5,2,1.1458333333333335,1.2916666666666667,11.625,0.5555555555555556,1
1450,मग़ज़,مغول,məɣəz,mɣvl,3,3,1.25,1.4166666666666665,17.25,0.6,0
1451,अजीब,عجیب,ad͡ʒiːb,ʔd͡ʒjb,3,2,0.375,0.45833333333333337,7.25,0.42857142857142855,1
1452,आबरू,آبرو,aːbruː,ɒbrv,4,1,0.4791666666666667,0.5416666666666667,10.0,0.6666666666666666,1
1453,ग़रारा,یهودیه,ɣəraːraː,jhvdjh,8,5,1.4166666666666667,1.7916666666666667,32.625,1.0,0
1454,सर्द,قبول,sərdə,ɣbvl,5,5,1.7916666666666667,2.083333333333333,23.0,1.0,0
1455,इज़ाफ़ा,اضافه,izaːfaː,ɒzɒfh,5,1,0.5416666666666666,0.5833333333333333,9.125,0.7142857142857143,1
1456,एहसान,مهارت,eɦsaːn,mhɒrt,6,4,1.125,1.375,24.125,1.0,0
1457,शुतुरमुर्ग़,شترمرغ,ʃuturmurɣə,ʃtrmrɣ,4,4,3.5833333333333335,4.0,29.0,0.4,1
1458,मशहूर,بهترین,məʃɦuːr,bhtrjn,7,4,1.0208333333333335,1.2916666666666667,18.375,1.0,0
1459,इंतख़ाब,‫انتخاب‬,intxaːb,‫ɒntxɒb‬,5,0,0.29166666666666663,0.29166666666666663,3.5,0.625,1
1460,मालिक,مالک,maːlik,mɒlk,3,1,1.0208333333333335,1.125,8.75,0.5,1
1461,बहार,منصفانه,bəɦaːr,mnsfɒnh,7,5,2.6875,3.0416666666666665,31.25,1.0,0
1462,रक़्स,رقص,rəqsə,rɣs,3,2,1.916666666666667,2.125,16.25,0.6,1
1463,संगमरमर,سردار,səŋɡmərmər,srdɒr,7,6,4.791666666666667,5.333333333333333,41.125,0.7,0
1464,मगर,جلال,məɡər,d͡ʒlɒl,6,3,1.6875,1.9583333333333333,20.25,1.0,0
1465,ख़सरा,اردو,xəsraː,ɒrdv,5,4,1.666666666666667,2.0,23.75,0.8333333333333334,0
1466,पेशेवर,Urdu spelling,peʃevər,urdu spelling,11,6,4.4375,5.041666666666666,40.625,0.8461538461538461,1
1467,शिकार,جاداد,ʃikaːr,d͡ʒɒdɒd,7,3,0.8124999999999999,0.9166666666666666,11.625,1.0,0
1468,नाज़,نم,naːz,nm,3,2,1.125,1.25,11.875,0.75,0
1469,गर्दिश,گردش,ɡərdiʃ,ɡrdʃ,2,2,1.7916666666666667,2.0,14.5,0.3333333333333333,1
1470,मरीज़,قوت,məriːz,ɣvt,6,4,2.3333333333333335,2.7083333333333335,25.5,1.0,0
1471,ज़माना,زمانه,zəmaːnaː,zmɒnh,5,2,1.2708333333333335,1.4166666666666667,14.375,0.625,1
1472,दर्याई,سوراخ,dərjaːiː,svrɒx,7,3,1.6666666666666667,1.8749999999999998,25.125,0.875,0
1473,ख़ुशनवीसी,خُوشنَوِیسی,xuʃnəviːsiː,xُvʃnowejsj,8,4,1.7708333333333335,2.0,26.0,0.7272727272727273,1
1474,यतीम,روزمره,jətiːm,rvzmrh,6,4,1.9583333333333333,2.3333333333333335,29.375,1.0,0
1475,निगरानी,قدرت,niɡraːniː,ɣdrt,8,6,3.229166666666667,3.583333333333333,32.25,0.8888888888888888,0
1476,हलवा,خراب,ɦəlvaː,xrɒb,6,3,1.75,2.083333333333333,24.625,1.0,0
1477,बदौलत,سوداگر,bədɔːlət,svdɒɡr,7,5,1.9583333333333333,2.25,28.25,0.875,0
1478,शर्म,شرم,ʃərmə,ʃrm,2,2,1.7916666666666667,2.0,14.5,0.4,1
1479,पेचकस,پیچ کش,pet͡ʃkəs,پjt͡ʃ kʃ,5,3,2.0000000000000004,2.2500000000000004,18.125,0.625,1
1480,होशियार,سالانه,ɦoʃijaːr,sɒlɒnh,8,3,1.9583333333333335,2.2083333333333335,24.125,1.0,0
1481,बग़दाद,بغداد,bəɣdaːd,bɣdɒd,3,1,1.0208333333333335,1.125,8.75,0.42857142857142855,1
1482,तक़ाज़ा,تقاضا,təqaːzaː,tɣɒzɒ,6,1,1.2708333333333335,1.375,12.0,0.75,1
1483,वली,ولی,vəliː,vlj,3,2,1.0208333333333335,1.1666666666666667,10.125,0.6,1
1484,आसमान,آسمان,aːsmaːn,ɒsmɒn,4,0,0.25,0.25,3.0,0.5714285714285714,1
1485,हर्ज,پهره,ɦərd͡ʒə,پhrh,6,3,2.0625,2.291666666666667,19.125,0.8571428571428571,0
1486,रौनक़,مردم شماری,rɔːnəq,mrdm ʃmɒrj,9,7,4.416666666666666,4.916666666666666,44.625,0.9,0
1487,नरगिस,داخل,nərɡis,dɒxl,6,4,2.1458333333333335,2.4166666666666665,22.25,1.0,0
1488,लिसान,لِسَان,lisaːn,lesæɒn,3,1,0.9791666666666667,1.0833333333333333,8.25,0.5,1
1489,स्याह,پروردگار,sjaːɦ,پrvrdɡɒr,8,4,3.1458333333333335,3.6666666666666665,31.0,1.0,0
1490,फ़िरंगी,पैदाइश,firəŋɡiː,पैदाइश,8,7,6.229166666666666,7.0,50.75,1.0,0
1491,लाश,لاش,laːʃ,lɒʃ,2,0,0.125,0.125,1.5,0.5,1
1492,जवाब,توپچی,d͡ʒəvaːb,tvپt͡ʃj,8,4,1.75,1.9166666666666667,23.625,1.0,0
1493,ख़रगोश,خرگوش,xərɡoʃ,xrɡvʃ,2,2,1.2083333333333335,1.375,15.25,0.3333333333333333,1
1494,मिन्नत,وراثت,minnət,vrɒst,5,5,1.875,2.2083333333333335,28.625,0.8333333333333334,0
1495,मासूम,مَعْصُوم,maːsuːm,mæʔْsُvm,5,2,1.2916666666666667,1.4583333333333335,16.25,0.625,1
1496,नशा,میز,nəʃaː,mjz,5,3,1.2916666666666667,1.4583333333333335,12.75,1.0,0
1497,दर्रा,دره,dərraː,drh,4,2,1.9791666666666667,2.2916666666666665,16.875,0.6666666666666666,1
1498,ताज,گستاخ,taːd͡ʒ,ɡstɒx,6,2,2.2083333333333335,2.4166666666666665,19.375,1.0,0
1499,ताकि,تا که,taːki,tɒ kh,3,1,0.33333333333333337,0.375,6.625,0.6,1
1500,बख़्शिश,وَ,bəxʃiʃ,væ,6,4,3.7708333333333335,4.166666666666666,31.125,1.0,0
1501,चिराग़,دیوار,t͡ʃiraːɣ,djvɒr,7,4,0.8541666666666666,1.125,13.75,0.875,0
1502,ख़्वाबगाह,بین,xvaːbɡaːɦ,bjn,8,6,3.9583333333333335,4.374999999999999,35.5,0.8888888888888888,0
1503,कारख़ाना,کارخانه,kaːrxaːnaː,kɒrxɒnh,6,1,0.5,0.5416666666666667,8.625,0.6,1
1504,ख़ुशबू,خرگوش,xuʃbuː,xrɡvʃ,5,3,1.125,1.375,20.75,0.8333333333333334,0
1505,जशन,جشن,d͡ʒəʃən,d͡ʒʃn,2,2,1.7916666666666667,2.0,14.5,0.2857142857142857,1
1506,सदरी,داروغه,sədriː,dɒrvɣh,6,4,1.6875000000000002,2.0416666666666665,21.75,1.0,0
1507,बग़ावत,بغاوت,bəɣaːvət,bɣɒvt,4,2,1.916666666666667,2.125,16.0,0.5,1
1508,मीर,تمام,miːr,tmɒm,4,2,1.3958333333333333,1.5833333333333333,13.375,1.0,0
1509,परवानगी,پروانگی,pərvaːnɡiː,پrvɒŋj,8,4,3.041666666666667,3.375,28.25,0.8,1
1510,एहसान,احسان,eɦsaːn,ɒhsɒn,4,0,0.29166666666666663,0.29166666666666663,3.25,0.6666666666666666,1
1511,बिरयानी,ضمانت,birjaːniː,zmɒnt,8,5,2.6458333333333335,3.0000000000000004,31.0,0.8888888888888888,0
1512,सितारा,ستاره,sitaːraː,stɒrh,5,2,1.2708333333333335,1.4166666666666667,14.375,0.625,1
1513,मसल,دریائی,məsəl,drjɒيʔj,7,4,1.9791666666666667,2.291666666666667,28.125,1.0,0
1514,कद्दू,کدو,kədduː,kdv,4,3,1.9583333333333335,2.208333333333333,16.75,0.6666666666666666,1
1515,ओहदा,عهده,oɦdaː,ʔhdh,4,2,0.5833333333333334,0.6666666666666667,10.75,0.8,1
1516,किशवर,خفه,kiʃvər,xfh,6,3,2.9375,3.3333333333333335,25.375,1.0,0
1517,यारी,یاری,jaːriː,jɒrj,4,1,0.25,0.29166666666666663,4.375,0.6666666666666666,1
1518,मामूली,معمولی,maːmuːliː,mʔmvlj,6,3,0.7708333333333334,0.9166666666666666,16.25,0.6666666666666666,1
1519,तलाक़,طلاق,təlaːq,tlɒɣ,4,1,1.1458333333333335,1.25,10.5,0.6666666666666666,1
1520,गुलदान,خوش آمدید,ɡuldaːn,xvʃ ɒmdjd,9,5,2.5625,2.7916666666666665,26.75,1.0,0
1521,रंज,گرجستان,rəɲd͡ʒə,ɡrd͡ʒstɒn,7,5,2.7708333333333335,3.041666666666667,31.625,0.7777777777777778,0
1522,इनकार,حیوانیت,inkaːr,hjvɒnjt,7,5,2.8541666666666665,3.2083333333333335,32.125,1.0,0
1523,ख़ुदकुशी,خودکشی,xudkuʃiː,xvdkʃj,4,3,1.3333333333333335,1.5416666666666667,18.125,0.5,1
1524,पर,𑀧𑀭𑀺,pər,𑀧𑀭𑀺,3,3,2.625,3.0,21.75,1.0,1
1525,इस्लाम,اسلام,islaːm,ɒslɒm,3,0,0.29166666666666663,0.29166666666666663,3.5,0.5,1
1526,जल्द,جسور,d͡ʒəldə,d͡ʒsvr,4,4,1.4583333333333335,1.75,18.25,0.5714285714285714,0
1527,हम-,ولایت,ɦəmə-,vlɒjt,5,3,1.7916666666666667,1.9583333333333335,23.875,1.0,0
1528,ख़ातिर,خاطر,xaːtir,xɒtr,3,1,1.0208333333333335,1.125,8.75,0.5,1
1529,गिरोह,نجمی,ɡiroɦ,nd͡ʒmj,6,4,1.8333333333333333,2.0833333333333335,26.5,1.0,0
1530,बुनियाद,بنیاد,bunijaːd,bnjɒd,4,2,1.9166666666666667,2.125,16.0,0.5,1
