,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
382,All_languages,Romancier,romancier,ʀoːmaŋkiːʀ,ʀɔmɑ̃sjəʀ,Novelist,novelist,-3.2684447999999997,0.8700376152992249,0.6764992475509644,loan
383,All_languages,Massaker,massacre,masɑːkɐ,masakʀ,massacre,massacre,0.27354625,0.6228228211402893,0.6272410750389099,loan
384,All_languages,Likör,liqueur,liːkøːʀ,likœʀ,liqueur,liqueur,-0.26487458,0.80144202709198,0.7010483741760254,loan
385,All_languages,Appell,appel,apɛl,apəl,Appeal,appel,-1.9394164,0.8706614375114441,0.5619013905525208,loan
386,All_languages,Kaskade,cascade,kaskɑːdə,kaskad,Cascade,cascade,-0.8009887,0.7910331487655641,0.7585563659667969,loan
387,All_languages,Chauvinist,chauviniste,xaufiːnɪst,ʃovinist,Chauvinist,chauvinist,-11.583911,0.9420838952064514,0.8262226581573486,loan
388,All_languages,Selen,sélénium,zeːlən,selenjœ̃,Selenium,selenium,-12.124937,0.8055058717727661,0.6977949142456055,loan
389,All_languages,Praliné,praliner,pʀɑːliːneː́,pʀalinəʀ,Praline,pralines,-6.585335700000001,0.8022941350936891,0.6023745536804199,loan
390,All_languages,infektiös,infectieux,ɪnfɛktiːøːs,ɛ̃fɛksjœ,infectious,infectious,-5.323815,0.9068023562431335,0.5719431638717651,loan
391,All_languages,Jalousie,jalousie,jɑːloːuːsiːə,ʒaluzi,Jealousy,jealousy,-1.829086,0.9269305467605592,0.7346203327178955,loan
392,All_languages,Intendant,intendant,ɪntəndant,ɛ̃tɑ̃dɑ̃,Steward,steward,-5.7926965,0.8386579155921936,0.6169835329055786,loan
393,All_languages,Dossier,dossier,dɔsiːʀ,dɔsjəʀ,Dossier,dossier,-1.9532846000000001,0.6796619892120361,0.7953059673309326,loan
394,All_languages,delikat,délicat,deːliːkɑːt,delika,delicate,delicate,-1.1795999,0.871043860912323,0.6122530698776245,loan
395,All_languages,Fabrikant,fabriquant,fapʀiːkant,fabʀikɑ̃,Manufacturer,manufacturer,-2.4358804,0.8812825679779053,0.7831929326057434,loan
396,All_languages,Moral,morale,moːʀɑːl,mɔʀal,Moral,morale,-0.99670374,0.8304665684700012,0.5577196478843689,loan
397,All_languages,Postillion,postillon,pɔstɪliːoːn,pɔstijɔ̃,Postillion,postilion,-2.2421446,0.7306749224662781,0.7289556264877319,loan
398,All_languages,Imagination,imagination,iːmɑːɡiːnɑːt͡siːoːn,imaʒinasjɔ̃,Imagination,imagination,-9.058518,0.9005028009414673,0.8363862037658691,loan
399,All_languages,Hangar,hangar,hɑːŋɑːʀ,ɑ̃ɡaʀ,Hangar,hangar,-5.7660613,0.8795865178108215,0.8257091045379639,loan
400,All_languages,Anarchist,anarchiste,ɑːnaʀxɪst,anaʀʃist,Anarchist,anarchist,-6.090135,0.8704804182052612,0.6714951395988464,loan
401,All_languages,amourös,amoureux,ɑːmoːuːʀøːs,amuʀœ,amourös,lover,-4.3290534,0.8298819065093994,0.743881106376648,loan
402,All_languages,Barrikade,barricade,baʀiːkɑːdə,baʀʀikad,Barricade,barricade,-6.09425,0.7592242360115051,0.7420713901519775,loan
403,All_languages,Poetik,poétique,poːeːtiːk,pœ́tik,Poetic,poetic,-0.8484078000000002,0.8528375625610352,0.4965010285377502,loan
404,All_languages,Bambule,bamboula,bambuːlə,bɑ̃bula,Reveal them,bamboula,-2.9477031000000005,0.9214877486228944,0.6306809186935425,loan
405,All_languages,Avance,avance,ɑːfaŋkə,avɑ̃s,Advance,advance,-1.9842746999999998,0.802567720413208,0.5111891627311707,loan
406,All_languages,Contenance,contenance,kɔntənaŋkə,kɔ̃tənɑ̃s,Capacity,capacity,-2.4968507,0.9443225264549256,0.7026743888854979,loan
407,All_languages,agacieren,agacer,ɑːɡɑːkiːʀən,aɡazəʀ,agitate,annoy,-0.5568294,0.8912457823753357,0.7515745759010315,loan
408,All_languages,intrigant,intrigant,ɪntʀiːçant,ɛ̃tʀiɡɑ̃,intriguing,intriguing,-5.134608,0.9999998807907104,0.9999991059303284,loan
409,All_languages,Ampere,strong,ampəʀə,stʀɔ̃ɡ,Ampere,strong,-9.410998,0.5747504234313965,0.5367333292961121,loan
410,All_languages,Fauteuil,fauteuil,fautoːyːiːl,fotœj,Armchair,armchair,-2.3748302000000003,0.7160353660583496,0.6651520729064941,loan
411,All_languages,Ökumenopolis,œcumenopolis,øːkuːmənoːpoːliːs,œkymənɔpɔli,Ecumenical Police,œcumenopolis,-12.373669,0.9480357170104979,0.7548487782478333,loan
412,All_languages,Diskothek,discothèque,dɪskoːteːk,diskɔtə̀k,discotheque,nightclub,-5.419996299999999,0.8582006096839905,0.5316116213798523,loan
413,All_languages,riskant,risquant,ʀɪskant,ʀiskɑ̃,risky,risking,-1.1817182,0.7684170007705688,0.8422602415084839,loan
414,All_languages,Brikett,briquette,pʀiːkɛt,bʀikɛt,Briquette,briquette,-3.6965091,0.9164981842041016,0.6236883997917175,loan
415,All_languages,Parcours,parcours,paʀkoːʊʀs,paʀkuʀ,Journey,journey,0.47247183,0.7574946284294128,0.5228685736656189,loan
416,All_languages,Spontaneität,spontanéité,ʃpɔntɑːnaitæːt,spɔ̃taneite,spontaneity,spontaneity,-4.348644999999999,0.9209544658660888,0.6209063529968262,loan
417,All_languages,Étang,étang,eː́taŋk,etɑ̃ɡ,Pond,pond,-0.43664830000000004,0.8726409077644348,0.5592440366744995,loan
418,All_languages,Necessaire,nécessaire,neːkɛsaiʀə,nezɛsɛʀ,Necessary,necessary,-0.5310644,0.8484709858894348,0.5040749907493591,loan
419,All_languages,Persiflage,persiflage,pəʀsɪflɑːɡə,pɛʀsiflaʒ,persiflage,persiflage,-9.89706,0.8761061429977417,0.8986514806747437,loan
420,All_languages,Boutique,boutique,boːuːtɪkvə,butik,Boutique,boutique,-4.4754076,0.8881843090057373,0.8521283864974976,loan
421,All_languages,Krepp,crêpe,kʀɛp,kʀə̂p,Crepe,crepe,-0.9582978999999999,0.8149024248123169,0.52320396900177,loan
422,All_languages,Kulisse,coulisse,kuːlɪsə,kulis,backdrop,backstage,-0.7531233,0.9169223308563232,0.7071295976638794,loan
423,All_languages,Porträt,portrait,pɔʀtʀæːt,pɔʀtʀɛ,portrait,portrait,-0.17139335,0.7428624033927917,0.5403016805648804,loan
424,All_languages,Bouquet,Bouquet,boːʊkveːt,bukɛ,Bouquet,Bouquet,-3.5511133999999998,0.9999998807907104,0.9999991059303284,loan
425,All_languages,Garantie,garantie,ɡɑːʀantiːə,ɡaʀɑ̃ti,Guarantee,guarantee,-4.518591000000001,0.8338255882263184,0.6787118315696716,loan
426,All_languages,diaphan,diaphane,diːɑːfɑːn,djafan,diaphan,diaphanous,-2.7585745,0.9805129170417786,0.6456677913665771,loan
427,All_languages,Klavier,clavier,klɑːfiːʀ,klavjəʀ,Piano,keyboard,-1.3262761,0.6304200291633606,0.8942831754684448,loan
428,All_languages,formidabel,formidable,fɔʀmiːdɑːbeːl,fɔʀmidabl,formidable,formidable,-2.6674626,0.8816319704055786,0.866083562374115,loan
429,All_languages,kommerziell,commercial,kɔməʀt͡sɪl,kɔmɛʀsjal,commercial,commercial,-10.9072075,0.6240008473396301,0.7450650930404663,loan
430,All_languages,Expertise,expertise,ɛkspəʀtiːsə,ɛkspɛʀtiz,Expertise,expertise,-5.4139843,0.457285225391388,0.8156309127807617,loan
431,All_languages,leger,léger,leːɡɐ,leʒəʀ,leger,light,-6.5695567,0.8896577954292297,0.5933931469917297,loan
432,All_languages,illuster,illustre,ɪlʊstɐ,ijystʀ,illuster,illustrated,-2.1843057,0.8563476800918579,0.846307098865509,loan
433,All_languages,arriviert,arriver,aʀiːfɪʀt,aʀʀivəʀ,arriviert,arrive,-5.760929,0.80768221616745,0.7854847908020021,loan
434,All_languages,intellektuell,intellectuel,ɪntɛlɛktuːɛl,ɛ̃tɛlɛktyl,intellectual,intellectual,-5.774674,0.9334201216697692,0.7184556722640991,loan
435,All_languages,phylogenesis,Phylogenese,phylogenesis*,fyːloːɡəneːsə,phylogenesis,Phylogenese,-2.1833975,0.918712317943573,0.7742871046066284,loan
436,All_languages,alles anderes ist Menschenwerk,alles,eɪlz anderes* ist* menschenwerk*,aleːs,everything else is man-made,everything,-44.547215,0.9313725233078004,0.5796732902526855,loan
437,All_languages,Basel-Landschaft,Basel-Landschaft,basel-landschaft*,bɑːseːl-lant͡ʃaft,Basel countryside,Basel countryside,-5.2523885,0.9999999403953552,1.0,loan
438,All_languages,autological,autologisch,autological*,autoːloːɡiːʃ,autological,autological,-5.538997,0.8452874422073364,0.8004147410392761,loan
439,All_languages,kummel,Kümmel,kummel*,kʏmeːl,chamomile,Caraway seeds,-1.0948597,0.8884475231170654,0.7064424157142639,loan
440,All_languages,homoeopath,Homöopath,homoeopath*,hoːmøːpɑːt,homoeopath,Homöopath,-2.8629436000000004,0.9474050402641296,0.7997317910194397,loan
441,All_languages,gneiss,Gneis,naɪs,knais,gneiss,Gneiss,-4.6740949999999994,0.927967369556427,0.700045108795166,loan
442,All_languages,Jost,Jost,ʤɑst,jɔst,Jost,Jost,-3.5598165999999996,0.999999701976776,1.0,loan
443,All_languages,Afterlehen,Afterlehen,afterlehen*,aftəʀleːən,Afterlehen,Afterlehen,-2.2312,0.9999998807907104,1.0,loan
444,All_languages,Kaiserslautern,Kaiserslautern,kaiserslautern*,kaisəʀslautəʀn,Kaiserslautern,Kaiserslautern,-3.3478968,0.9999997615814208,1.0,loan
445,All_languages,lederhosen,Lederhose,lederhosen*,leːdəʀhoːsə,lederhosen,leather pants,-2.1624223999999996,0.9277855157852172,0.6920119524002075,loan
446,All_languages,Spiegelman,Spiegelmann,ˈspigəlmən,ʃpiːɡɛlman,Spiegelman,,-2.1113205,0.9633371233940125,0.9196827411651612,loan
447,All_languages,bergshrund,Bergschrund,bergshrund*,bəʀɡʃʀʊnt,bergschrund,Bergschrund,-4.6125207,0.8466439843177795,0.7211078405380249,loan
448,All_languages,Mittelstaedt,Mittelstädt,ˈmɪtɪlstɛt,mɪtɛlstæːt,Mittelstaedt,middle town,-1.79358,0.947811484336853,0.7584869265556335,loan
449,All_languages,enzyme,Enzym,ˈɛnˌzaɪm,ənt͡syːm,enzyme,Enzymes,-2.5773314999999997,0.6103295683860779,0.6099604368209839,loan
450,All_languages,basset horn,Bassetthorn,ˈbæsɪt hɔrn,basɛthɔʀn,basset horn,Bassetthorn,-2.8301342000000003,0.6832512617111206,0.694685697555542,loan
451,All_languages,Lipschutz,Lipschütz,ˈlɪpʃəts,lɪpʃyːt͡s,Lipschutz,Lipschütz,-2.3525436,0.8566225171089172,0.7662193179130554,loan
452,All_languages,gegenion,gegen,gegenion*,ɡeːɡən,counterion,against,-2.7307782000000005,0.2970387935638428,0.4822320640087128,loan
453,All_languages,Katzenklavier,Katzenklavier,katzenklavier*,kɑːt͡səŋklɑːfiːʀ,cat piano,cat piano,-3.9403672,0.9999985694885254,1.0,loan
454,All_languages,grammatischer Wechsel,grammatischer Wechsel,grammatischer* ˈwɛksəl,kʀamɑːtiːʃəʀ vɛkseːl,grammatical change,grammatical change,-27.657365999999996,0.9999998807907104,1.0,loan
455,All_languages,Joachimsthaler,Joachimsthaler,joachimsthaler*,joːɑːxɪmstɑːlɐ,Joachimsthaler,Joachimsthaler,-3.2863413999999995,0.9999998807907104,1.0,loan
456,All_languages,sprachbund,Sprachbund,sprachbund*,ʃpʀaxbʊnt,Sprachbund,Sprachbund,-3.2921525999999997,0.8375521898269653,0.7817817926406859,loan
457,All_languages,biandry,Biandrie,biandry*,biːantʀiːə,biandry,Biandrie,-5.0688934,0.9295190572738647,0.7855927348136902,loan
458,All_languages,Betzold,Betzold,ˈbɛtzoʊld,beːt͡sɔlt,Betzold,Betzold,-2.3935244,0.9999998807907104,1.0,loan
459,All_languages,spangenhelm,Spangenhelm,spangenhelm*,ʃpɑːŋənhɛlm,spangenhelm,Spangenhelm,-5.346513,0.8995850086212158,0.8622655272483826,loan
460,All_languages,Andrist,Andrist,ˈændrɪst,antʀɪst,Andrist,Andrist,-3.2136703,0.9999998807907104,1.0,loan
461,All_languages,Dost,Dost,dɑst,dɔst,Dost,Dost,-2.2455453999999997,0.9999997615814208,1.0,loan
462,All_languages,Brecheisen,Brecheisen,ˈbrɛkaɪsən,pʀeːxaisən,crowbar,crowbar,-4.420074,0.9999998807907104,1.0,loan
463,All_languages,Künstlerroman,Künstlerroman,künstlerroman*,kʏnstləʀʀoːmɑːn,artist novel,artist novel,-11.062756,1.0,1.0,loan
464,All_languages,Eckey,Eckey,eckey*,ɛkai,Eckey,Eckey,-2.7427049,0.999999463558197,1.0,loan
465,All_languages,schnitzel,Schnitzel,schnitzel*,ʃniːt͡seːl,schnitzel,Schnitzel,-2.2605026,0.9273014664649964,0.8465031981468201,loan
466,All_languages,hexenmeister,Hexenmeister,hexenmeister*,hɛksənmaɪstɐ,Sorcerer,Sorcerer,-6.508148,0.943522810935974,0.6549590229988098,loan
467,All_languages,singspiel,Singspiel,singspiel*,zɪŋspiːl,singing game,singspiel,-4.374497,0.8594944477081299,0.8980684876441956,loan
468,All_languages,Kloth,Kloth,klɑθ,kloːt,Kloth,Kloth,-3.5174232000000005,0.9999997615814208,1.0,loan
469,All_languages,Lechtenberg,Lechtenberg,ˈlɛktənbərg,lɛxtənbəʀk,Lechtenberg,Lechtenberg,-2.9565587000000004,0.999999701976776,1.0,loan
470,All_languages,Hiester,Hiester,ˈhaɪɪstər,hɪstɐ,Hiester,Hiester,-3.4949657999999997,0.9999992847442628,1.0,loan
471,All_languages,folklorism,Folklorismus,folklorism*,fɔlkloːʀɪsmuːs,folklorism,folklorism,-5.511701599999999,0.9396281838417052,0.6213116049766539,loan
472,All_languages,Sen,Sen,sɛn,zən,Sen,Sen,-2.22915,0.999999463558197,1.0,loan
473,All_languages,thalweg,Thalweg,thalweg*,talveːk,thalweg,Thalweg,-5.777042400000001,0.9290563464164734,0.8973574042320251,loan
474,All_languages,Krause,Krause,krɔs,kʀausə,frill,frill,-3.5113722999999997,0.999999463558197,1.0,loan
475,All_languages,Speth,Speth,spɛθ,ʃpeːt,Speth,Speth,-2.014303,0.9999997615814208,1.0,loan
476,All_languages,Berggruen,Berggrün,berggruen*,bəʀɡkʀyːn,Berggruen,Berggrün,-2.5544564999999997,0.9137996435165404,0.7911598086357117,loan
477,All_languages,Umwelt,Umwelt,umwelt*,ʊmvɛlt,environment,environment,-3.5354300000000003,0.9999998211860656,1.0,loan
478,All_languages,loden,Loden,ˈloʊdən,loːdən,lead,Lead,-0.37354112,0.8035275936126709,0.678483247756958,loan
479,All_languages,meerschaum,Meerschaum,meerschaum*,mɛʀʃaum,meerschaum,sea ​​foam,-4.766614,0.9309398531913756,0.8315162062644958,loan
480,All_languages,Anschluss,Anschluss,ˈɑnʃlus,anʃlʊs,connection,connection,-4.8999120000000005,0.999999701976776,1.0,loan
481,All_languages,allele,Allel,əˈlɛli,aleːl,allele,allele,-2.6279445,0.8868485689163208,0.7288942933082581,loan
482,All_languages,Neuendorf,Neuendorf,ˈnuəndɔrf,noːyːəndɔʀf,Neuendorf,Neuendorf,-4.2804055,0.999999463558197,1.0,loan
483,All_languages,zwischenschach,Zwischenschach,zwischenschach*,t͡sviːʃənʃɑːx,intermediate,intermediate check,-8.819606,0.9168921709060668,0.8127819895744324,loan
484,All_languages,Steffensmeier,Steffensmeier,ˈstɛfɪnsmaɪər,ʃtɛfənsmaiɐ,Steffensmeier,Steffensmeier,-2.6204946,0.9999998807907104,1.0,loan
485,All_languages,dulcian,Dulzian,dulcian*,dʊlt͡siːɑːn,dulcian,Dulzian,-4.214117,0.9236987233161926,0.7109865546226501,loan
486,All_languages,spiel,Spiel,spil,ʃpiːl,spiel,Spiel,-1.3763735000000001,0.7896680235862732,0.8182266354560852,loan
487,All_languages,Petter,Ludewig,ˈpɛtər,luːdeːviːk,Petter,Ludewig,-5.560097,0.8096659183502197,0.6427101492881775,loan
488,All_languages,Platte,Platte,plæt,platə,Platte,Platte,-2.4444613,0.9999992847442628,1.0,loan
489,All_languages,Antifa,Antifa,antifa*,antiːfɑː,Antifa,Antifa,-3.7120218,0.9999998211860656,1.0,loan
490,All_languages,peptide,Peptid,ˈpɛpˌtaɪd,pɛptiːt,peptide,Peptides,-0.5447502,0.9102985858917236,0.7008446455001831,loan
491,All_languages,Menschanschauung,Menschanschauung,menschanschauung*,mənʃanʃauʊŋk,human view,human view,-13.509962,0.9999998807907104,1.0,loan
492,All_languages,Uecker,Uecker,ˈʊkər,uːɛkɐ,Uecker,Uecker,-4.603346,0.9999998807907104,1.0,loan
493,All_languages,arginine,Arginin,arginine*,aʀɡiːniːn,arginine,arginine,-3.1047559,0.9445067644119264,0.6353304982185364,loan
494,All_languages,Engelken,Engelken,ˈɛŋgɪlkən,ənɡɛlkən,angels,angels,-7.0120735,0.9999995827674866,1.0,loan
495,All_languages,stauchwall,Stauchwall,stauchwall*,ʃtaʊxval,stauchwall,Stauchwall,-3.2387216,0.9211142659187316,0.7669967412948608,loan
496,All_languages,aufeis,Aufeis,aufeis*,aufais,on ice,On ice,-1.8160735000000001,0.8997447490692139,0.8534604907035828,loan
497,All_languages,Römertopf,Römertopf,römertopf*,ʀøːməʀtoːp͡f,Römertopf,Römertopf,-2.9832103,0.9999998807907104,1.0,loan
498,All_languages,Seck,Seck,sɛk,zɛk,Seck,Seck,-2.0965974,0.9999995231628418,1.0,loan
499,All_languages,homosexual,Homosexual,ˌhoʊmoʊˈsɛkʃuəl,hoːmoːsɛksuːɑːl,homosexual,Homosexual,-6.4360685,0.6934300065040588,0.6774787306785583,loan
500,All_languages,triskeles,Triskeles,triskeles*,tʀɪskeːleːs,triskeles,Triskeles,-3.8288982000000003,0.951769471168518,0.8913663029670715,loan
501,All_languages,apophenia,Apophänie,apophenia*,ɑːpoːfæːniːə,apophenia,Apophänie,-7.202418300000001,0.8933137655258179,0.5491812825202942,loan
502,All_languages,Siebold,Siebold,ˈsiˌboʊld,ziːbɔlt,Siebold,Siebold,-2.3982894,0.9999997615814208,1.0,loan
503,All_languages,Brennecke,Brennecke,ˈbrɛnɪk,pʀənnɛkə,Brennecke,Brennecke,-8.591426,0.9999997615814208,1.0,loan
504,All_languages,Eichholz,Eiche,ˈaɪkhoʊlz,aixə,Oak wood,Oak,-4.069914,0.6846126317977905,0.7645369172096252,loan
505,All_languages,vagile,vagil,vagile*,fɑːɡiːl,vagile,vagil,-2.034533,0.9429636597633362,0.7854055762290955,loan
506,All_languages,boom,bummen,bum,bʊmən,boom,bummen,-4.552987,0.7944455742835999,0.7403503060340881,loan
507,All_languages,biotin,Biotin,ˈbaɪətən,biːoːtiːn,biotin,Biotin,-2.3522923,0.9441714882850648,0.613825798034668,loan
508,All_languages,allopathy,Allopathie,allopathy*,aloːpɑːtiːə,allopathy,Allopathie,-2.1454582,0.8190861344337463,0.6074693202972412,loan
509,All_languages,Frauenfeld,Frauenfeld,frauenfeld*,fʀauənfɛlt,Frauenfeld,Frauenfeld,-3.0477366000000004,0.9999998211860656,1.0,loan
510,All_languages,cytosine,Cytosin,cytosine*,kyːtoːsiːn,cytosine,Cytosin,-2.9463274,0.9497072696685792,0.7097161412239075,loan
511,All_languages,frikadellen,Frikadellen,frikadellen*,fʀiːkɑːdɛlən,meatballs,meatballs,-3.407656,0.9204594492912292,0.8581897020339966,loan
512,All_languages,wheedle,*wēþlōną,wheedle*,*veː̄þloː̄nɑː̨,wheedle,* wēþlōną,-0.22237583,0.805389940738678,0.5345923900604248,loan
513,All_languages,alpenstocker,alpenstöcker,alpenstocker*,alpənstœkɐ,alpenstocker,alpenstöcker,-1.6215565,0.9660860896110536,0.7712116837501526,loan
514,All_languages,neoteny,Neotenie,niˈɑtəni,neːoːtəniːə,neoteny,Neoteny,-5.203456,0.8668166995048523,0.6355060935020447,loan
515,All_languages,Stieglitz,Stieglitz,ˈstiglɪts,ʃtiːɛkliːt͡s,Stieglitz,Stieglitz,-7.3771960000000005,0.9999998211860656,1.0,loan
516,All_languages,meridian,Meridian,mərˈɪdiən,məʀiːdiːɑːn,meridian,Meridian,-0.4134963,0.7398209571838379,0.7625940442085266,loan
517,All_languages,ur-continent,Urkontinent,ur-continent*,ʊʀkɔntiːnənt,ur-continent,Urkontinent,-4.5649752999999995,0.8625615835189819,0.6889856457710266,loan
518,All_languages,ergotamine,Ergotamin,ergotamine*,əʀɡoːtɑːmiːn,ergotamine,Ergotamine,-1.0733982,0.8716973066329956,0.6266646385192871,loan
519,All_languages,Arklitten,Arklitten,arklitten*,aʀklɪtən,Arklitten,Arklitten,-3.3260012000000003,0.9999998807907104,0.9999991655349731,loan
520,All_languages,Ferenț,Ferenc,ferent͡s,fɛrɛnt͡s,Ferenț,Ferenc,-2.7885234,0.8036299347877502,0.5280776619911194,loan
521,All_languages,cetlui,csatolni,t͡ʃetlui,t͡ʃɒtolni,bind,to attach,-7.576998,0.853593647480011,0.6158972382545471,loan
522,All_languages,Măcicășești,Macskás,mət͡ʃikəʃeʃti,mɒt͡ʃkaːʃ,Măcicăşeşti,Cat,-3.0685241000000003,0.756653368473053,0.6202082633972168,loan
523,All_languages,Vașcău,Vaskoh,vaʃkəu,vɒʃkoh,Vaşcău,Vaskoh,-2.1393419999999996,0.8375194072723389,0.6943776607513428,loan
524,All_languages,Cuzdrioara,Kozárvár,kuzdrioara,kozaːrvaːr,Cuzdrioara,Kozárvár,-6.1621766,0.8533332943916321,0.7270762324333191,loan
525,All_languages,Oaș,Avas,oaʃ,ɒvɒʃ,Oas,Avas,-2.888233,0.7584633231163025,0.69200599193573,loan
526,All_languages,iobag,jobbágy,iobaɡ,jobːaːɟ,iobag,serf,0.0726755,0.742819607257843,0.5597538948059082,loan
527,All_languages,Derșida,Derzsida,derʃida,dɛrʒidɒ,Derşida,Dersida,-2.335777,0.9373084902763368,0.7818241119384766,loan
528,All_languages,târnaț,tornác,tɨrnat͡s,tornaːt͡s,belabour,porch,-2.4369001,0.8557518124580383,0.6921467781066895,loan
529,All_languages,Orosfaia,Oroszfája,orosfaia,orosfaːjɒ,Orosfaia,His lioness,-4.547955,0.9172731041908264,0.6592978835105896,loan
530,All_languages,Otelec,Ótelek,otelek,oːtɛlɛk,The calf,Old food,-4.454413,0.879787266254425,0.8055250644683838,loan
531,All_languages,Beregsău Mic,Berekszó,bereɡsəu mik,bɛrɛksoː,,Inquiry,-2.4848779999999997,0.8577638268470764,0.6439934372901917,loan
532,All_languages,Haioș,Hajós,haioʃ,hɒjoːʃ,Haio,Sailor,-0.26745483,0.8365973830223083,0.6779907941818237,loan
533,All_languages,vig,vég,viɡ,veːɡ,vig,end,-0.9633620999999999,0.7553691267967224,0.5505271553993225,loan
534,All_languages,Toboș,Dobos,toboʃ,doboʃ,Toboș,Drummer,-1.3652948,0.8816198706626892,0.6817943453788757,loan
535,All_languages,Roua,Rava,roua,rɒvɒ,Dew,Rava,-2.141411,0.7814506292343141,0.7836207151412964,loan
536,All_languages,Chileni,Kilyén,kileni,kijeːn,Chileni,Kilyén,-4.7559657,0.8524838089942932,0.6809539794921875,loan
537,All_languages,Chintelnic,Kentelke,kintelnik,kɛntɛlkɛ,Chintelnic,Kentelke,-0.8877763000000001,0.90485417842865,0.7009860873222351,loan
538,All_languages,Frențiu,Ferenc,frent͡siu,fɛrɛnt͡s,Frenţiu,Ferenc,-1.5464145,0.8401374220848083,0.5950541496276855,loan
539,All_languages,țintirim,cinterem,t͡sintirim,t͡sintɛrɛm,we aim,cine,-5.837903,0.8934812545776367,0.7933651208877563,loan
540,All_languages,Cubulcut,Köbölkút,kubulkut,købølkuːt,Cubulcut,Cube well,-1.7829471999999997,0.8736746311187744,0.6387459635734558,loan
541,All_languages,Grințieș,gerinces,ɡrint͡sieʃ,ɡɛrint͡sɛʃ,Grinţieş,vertebrate,-4.0319905,0.6591363549232483,0.7222680449485779,loan
542,All_languages,Feniș,Fényes,feniʃ,feːɲɛʃ,Feniș,Bright,-0.6291563,0.8430134654045105,0.746193528175354,loan
543,All_languages,lacăt,lakat,lakət,lɒkɒt,lock,elbow,-1.5788858000000001,0.8788613677024841,0.631796658039093,loan
544,All_languages,Jdioara,Zsidóvár,ʒdioara,ʒidoːvaːr,Jdioara,Jewish castle,-2.3156817000000003,0.8028743863105774,0.6836736798286438,loan
545,All_languages,Nicula,Mikola,nikula,mikolɒ,Nicula,Mikola,-4.201499,0.9088406562805176,0.7746519446372986,loan
546,All_languages,Andrid,Endréd,andrid,ɛndreːd,Android,Endred,-3.2039967000000003,0.833591103553772,0.7469173669815063,loan
547,All_languages,berc,berek,berk,bɛrɛk,cradle,themselves,-2.1496958999999998,0.8585753440856934,0.8217595219612122,loan
548,All_languages,Prod,Pród,prod,proːd,Prod,Pród,-1.3556046,0.8046913146972656,0.8157999515533447,loan
549,All_languages,Chiriș,Kőris,kiriʃ,køːriʃ,Chiriș,Ash,-1.4541385,0.7899903655052185,0.7247786521911621,loan
550,All_languages,sudui,szidni,sudui,sidni,Far away,scold,-2.2620763999999998,0.8417502641677856,0.6229123473167419,loan
551,All_languages,chinez,kenéz,kinez,kɛneːz,Chinese,anointed,-1.3856694,0.8505590558052063,0.6963430047035217,loan
552,All_languages,honved,honvéd,honved,honveːd,honved,Honvéd,0.56780624,0.83987957239151,0.5215200781822205,loan
553,All_languages,Micloșoara,Miklósvár,mikloʃoara,mikloːʃvaːr,Micloşoara,Miklósvár,-7.5560284,0.8197453618049622,0.5816463828086853,loan
554,All_languages,Daneș,Dános,daneʃ,daːnoʃ,Danes,Give us,-0.10712409,0.8899877667427063,0.6359514594078064,loan
555,All_languages,pârcălab,porkoláb,pɨrkəlab,porkolaːb,Parcalab,tips,-3.5764275000000003,0.9092742800712584,0.8015832901000977,loan
556,All_languages,Verșești,Veres,verʃeʃti,vɛrɛʃ,Verşeşti,Veres,-3.5646467000000004,0.8074712753295898,0.684886634349823,loan
557,All_languages,lior,löre,lior,lørɛ,lior,loose,0.22941199,0.8886979222297668,0.5802731513977051,loan
558,All_languages,Ileș,Illés,ileʃ,ilːeːʃ,Ileș,Elijah,-0.936507,0.8661020398139954,0.588757336139679,loan
559,All_languages,Rugănești,Rugon,ruɡəneʃti,ruɡon,Ruganesti,Rougon,-9.89756,0.7741826772689819,0.7579774856567383,loan
560,All_languages,Starchiojd,kövesd,starkioʒd,køvɛʃd,Starchiojd,follow,-6.924398399999999,0.8572708368301392,0.6948137283325195,loan
561,All_languages,Nandra,Nándor,nandra,naːndor,Nandra,Nándor,-2.2702777000000003,0.6328656077384949,0.7321280837059021,loan
562,All_languages,Biușa,Bősháza,biuʃa,bøːʃhaːzɒ,Biuşa,Her home,-0.6997616999999999,0.8696686625480652,0.6684231758117676,loan
563,All_languages,hibă,hiba,hibə,hibɒ,glitch,fault,-2.0018713,0.887772798538208,0.5835466980934143,loan
564,All_languages,Horlacea,Hortlaka,horlat͡ʃea,hortlɒkɒ,Horlacea,Hortlaka,-2.9616293999999996,0.8789319396018982,0.7884231805801392,loan
565,All_languages,Virismort,Vörösmart,virismort,vørøʃmɒrt,Virismort,Red March,-5.241531,0.8618200421333313,0.6661510467529297,loan
566,All_languages,Secaș,Székás,sekaʃ,seːkaːʃ,Secas,Chaired,0.55805314,0.8672370910644531,0.5178386569023132,loan
567,All_languages,firiz,fürész,firiz,fyreːs,Firoz,saw,-3.8038445,0.8439412713050842,0.5935340523719788,loan
568,All_languages,Moacșa,Maksa,moakʃa,mɒkʃɒ,Moacșa,Pay,-6.82971,0.8142497539520264,0.7384114265441895,loan
