word,ipas
तर्जुमान,"['/t̪əɾ.d͡ʒʊ.mɑːn/', '[t̪əɾ.d͡ʒʊ.mä̃ːn̪]']"
तलाक़,"['/t̪ə.lɑːk/', '[t̪ə.l̪äːk]', '/t̪ə.lɑːq/', '[t̪ə.l̪äːq]']"
तल्ख़,"['/t̪əlkʰ/', '[t̪əl̪kʰ]', '/t̪əlx/', '[t̪əl̪x]']"
तल्ख़ी,"['/t̪əl.kʰiː/', '[t̪əl̪.kʰiː]', '/t̪əl.xiː/', '[t̪əl̪.xiː]']"
तवज्जो,"['/t̪ə.ʋəd͡ʒ.d͡ʒoː/', '[t̪ə.ʋəd̚.d͡ʒoː]']"
तशद्दुद,"['/t̪ə.ʃəd̪.d̪ʊd̪/', '[t̪ə.ʃəd̪̚.d̪ʊd̪]']"
तश्तरी,['/t̪əʃ.t̪ə.ɾiː/']
तसमा,"['/t̪əs.mɑː/', '[t̪əs̪.mäː]']"
तसल्ली,"['/t̪ə.səl.liː/', '[t̪ə.s̪əl̪.l̪iː]']"
तस्दीक़,"['/t̪əs.d̪iːk/', '[t̪əs̪.d̪iːk]', '/t̪əs.d̪iːq/', '[t̪əs̪.d̪iːq]']"
तस्वीर,"['/t̪əs.ʋiːɾ/', '[t̪əs̪.ʋiːɾ]']"
तह,['/t̪ɛɦ/']
तहसील,"['/t̪əɦ.siːl/', '[t̪ɛɦ.s̪iːl̪]']"
ताउम्र,"['/t̪ɑː.ʊm.ɾᵊ/', '[t̪äː.ʊ̃m.ɾᵊ]']"
ताक़त,"['/t̪ɑː.kət̪/', '[t̪äː.kət̪]', '/t̪ɑː.qət̪/', '[t̪äː.qət̪]']"
ताकि,"['/t̪ɑː.kiː/', '[t̪äː.kiː]']"
ताज,"['/t̪ɑːd͡ʒ/', '[t̪äːd͡ʒ]']"
ताजपोशी,"['/t̪ɑːd͡ʒ.poː.ʃiː/', '[t̪äːd͡ʒ.poː.ʃiː]']"
ताज़ा,"['/t̪ɑː.d͡ʒɑː/', '[t̪äː.d͡ʒäː]', '/t̪ɑː.zɑː/', '[t̪äː.zäː]']"
तादाद,"['/t̪ɑː.d̪ɑːd̪/', '[t̪äː.d̪äːd̪]']"
ताबूत,[]
तार,[]
तारीख़,"['/t̪ɑː.ɾiːkʰ/', '[t̪äː.ɾiːkʰ]', '/t̪ɑː.ɾiːx/', '[t̪äː.ɾiːx]']"
तालाब,"['/t̪ɑː.lɑːb/', '[t̪äː.l̪äːb]']"
तालीम,"['/t̪ɑː.liːm/', '[t̪äː.l̪ĩːm]', '/t̪a.lim/', '[t̪a.liːm]']"
ताल्लुक़,"['/t̪ɑːl.lʊk/', '[t̪äːl̪.l̪ʊk]', '/t̪ɑːl.lʊq/', '[t̪äːl̪.l̪ʊq]']"
ताशकंद,"['/t̪ɑːʃ.kənd̪/', '[t̪äːʃ.kə̃n̪d̪]']"
तिजारत,[]
तीर,"['/t̪iːɾ/', '[t̪ir]']"
तीरंदाज़,"['/t̪iː.ɾən.d̪ɑːd͡ʒ/', '[t̪iː.ɾə̃n̪.d̪äːd͡ʒ]', '/t̪iː.ɾən.d̪ɑːz/', '[t̪iː.ɾə̃n̪.d̪äːz]']"
तीरंदाज़ी,"['/t̪iː.ɾən.d̪ɑː.d͡ʒiː/', '[t̪iː.ɾə̃n̪.d̪äː.d͡ʒiː]', '/t̪iː.ɾən.d̪ɑː.ziː/', '[t̪iː.ɾə̃n̪.d̪äː.ziː]']"
तीली,"['/t̪iː.liː/', '[t̪iː.l̪iː]']"
तुक्का,"['/t̪ʊk.kɑː/', '[t̪ʊk̚.käː]']"
तुग़लक़,"['/t̪ʊɡ.lək/', '[t̪ʊɡ.l̪ək]', '/t̪ʊɣ.ləq/', '[t̪ʊɣ.l̪əq]']"
तुर्क,['/t̪ʊɾk/']
तुर्किस्तान,"['/t̪ʊɾ.kɪs.t̪ɑːn/', '[t̪ʊɾ.kɪs̪.t̪ä̃ːn̪]']"
तुर्की,['/t̪ʊɾ.kiː/']
तूफ़ान,"['/t̪uː.pʰɑːn/', '[t̪uː.pʰä̃ːn̪]', '/t̪uː.fɑːn/', '[t̪uː.fä̃ːn̪]']"
तेज़,[]
तेज़ाब,"['/t̪eː.d͡ʒɑːb/', '[t̪eː.d͡ʒäːb]', '/t̪eː.zɑːb/', '[t̪eː.zäːb]']"
तेहरान,"['/t̪eːɦ.ɾɑːn/', '[t̪eːɦ.ɾä̃ːn̪]']"
तैयार,[]
तोती,['/t̪oː.t̪iː/']
तोप,[]
तोपची,['/t̪oːp.t͡ʃiː/']
तोहफ़ा,"['/t̪oːɦ.pʰɑː/', '[t̪oːɦ.pʰäː]', '/t̪oːɦ.fɑː/', '[t̪oːɦ.fäː]']"
तौहीन,"['/t̪ɔː.ɦiːn/', '[t̪ɔː.ɦĩːn̪]']"
दंग,"['/d̪əŋɡ/', '[d̪ə̃ŋɡ]']"
दंगल,"['/d̪əŋ.ɡəl/', '[d̪ə̃ŋ.ɡəl̪]']"
दंगा,"['/d̪əŋ.ɡɑː/', '[d̪ə̃ŋ.ɡäː]']"
दंदान,"['/d̪ən.d̪ɑːn/', '[d̪ə̃n̪.d̪ä̃ːn̪]']"
दफ़तर,"['/d̪əpʰ.t̪əɾ/', '/d̪əf.t̪əɾ/']"
दफ़ा,"['/d̪ə.pʰɑː/', '[d̪ə.pʰäː]', '/d̪ə.fɑː/', '[d̪ə.fäː]']"
दफ़्तर,[]
दम,"['/d̪əm/', '[d̪ə̃m]', '/d̪ə.mᵊ/', '/d̪əm/', '[d̪ə̃m]', '/d̪əm/', '[d̪ə̃m]', '/dɐ́.mɐ/', '/ˈd̪ɐ.mɐ/']"
दमिश्क़,"['/d̪ə.mɪʃk/', '/d̪ə.mɪʃq/']"
दर,['/d̪əɾ/']
दरअसल,"['/d̪ə.ɾə.səl/', '[d̪ə.ɾə.s̪əl̪]']"
दरख़ास्त,"['/d̪əɾ.kʰɑːst̪/', '[d̪əɾ.kʰäːs̪t̪]', '/d̪əɾ.xɑːst̪/', '[d̪əɾ.xäːs̪t̪]']"
दरख़्त,"['/d̪ə.ɾəkʰt̪/', '/d̪ə.ɾəxt̪/']"
दरगाह,"['/d̪əɾ.ɡɑːɦ/', '[d̪əɾ.ɡäːɦ]']"
दरबार,"['/d̪əɾ.bɑːɾ/', '[d̪əɾ.bäːɾ]', '/d̪əɾ.baɾ/']"
दरमियान,"['/d̪əɾ.mɪ.jɑːn/', '[d̪əɾ.mi.jä̃ːn̪]']"
दरवाज़ा,"['/d̪əɾ.ʋɑː.d͡ʒɑː/', '[d̪əɾ.ʋäː.d͡ʒäː]', '/d̪əɾ.ʋɑː.zɑː/', '[d̪əɾ.ʋäː.zäː]']"
दरवान,[]
दरवेश,['/d̪əɾ.ʋeːʃ/']
दराज़,"['/d̪ə.ɾɑːd͡ʒ/', '[d̪ə.ɾäːd͡ʒ]', '/d̪ə.ɾɑːz/', '[d̪ə.ɾäːz]']"
दरिंदा,"['/d̪ə.ɾɪn.d̪ɑː/', '[d̪ə.ɾɪ̃n̪.d̪äː]']"
दरोग़,[]
दरोग़ा,"['/d̪ə.ɾoː.ɡɑː/', '[d̪ə.ɾoː.ɡäː]', '/d̪ə.ɾoː.ɣɑː/', '[d̪ə.ɾoː.ɣäː]']"
दर्ज,['/d̪əɾd͡ʒ/']
दर्ज़ी,"['/d̪əɾ.d͡ʒiː/', '/d̪əɾ.ziː/']"
दर्जा,"['/d̪əɾ.d͡ʒɑː/', '[d̪əɾ.d͡ʒäː]']"
दर्द,['/d̪əɾd̪/']
दर्या,['/d̪əɾ.ja/']
दर्याई,[]
दर्रा,[]
दलील,"['/d̪ə.liːl/', '[d̪ə.l̪iːl̪]']"
दस्तख़त,[]
दस्ता,[]
दस्तावेज़,[]
दहन,"['/d̪ə.ɦən/', '[d̪ɛ.ɦɛ̃n̪]', '/dɐ.ɦɐ.nɐ/', '/ˈd̪ɐ.ɦɐ.n̪ɐ/']"
दहलीज़,"['/d̪əɦ.liːd͡ʒ/', '[d̪ɛɦ.l̪iːd͡ʒ]', '/d̪əɦ.liːz/', '[d̪ɛɦ.l̪iːz]']"
दहेज़,"['/d̪ə.ɦeːd͡ʒ/', '/d̪ə.ɦeːz/']"
दाख़िल,"['/d̪ɑː.kʰɪl/', '[d̪äː.kʰɪl̪]', '/d̪ɑː.xɪl/', '[d̪äː.xɪl̪]']"
दाग़,"['/d̪ɑːɡ/', '[d̪äːɡ]', '/d̪ɑːɣ/', '[d̪äːɣ]']"
-दान,"['/d̪ɑːn/', '[d̪ä̃ːn̪]']"
दामन,"['/d̪ɑː.mən/', '[d̪äː.mə̃n̪]']"
दामाद,"['/d̪ɑː.mɑːd̪/', '[d̪äː.mäːd̪]']"
-दार,[]
दारचीनी,"['/d̪ɑːɾ.t͡ʃiː.niː/', '[d̪äːɾ.t͡ʃiː.n̪iː]']"
दारू,"['/d̪ɑː.ɾuː/', '[d̪äː.ɾuː]']"
दावा,"['/d̪ɑː.ʋɑː/', '[d̪äː.ʋäː]']"
दास्तान,"['/d̪ɑːs.t̪ɑːn/', '[d̪äːs̪.t̪ä̃ːn̪]']"
दिक़्क़त,"['/d̪ɪk.kət̪/', '[d̪ɪk̚.kət̪]', '/d̪ɪq.qət̪/']"
दिरम,"['/d̪ɪ.ɾəm/', '[d̪ɪ.ɾə̃m]']"
दिलचस्प,"['/d̪ɪl.t͡ʃəsp/', '[d̪ɪl̪.t͡ʃəs̪p]']"
दिलबर,"['/d̪ɪl.bəɾ/', '[d̪ɪl̪.bəɾ]']"
दिलरुबा,"['/d̪ɪl.ɾʊ.bɑː/', '[d̪ɪl̪.ɾʊ.bäː]']"
दिलासा,"['/d̪ɪ.lɑː.sɑː/', '[d̪ɪ.l̪äː.s̪äː]']"
दिलेरी,"['/d̪ɪ.leː.ɾiː/', '[d̪ɪ.l̪eː.ɾiː]']"
दीदार,"['/d̪iː.d̪ɑːɾ/', '[d̪iː.d̪äːɾ]']"
दीवान,"['/d̪iː.ʋɑːn/', '[d̪iː.ʋä̃ːn̪]']"
दीवानगी,"['/d̪iː.ʋɑːn.ɡiː/', '[d̪iː.ʋä̃ːn̪.ɡiː]']"
दीवार,"['/d̪iː.ʋɑːɾ/', '[d̪iː.ʋäːɾ]']"
दुकान,"['/d̪ʊ.kɑːn/', '[d̪ʊ.kä̃ːn̪]']"
दुख़्तर,"['/d̪ʊkʰ.t̪əɾ/', '/d̪ʊx.t̪əɾ/']"
दुम,[]
दुरुस्त,"['/d̪ʊ.ɾʊst̪/', '[d̪ʊ.ɾʊs̪t̪]', '/d̪u.ɾus.t̪ə/']"
दुश्मन,"['/d̪ʊʃ.mən/', '[d̪ʊʃ.mə̃n̪]', '[d̪usmʌn]']"
दुश्मनी,[]
दुश्वार,"['/d̪ʊʃ.ʋɑːɾ/', '[d̪ʊʃ.ʋäːɾ]']"
दूरबीन,"['/d̪uːɾ.biːn/', '[d̪uːɾ.bĩːn̪]']"
देर,['/d̪eːɾ/']
देव,"['/d̪eːʋ/', '/dɐj.ʋɐ́/', '/ˈd̪eː.ʋɐ/']"
देह,"['/dɐj.ɦɐ/', '/ˈd̪eː.ɦɐ/']"
दोआब,"['/d̪oː.ɑːb/', '[d̪oː.äːb]']"
दोस्त,"['/d̪oːst̪/', '[d̪oːs̪t̪]']"
दोस्ताना,"['/d̪oːs.t̪ɑː.nɑː/', '[d̪oːs̪.t̪äː.n̪äː]']"
दोस्ती,[]
दौर,['/d̪ɔːɾ/']
दौलतमंद,"['/d̪ɔː.lət̪.mənd̪/', '[d̪ɔː.l̪ət̪.mə̃n̪d̪]']"
नक़ल,"['/nə.kəl/', '[n̪ə.kəl̪]', '/nə.qəl/', '[n̪ə.qəl̪]']"
नक़ली,"['/nək.liː/', '[n̪ək.l̪iː]', '/nəq.liː/', '[n̪əq.l̪iː]']"
नक़ाब,"['/nə.kɑːb/', '[n̪ə.käːb]', '/nə.qɑːb/', '[n̪ə.qäːb]']"
नक़ाबपोश,"['/nə.kɑːb.poːʃ/', '[n̪ə.käːb̚.poːʃ]', '/nə.qɑːb.poːʃ/', '[n̪ə.qäːb̚.poːʃ]']"
नक़्क़ाशी,"['/nək.kɑː.ʃiː/', '[n̪ək̚.käː.ʃiː]', '/nəq.qɑː.ʃiː/', '[n̪əq.qäː.ʃiː]']"
नक़्शा,"['/nək.ʃɑː/', '[n̪ək.ʃäː]', '/nəq.ʃɑː/', '[n̪əq.ʃäː]']"
नग़मा,"['/nəɡ.mɑː/', '[n̪əɡ.mäː]', '/nəɣ.mɑː/', '[n̪əɣ.mäː]']"
नज़र,"['/nə.d͡ʒəɾ/', '[n̪ə.d͡ʒəɾ]', '/nə.zəɾ/', '[n̪ə.zəɾ]']"
नज़रिया,"['/nə.d͡ʒə.ɾɪ.jɑː/', '[n̪ə.d͡ʒə.ɾi.jäː]', '/nə.zə.ɾɪ.jɑː/', '[n̪ə.zə.ɾi.jäː]']"
नजूमी,"['/nə.d͡ʒuː.miː/', '[n̪ə.d͡ʒuː.miː]']"
नज्द,"['/nəd͡ʒd̪/', '[n̪əd͡ʒd̪]']"
नतीजा,"['/nə.t̪iː.d͡ʒɑː/', '[n̪ə.t̪iː.d͡ʒäː]']"
नदारद,"['/nə.d̪ɑː.ɾəd̪/', '[n̪ə.d̪äː.ɾəd̪]']"
नफ़रत,"['/nəpʰ.ɾət̪/', '[n̪əpʰ.ɾət̪]', '/nəf.ɾət̪/', '[n̪əf.ɾət̪]']"
नम,[]
नमक,"['/nə.mək/', '[n̪ə.mək]']"
नमकीन,[]
नमाज़,"['/nə.mɑːd͡ʒ/', '[n̪ə.mäːd͡ʒ]', '/nə.mɑːz/', '[n̪ə.mäːz]']"
नमी,"['/nə.miː/', '[n̪ə.miː]']"
नमूना,"['/nə.muː.nɑː/', '[n̪ə.muː.n̪äː]']"
नर,"['/nəɾ/', '[n̪əɾ]', '/nɐ́.ɾɐ/', '/ˈn̪ɐ.ɾɐ/']"
नरगिस,"['/nəɾ.ɡɪs/', '[n̪əɾ.ɡɪs̪]']"
नरम,"['/nə.ɾəm/', '[n̪ə.ɾə̃m]']"
नवाज़,"['/nə.ʋɑːd͡ʒ/', '[n̪ə.ʋäːd͡ʒ]', '/nə.ʋɑːz/', '[n̪ə.ʋäːz]']"
नवीद,[]
नशा,"['/nə.ʃɑː/', '[n̪ə.ʃäː]']"
नसीहत,"['/nə.siː.ɦət̪/', '[n̪ə.s̪iː.ɦət̪]']"
नस्तालीक़,"['/nəs.t̪ɑː.liːk/', '[n̪əs̪.t̪äː.l̪iːk]', '/nəs.t̪ɑː.liːq/', '[n̪əs̪.t̪äː.l̪iːq]']"
नस्ल,"['/nəs.lᵊ/', '[n̪əs̪.l̪ᵊ]']"
ना-,"['/nɑː/', '[n̪äː]']"
नाइनसाफ़ी,"['/nɑː.ɪn.sɑː.pʰiː/', '[n̪äː.ɪ̃n̪.s̪äː.pʰiː]', '/nɑː.ɪn.sɑː.fiː/', '[n̪äː.ɪ̃n̪.s̪äː.fiː]']"
नाख़ून,"['/nɑː.kʰuːn/', '[n̪äː.kʰũːn̪]', '/nɑː.xuːn/', '[n̪äː.xũːn̪]']"
नाज़,"['/nɑːd͡ʒ/', '[n̪äːd͡ʒ]', '/nɑːz/', '[n̪äːz]']"
नाज़ुक,[]
नाज़ुकी,"['/nɑː.d͡ʒʊ.kiː/', '[n̪äː.d͡ʒʊ.kiː]', '/nɑː.zʊ.kiː/', '[n̪äː.zʊ.kiː]']"
नादान,"['/nɑː.d̪ɑːn/', '[n̪äː.d̪ä̃ːn̪]']"
नादानी,"['/nɑː.d̪ɑː.niː/', '[n̪äː.d̪äː.n̪iː]']"
नादिरशाही,"['/nɑː.d̪ɪɾ.ʃɑː.ɦiː/', '[n̪äː.d̪ɪɾ.ʃäː.ɦiː]']"
नादिरी,"['/nɑː.d̪ɪ.ɾiː/', '[n̪äː.d̪ɪ.ɾiː]']"
नान,"['/nɑːn/', '[n̪ä̃ːn̪]']"
नाफ़,"['/nɑːpʰ/', '[n̪äːpʰ]', '/nɑːf/', '[n̪äːf]']"
नामी-गिरामी,"['/nɑː.miː.ɡɪ.ɾɑː.miː/', '[n̪äː.miː.ɡɪ.ɾäː.miː]']"
नामो-निशान,"['/nɑː.moː.nɪ.ʃɑːn/', '[n̪äː.moː.n̪ɪ.ʃä̃ːn̪]']"
नायाब,"['/nɑː.jɑːb/', '[n̪äː.jäːb]']"
नारा,"['/nɑː.ɾɑː/', '[n̪äː.ɾäː]']"
नाराज़गी,[]
नाश्ता,"['/nɑːʃ.t̪ɑː/', '[n̪äːʃ.t̪äː]']"
निकाह,"['/nɪ.kɑːɦ/', '[n̪ɪ.käːɦ]']"
निगरानी,"['/nɪɡ.ɾɑː.niː/', '[n̪ɪɡ.ɾäː.n̪iː]']"
निगाह,"['/nɪ.ɡɑːɦ/', '[n̪ɪ.ɡäːɦ]']"
निवाला,"['/nɪ.ʋɑː.lɑː/', '[n̪ɪ.ʋäː.l̪äː]']"
निशान,"['/nɪ.ʃɑːn/', '[n̪ɪ.ʃä̃ːn̪]']"
निसार,"['/nɪ.sɑːɾ/', '[n̪ɪ.s̪äːɾ]']"
नुमाइंदगी,"['/nʊ.mɑː.ɪ̃.d̪ə.ɡiː/', '[n̪ʊ.mäː.ɪ̃.d̪ə.ɡiː]']"
नुमाइंदा,"['/nʊ.mɑː.ɪn.d̪ɑː/', '[n̪ʊ.mäː.ɪ̃n̪.d̪äː]']"
नुमाइश,"['/nʊ.mɑː.ɪʃ/', '[n̪ʊ.mäː.ɪʃ]']"
नुसख़ा,"['/nʊs.kʰɑː/', '[n̪ʊs̪.kʰäː]', '/nʊs.xɑː/', '[n̪ʊs̪.xäː]']"
नेकी,"['/neː.kiː/', '[n̪eː.kiː]']"
नेस्तनाबूद,"['/neːs.t̪ə.nɑː.buːd̪/', '[n̪eːs̪.t̪ə.n̪äː.buːd̪]']"
नौकर,"['/nɔː.kəɾ/', '[n̪ɔː.kəɾ]']"
नौकरानी,[]
नौकरी,[]
नौबत,"['/nɔː.bət̪/', '[n̪ɔː.bət̪]']"
पंजा,"['/pən.d͡ʒɑː/', '[pə̃n̪.d͡ʒäː]', '[pʌn̻d͡zä]']"
पनाह,"['/pə.nɑːɦ/', '[pə.n̪äːɦ]']"
पनाहगाह,"['/pə.nɑːɦ.ɡɑːɦ/', '[pə.n̪äːɦ.ɡäːɦ]']"
पनीर,"['/pə.niːɾ/', '[pə.n̪iːɾ]']"
पयाम,"['/pə.jɑːm/', '[pə.jä̃ːm]']"
पर,"['/pəɾ/', '[pʌɾʌ]']"
परंदा,"['/pə.ɾən.d̪ɑː/', '[pə.ɾə̃n̪.d̪äː]']"
परगना,"['/pəɾ.ɡə.nɑː/', '[pəɾ.ɡə.n̪äː]']"
परचम,"['/pəɾ.t͡ʃəm/', '[pəɾ.t͡ʃə̃m]']"
परवरदिगार,[]
परवरिश,['/pəɾ.ʋə.ɾɪʃ/']
परवाज़,"['/pəɾ.ʋɑːd͡ʒ/', '[pəɾ.ʋäːd͡ʒ]', '/pəɾ.ʋɑːz/', '[pəɾ.ʋäːz]']"
परवानगी,"['/pəɾ.ʋɑːn.ɡiː/', '[pəɾ.ʋä̃ːn̪.ɡiː]']"
परवाना,"['/pəɾ.ʋɑː.nɑː/', '[pəɾ.ʋäː.n̪äː]']"
परवाह,"['/pəɾ.ʋɑːɦ/', '[pəɾ.ʋäːɦ]']"
परिंदा,"['/pə.ɾɪn.d̪ɑː/', '[pə.ɾɪ̃n̪.d̪äː]']"
परी,['/pə.ɾiː/']
परेशान,[]
पर्दा,[]
पलक,"['/pə.lək/', '[pə.l̪ək]']"
पलीता,"['/pə.liː.t̪ɑː/', '[pə.l̪iː.t̪äː]']"
पश्मीना,"['/pəʃ.miː.nɑː/', '[pəʃ.miː.n̪äː]']"
पसंदीदा,"['/pə.sən.d̪iː.d̪ɑː/', '[pə.s̪ə̃n̪.d̪iː.d̪äː]']"
पहरा,"['/pəɦ.ɾɑː/', '[pɛɦ.ɾäː]']"
पहरेदार,"['/pəɦ.ɾeː.d̪ɑːɾ/', '[pɛɦ.ɾeː.d̪äːɾ]']"
पहल,"['/pə.ɦəl/', '[pɛ.ɦɛl̪]']"
पहलू,"['/pəɦ.luː/', '[pɛɦ.l̪uː]']"
पाजामा,"['/pɑː.d͡ʒɑː.mɑː/', '[päː.d͡ʒäː.mäː]']"
पापा,"['/pɑː.pɑː/', '[päː.päː]', '/pɑː.pɑː/', '/ˈpɑː.pɑː/']"
पाबंद,"['/pɑː.bənd̪/', '[päː.bə̃n̪d̪]']"
पायदान,"['/pɑːj.d̪ɑːn/', '[päːj.d̪ä̃ːn̪]']"
पारचा,[]
पाश,"['/pɑːʃ/', '[päːʃ]', '/pɑ́ː.ɕɐ/', '/ˈpɑː.ɕɐ/', '/ˈpɑː.ɕɐ/']"
पाशा,"['/pɑː.ʃɑː/', '[päː.ʃäː]']"
पिदर,['/pɪ.d̪əɾ/']
पीरू,['/piː.ɾuː/']
पुख़्ता,"['/pʊkʰ.t̪ɑː/', '[pʊkʰ.t̪äː]', '/pʊx.t̪ɑː/', '[pʊx.t̪äː]']"
पुदीना,['[pʊˈd̪i(ː)n̪a(ː)]']
पुरज़ा,"['/pʊɾ.d͡ʒɑː/', '[pʊɾ.d͡ʒäː]', '/pʊɾ.zɑː/', '[pʊɾ.zäː]']"
पुल,"['/pʊl/', '[pʊl̪]', '/pu.lɐ/', '/ˈpu.l̪ɐ/']"
पेच,"['/peːt͡ʃ/', '[pet͡ɕə]']"
पेचकस,"['/peːt͡ʃ.kəs/', '[peːt͡ʃ.kəs̪]']"
पेचीदा,"['/peː.t͡ʃiː.d̪ɑː/', '[peː.t͡ʃiː.d̪äː]']"
पेश,['/peːʃ/']
पेशगी,['/peːʃ.ɡiː/']
पेशा,"['/peː.ʃɑː/', '[peː.ʃäː]']"
पेशेवर,['/peː.ʃeː.ʋəɾ/']
पैकार,"['/pɛː.kɑːɾ/', '[pɛː.käːɾ]']"
पैग़ाम,"['/pɛː.ɡɑːm/', '[pɛː.ɡä̃ːm]', '/pɛː.ɣɑːm/', '[pɛː.ɣä̃ːm]']"
पैदाइश,"['/pɛː.d̪ɑː.ɪʃ/', '[pɛː.d̪äː.ɪʃ]']"
पैदाइशी,"['/pɛː.d̪ɑː.ɪ.ʃiː/', '[pɛː.d̪äː.ɪ.ʃiː]']"
पैदावार,"['/pɛː.d̪ɑː.ʋɑːɾ/', '[pɛː.d̪äː.ʋäːɾ]']"
पैमाना,"['/pɛː.mɑː.nɑː/', '[pɛː.mäː.n̪äː]']"
प्याज़,"['/pjɑːd͡ʒ/', '[pjäːd͡ʒ]', '/pjɑːz/', '[pjäːz]']"
प्यादा,"['/pjɑː.d̪ɑː/', '[pjäː.d̪äː]']"
फ़क़त,"['/pʰə.kət̪/', '/fə.qət̪/']"
फ़तह,"['/pʰə.t̪əɦ/', '/fə.t̪əɦ/']"
फ़रमान,"['/pʰəɾ.mɑːn/', '[pʰəɾ.mä̃ːn̪]', '/fəɾ.mɑːn/', '[fəɾ.mä̃ːn̪]']"
फ़रात,"['/pʰə.ɾɑːt̪/', '[pʰə.ɾäːt̪]', '/fə.ɾɑːt̪/', '[fə.ɾäːt̪]']"
फ़रार,"['/pʰə.ɾɑːɾ/', '[pʰə.ɾäːɾ]', '/fə.ɾɑːɾ/', '[fə.ɾäːɾ]']"
फ़रिश्ता,"['/pʰə.ɾɪʃ.t̪ɑː/', '[pʰə.ɾɪʃ.t̪äː]', '/fə.ɾɪʃ.t̪ɑː/', '[fə.ɾɪʃ.t̪äː]']"
फ़रेब,"['/pʰə.ɾeːb/', '/fə.ɾeːb/']"
फ़रोश,"['/pʰə.ɾoːʃ/', '/fə.ɾoːʃ/']"
फ़र्क़,"['/pʰəɾk/', '/fəɾq/']"
फ़र्ज़,[]
फ़र्ज़ंद,"['/pʰəɾ.d͡ʒənd̪/', '[pʰəɾ.d͡ʒə̃n̪d̪]', '/fəɾ.zənd̪/', '[fəɾ.zə̃n̪d̪]']"
फ़र्ज़ी,"['/pʰəɾ.d͡ʒiː/', '/fəɾ.ziː/']"
फ़र्श,"['/pʰəɾʃ/', '/fəɾʃ/']"
फ़लक,"['/pʰə.lək/', '[pʰə.l̪ək]', '/fə.lək/', '[fə.l̪ək]']"
फ़व्वारा,"['/pʰəʋ.ʋɑː.ɾɑː/', '[pʰəʋ.ʋäː.ɾäː]', '/fəʋ.ʋɑː.ɾɑː/', '[fəʋ.ʋäː.ɾäː]']"
फ़साना,"['/pʰə.sɑː.nɑː/', '[pʰə.s̪äː.n̪äː]', '/fə.sɑː.nɑː/', '[fə.s̪äː.n̪äː]']"
फ़ाख़्ता,"['/pʰɑːkʰ.t̪ɑː/', '[pʰäːkʰ.t̪äː]', '/fɑːx.t̪ɑː/', '[fäːx.t̪äː]']"
फ़ानी,"['/pʰɑː.niː/', '[pʰäː.n̪iː]', '/fɑː.niː/', '[fäː.n̪iː]']"
फ़ायदा,"['/pʰɑːj.d̪ɑː/', '[pʰäːj.d̪äː]', '/fɑːj.d̪ɑː/', '[fäːj.d̪äː]']"
फ़ारसी,"['/pʰɑːɾ.siː/', '[pʰäːɾ.s̪iː]', '/fɑːɾ.siː/', '[fäːɾ.s̪iː]']"
फ़ारिग़,"['/pʰɑː.ɾɪɡ/', '[pʰäː.ɾɪɡ]', '/fɑː.ɾɪɣ/', '[fäː.ɾɪɣ]']"
फ़ाश,"['/pʰɑːʃ/', '[pʰäːʃ]', '/fɑːʃ/', '[fäːʃ]']"
फ़ास,[]
फ़िक्र,"['/pʰɪk.ɾᵊ/', '/fɪk.ɾᵊ/']"
फ़ितरत,"['/pʰɪt̪.ɾət̪/', '/fɪt̪.ɾət̪/']"
फ़िरंगी,"['/pʰɪ.ɾəŋ.ɡiː/', '[pʰɪ.ɾə̃ŋ.ɡiː]', '/fɪ.ɾəŋ.ɡiː/', '[fɪ.ɾə̃ŋ.ɡiː]']"
फ़ीसद,"['/pʰiː.səd̪/', '[pʰiː.s̪əd̪]', '/fiː.səd̪/', '[fiː.s̪əd̪]']"
फ़ुर्सत,"['/pʰʊɾ.sət̪/', '[pʰʊɾ.s̪ət̪]', '/fʊɾ.sət̪/', '[fʊɾ.s̪ət̪]']"
फ़ेहरिस्त,"['/pʰeːɦ.ɾɪst̪/', '[pʰeːɦ.ɾɪs̪t̪]', '/feːɦ.ɾɪst̪/', '[feːɦ.ɾɪs̪t̪]']"
फ़ैसला,[]
फ़ौज,"['/pʰɔːd͡ʒ/', '/fɔːd͡ʒ/']"
फ़ौरन,"['/pʰɔː.ɾən/', '[pʰɔː.ɾə̃n̪]', '/fɔː.ɾən/', '[fɔː.ɾə̃n̪]']"
फ़ौलाद,[]
ब-,[]
बंद,"['/bənd̪/', '[bə̃n̪d̪]']"
बंदगी,"['/bən.d̪ə.ɡiː/', '[bə̃n̪.d̪ə.ɡiː]']"
बंदर,"['/bən.d̪əɾ/', '[bə̃n̪.d̪əɾ]']"
बंदरगाह,"['/bən.d̪əɾ.ɡɑːɦ/', '[bə̃n̪.d̪əɾ.ɡäːɦ]']"
बंदा,"['/bən.d̪ɑː/', '[bə̃n̪.d̪äː]']"
बंदी,"['/bən.d̪iː/', '[bə̃n̪.d̪iː]']"
बंदोबस्त,[]
बक्कम,"['/bək.kəm/', '[bək̚.kə̃m]']"
बख़ील,"['/bə.kʰiːl/', '[bə.kʰiːl̪]', '/bə.xiːl/', '[bə.xiːl̪]']"
बख़्त,"['/bəkʰt̪/', '/bəxt̪/']"
बख़्शिश,"['/bəkʰ.ʃɪʃ/', '/bəx.ʃɪʃ/']"
